,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_8,BH_LowPeakAmp,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.6026286917415518,0.5928313370930776,0.15751488013378373,0.30128534205231683,0.5832736775134382,0.5819163211154492,0.4552071725565372,0.02755864986010126,0.24674511271627048,0.24024365559548128,0.273670615951024,0.031926147286293116,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.853088987372979,0.2680428419720624,0.10056880067772,0.13350195768205975,0.34901167294514557,0.39056872181361424,0.27373586950543005,0.028513142996172663,0.0692848342039925,0.12867071623682574,0.07146215078413456,0.1845635967477681,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.7911424375162845,0.2799486130612836,0.11742378400976977,0.23307529507912667,0.44835923581131765,0.6260500216915361,0.42916978187751975,0.17347444859305838,0.3122133042577883,0.241480170667137,0.153845138048881,0.10107642444666454,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.43898731455852125,0.37647136341847987,0.21376783690713258,0.37169695393556024,0.521326758076766,0.7681184862334411,0.44857610247906265,0.09521536921104592,0.391381786952572,0.49152175525017894,0.35579213699773404,0.026907170511963157,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.1260260812770264,0.3619904655188092,0.045284015270702915,0.22723203555688398,0.18833824328386095,0.3999899109133649,0.7374035133466839,0.34099735174943624,0.4388800122972752,0.48521492716184733,0.7838413877253496,0.018334310270729477,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.6846461407958984,0.39285461072159034,0.2337473732850715,0.27571765249959335,0.4432438480232038,0.5679631142992623,0.42985631662901236,0.06613140188839917,0.33430400334546995,0.38129655719733946,0.2401738882403588,0.13680293118753256,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.7102249074910352,0.4294535475329183,0.05032290715456639,0.15797695498287379,0.1618880379572204,0.25055237749326553,0.39295660163260815,0.08699924202015666,0.24413194174261366,0.14272029307611686,0.12142596808527498,0.10503255172085905,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.7170481957976917,0.5805718376764596,0.20139064614436758,0.30727297492654837,0.6252919184458325,1.0,0.578031702830275,0.10168159231913759,0.12886885595718486,0.22423709825785654,0.19407131953284706,0.023697978083655452,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.5347055311422504,0.5068302705135457,0.22733323798312305,0.35644758298562623,0.36232969646170676,0.4234995005902116,0.3784925163637697,0.07315909154712108,0.15752924063848445,0.17726355406897634,0.09429950823222427,0.48849163576854526,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.372588954073257,0.24603770327819074,0.02983728119877216,0.12014731230213939,0.05248985218947133,0.2467124711199894,0.22810269907979897,0.03988284064643516,0.44325996181925204,0.23822955892284914,0.3361584009888177,0.016166697841083044,0,0,1,1,1,0
10,0.32707560566057087,0.3204028539783118,0.6455731816891255,0.25752347014425025,0.12974596503581132,0.3045930583703742,0.5600605312986828,0.4996418374244578,0.29878318336181997,0.1770210456378728,0.29365950391760826,0.44007110462681104,0.19087826238531147,0.050364302770102336,0,1,1,0,0,0
