,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.6026286917415518,0.5128608253427279,0.46740414790778545,0.5928313370930776,0.2456306769286976,0.15751488013378373,0.30128534205231683,0.4594759515170231,0.34275801970378694,0.4552071725565372,0.24674511271627048,0.5246449355041527,0.24024365559548128,0.2397882202003958,0.17325195289171308,0.20486316283662914,0.13163165962634835,0.24565315641440805,0.14460729523229277,0.2582031178274361,0.6136395062838025,0.37060930771691875,0.2856471055197467,0.273670615951024,0.28641072750495755,0.19624448220411178,0.1643231565242122,0.031926147286293116,0.008472739978717466,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.853088987372979,0.26057713749388434,0.3327572888959274,0.2680428419720624,0.5390779578352896,0.10056880067772,0.13350195768205975,0.319751717748784,0.28925261246545286,0.27373586950543005,0.0692848342039925,0.192754014303063,0.12867071623682574,0.11672644808051971,0.07369747497670863,0.08034129919981581,0.06270139079724613,0.07567233140705834,0.041256200283007124,0.20778171535594278,0.44400018321634577,0.16747439145280318,0.2059960480788313,0.07146215078413456,0.06749183968578476,0.08564940300751193,0.02510065047735592,0.1845635967477681,0.15676355740498302,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.7911424375162845,0.22827642557836897,0.4712781464016883,0.2799486130612836,0.43564258376049003,0.11742378400976977,0.23307529507912667,0.27048498417355055,0.4576919150301537,0.42916978187751975,0.3122133042577883,0.35130857810557625,0.241480170667137,0.3514035832708414,0.10273225675449703,0.21460801587237344,0.18289749831591695,0.13148779513911746,0.09250718075686669,0.5399643781788803,0.3161510394070704,0.3929869557692005,0.243409869448543,0.153845138048881,0.3146870313333052,0.10806680120446253,0.1405740795340985,0.10107642444666454,0.0,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.43898731455852125,0.48034618930495887,0.47286197234081745,0.37647136341847987,0.5814363468695597,0.21376783690713258,0.37169695393556024,0.5186048019763763,0.6682861643246241,0.44857610247906265,0.391381786952572,0.352152636822205,0.49152175525017894,0.24303358299979222,0.16102876185470966,0.18512612546981705,0.2523052279936349,0.2038464069925099,0.11236272662108296,0.4400580231725455,0.4789100269466306,0.28408047876050957,0.622807244613566,0.35579213699773404,0.2989148987584048,0.22019479129179065,0.23583391823241323,0.026907170511963157,0.11716851546387075,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.1260260812770264,0.45695016258566123,0.539992210957018,0.3619904655188092,0.15000847343852133,0.045284015270702915,0.22723203555688398,0.30923307341928513,0.47846766960060094,0.7374035133466839,0.4388800122972752,0.3675717808777636,0.48521492716184733,0.45688600572817384,0.3353115071307422,0.485055343750028,0.38590833886588044,0.5230323693182566,0.3402285116449043,0.5038284276821946,0.6863839575076356,0.3707535442858717,0.4815131198605611,0.7838413877253496,0.8278260002378095,0.5733587831466356,0.41236820201587965,0.018334310270729477,0.0817034875674155,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.6846461407958984,0.5447459203812859,0.571374620647751,0.39285461072159034,0.3632265973532059,0.2337473732850715,0.27571765249959335,0.4465516868679071,0.5205515164331918,0.42985631662901236,0.33430400334546995,0.34572027779292996,0.38129655719733946,0.44578653969516,0.2497390172236688,0.36160105192248365,0.24895813827557997,0.23364092303236927,0.17289111545688532,0.5203723765630451,0.6019032894247873,0.31422067670553183,0.4099729923291312,0.2401738882403588,0.445213702423738,0.1777106101122009,0.1049713377707387,0.13680293118753256,0.03055677195243422,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.7102249074910352,0.33287500374429624,0.5537212880039042,0.4294535475329183,0.22731264347072044,0.05032290715456639,0.15797695498287379,0.3358993283409249,0.28079901699834475,0.39295660163260815,0.24413194174261366,0.18472756138804594,0.14272029307611686,0.15565905620657566,0.07270789039917824,0.11210673199810409,0.13664459322200143,0.18975958859329273,0.08297131582548156,0.2813756633187051,0.4038092579565156,0.17709628184350074,0.21498710016998437,0.12142596808527498,0.121324981876623,0.14121457563651107,0.2133868396402414,0.10503255172085905,0.2032215357458076,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.7170481957976917,0.3744972658317164,0.5132720767657049,0.5805718376764596,0.2470964717482354,0.20139064614436758,0.30727297492654837,0.45487593607658455,0.5950222779677827,0.578031702830275,0.12886885595718486,0.25422172905715196,0.22423709825785654,0.20875037269269342,0.11396825207233462,0.12249914333433165,0.06475876878330167,0.13611875331832685,0.06975117783557544,0.4931969666366758,0.38899033965890656,0.5919468789828961,0.28367977358425445,0.19407131953284706,0.29483378274194233,0.11077729743026736,0.1043633906230023,0.023697978083655452,0.033895497768510474,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.5347055311422504,0.19699923782770914,0.5867833514862204,0.5068302705135457,0.6832320555681496,0.22733323798312305,0.35644758298562623,0.4573488767080986,0.25909531761600235,0.3784925163637697,0.15752924063848445,0.2417539195617785,0.17726355406897634,0.05257632294612445,0.04831047992164546,0.08768119265848767,0.08002373523539466,0.11551419256607036,0.06297556149548938,0.20583536842878383,0.4363377213071968,0.22106221054343095,0.3243077666468208,0.09429950823222427,0.20684430772535317,0.09946154511951237,0.18761301163449068,0.48849163576854526,0.6557845154820222,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.372588954073257,0.9296861946967454,0.5749349566431486,0.24603770327819074,0.004051844238391937,0.02983728119877216,0.12014731230213939,0.1344306338300008,0.1701967461770133,0.22810269907979897,0.44325996181925204,0.24501603424466795,0.23822955892284914,0.32561415238387803,0.24774312606005588,0.1706235176985778,0.2327147418671556,0.2348589957920325,0.14333922509202238,0.35601623179890196,0.612597031203818,0.26620301165955973,0.3834916690395451,0.3361584009888177,0.42740101184060636,0.18684429907478695,0.1358566184048824,0.016166697841083044,0.0,0.07265829345242146,0,0,1,1,1,0
