,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_10,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.5297333315420018,0.1358240288331135,0.3889293971515566,0.3235212456008769,0.02755864986010126,0.24565315641440805,0.4347157517853729,0.19702610433538126,0,1,1,0,0,0
1,0.15393026519662506,0.3676593531127501,0.34132771021650943,0.2656691715225292,0.028513142996172663,0.07567233140705834,0.2104294188091435,0.09352608699763891,1,0,0,0,0,1
2,0.3781660199491516,0.4695598863024133,0.4868936432154358,0.43373730744822003,0.17347444859305838,0.13148779513911746,0.21827226039706898,0.19808213046178286,0,1,0,0,0,1
3,0.4731279197285571,0.266415243898663,0.515022662235592,0.42557909767495516,0.09521536921104592,0.2038464069925099,0.40744202030757676,0.23579329628310325,0,0,1,0,0,0
4,0.30153746386339303,0.178553514035707,0.6444282411393774,0.7054174118733053,0.34099735174943624,0.5230323693182566,0.3667830322498067,0.715683091287942,0,0,0,1,0,0
5,0.6975353214842092,0.3355317343836117,0.4006580658871981,0.3176022615819535,0.06613140188839917,0.23364092303236927,0.5235995364079329,0.14145075923550016,0,1,1,0,0,0
6,0.5350082685329134,0.18478334912466482,0.24012076754811829,0.2505895546068194,0.08699924202015666,0.18975958859329273,0.23478728944170818,0.12902747874550402,1,1,0,0,0,0
7,0.4504364265420007,0.1883255615211697,0.453096317249314,0.33475343275832226,0.10168159231913759,0.13611875331832685,0.317930527818154,0.1369650124358897,0,0,0,0,0,1
8,0.4583464257619693,0.49750125401750056,0.3769021072031834,0.32364023827381294,0.07315909154712108,0.11551419256607036,0.20377010462382233,0.06966304885775802,1,1,0,0,0,0
9,0.3234637643350814,0.01992184839083236,0.15344733457667237,0.23203210638666127,0.03988284064643516,0.2348589957920325,0.35951003718906094,0.4654774026170534,0,0,1,1,1,0
10,0.5240044122904869,0.34461020181940916,0.3810150189981716,0.25305234235273755,0.1770210456378728,0.23626662454311298,0.5820149422526295,0.22390275733150078,0,1,1,0,0,0
11,0.5362368680517804,0.26089137421740016,0.41538943503797787,0.2804585184330468,0.1092801063043336,0.2555214764305554,0.5729184383049081,0.11816774738594131,0,0,1,0,0,0
12,0.37340582344541656,0.46546033279457033,0.2782801616585019,0.1669232821785035,0.3260904148302032,0.047025682204114946,0.12647086155534787,0.015849848846409678,1,0,0,0,0,0
13,0.603206470289929,0.08482112446665555,0.43750206103597733,0.29890598857670336,0.13809269812750904,0.16768684648158633,0.6292297954338636,0.17755109117445866,0,0,1,0,1,0
14,0.5354939333011027,0.27739486379202505,0.2655054026623088,0.25670866266658976,0.0816091631341063,0.18817820018341297,0.5001674472102944,0.23136744350260224,0,0,0,0,1,0
15,0.46154214806198307,0.6341055604064875,0.25568021515383577,0.2437799284601626,0.0035185237172828676,8.687982939960259e-05,0.12926223285156457,0.016987835209487198,1,0,0,0,0,1
16,0.5355581004050749,0.06413757655699431,0.32691511463024103,0.32333554491432526,0.058822978954362115,0.19564898793774488,0.3852267726172086,0.21096880152067765,0,0,1,1,1,0
17,0.5893578055973366,0.36573342993912594,0.3678995020537078,0.40924645185484343,0.061901687206984635,0.12375022487834632,0.29767029205949547,0.11719683381301087,0,1,1,0,0,0
18,0.49793732839059485,0.48993999294034596,0.7396389431373913,0.6730496019154214,0.21083068976165747,0.15372288844717663,0.3986453433018485,0.31111160147150146,0,0,0,0,1,1
19,0.5058593589425582,0.05121964813197838,0.3119840539936465,0.25402772168695553,0.03972375845708992,0.14580980337953764,0.26475069652779354,0.16728714768919417,0,0,1,1,1,0
20,0.3863719899361919,0.2622537636006713,0.5159496704174469,0.32052118790745976,0.09352161178331134,0.11467786451134483,0.2871307613675615,0.06994360505253337,1,0,0,0,0,1
21,0.5593843487209391,0.18966937286739619,0.2213259514658087,0.17305681359256908,0.11019716833702964,0.08454460489423038,0.1827629315710756,0.09618664237281192,0,1,0,0,0,0
22,0.5941853775602424,0.22479424823973101,0.2753415823626617,0.26874675474528353,0.09972581716777557,0.1135299976744288,0.5653859439025545,0.11384592105968282,0,1,0,0,0,0
23,0.5104858071389513,0.6369975415064312,0.5419920050124396,0.44605485201638495,0.43206722626166216,0.09461476693827585,0.5076140262900887,0.22010421559325027,0,0,0,0,0,1
24,0.39469326018818207,0.3129036852632817,0.5911197745867851,0.41003072174464894,0.11855366216557647,0.09517904704235612,0.22225767933946894,0.1470272076462596,0,0,0,0,0,1
25,0.5825175923139039,0.20444510499687274,0.44262442245191824,0.40926267812842543,0.11013166390612278,0.11025050350810221,0.5216830987026785,0.18934075598861383,0,0,1,0,0,1
26,0.5556907297985413,0.24043695543128915,0.4082683267319114,0.37695075866843586,0.1168879780653734,0.2050276216427308,0.2825351682975966,0.1902706894432063,0,0,1,0,0,0
27,0.2736588624094868,0.39370576104928756,0.11187669691962143,0.05060253562568506,0.14308039265227443,0.050571081302846405,0.6121852474624294,0.06487152732901046,1,1,0,0,0,1
28,0.3446613671322859,0.8752360958874419,0.18624070701778173,0.27546262908902097,0.21247765831017285,0.06997512077612648,0.4770334315807191,0.15417035750424773,0,1,0,0,0,0
29,0.358969628707079,0.34192877180597103,0.4673421979254071,0.4486474499509605,0.12999822202258968,0.17897069341512323,0.42729371994059573,0.20332443329224814,0,0,1,0,0,0
30,0.4864064998067969,0.2206389606207542,0.96317249313904,0.96562914671436,0.1503513844829361,0.4302701611664714,0.4639269614555809,0.9660085679970496,0,0,0,0,0,1
31,0.3169532095483057,0.07735275357472396,0.24911604456967407,0.18749819708071302,0.04955878086896304,0.10071127375483215,0.22597307869668204,0.14611934040923374,0,0,1,1,0,0
32,0.32851171019569164,0.27511595791455346,0.36440948113190264,0.2207854958749207,0.11418358084650443,0.07095010552827763,0.10415917829884151,0.06946445289965862,1,0,0,0,0,1
33,0.4775051188304583,0.19801710417943907,0.2424108075230561,0.31413164195465304,0.07344918259828004,0.10332468922909509,0.21805834877763536,0.14975080935733714,0,0,0,0,0,1
34,0.4263079912708676,0.30791857865631256,0.36607479820167743,0.3969343160445392,0.1241496121201913,0.08832519383416483,0.06327225163019938,0.10897559161105454,1,1,0,0,0,0
35,0.4358793169171156,0.05721416141837121,0.3235221914033731,0.30999935094905673,0.06663672178396637,0.2977757886099666,0.413889176247394,0.35690215523899294,0,1,1,0,0,0
36,0.5924468500869966,0.08770072020856945,0.2635945933072208,0.3385810304044309,0.0351010171902342,0.2865209016195629,0.32595922704263675,0.2747685411393104,0,0,1,1,1,0
37,0.597427621010636,0.2147249521615546,0.4036699264622362,0.3802555097213407,0.10715589118778249,0.1423749786091329,0.4786482889700505,0.1862168100445422,0,1,1,0,0,0
38,0.3738596051838197,0.20973365287557053,0.21664327772505587,0.21013745456643396,0.06848020362520238,0.15165356887420417,0.2935375897069937,0.08298158731759907,1,1,0,0,0,0
39,0.42898015010690843,0.1747016676884587,0.44040216766023854,0.5045577799573068,0.04103384707522717,0.06732484719242128,0.33980737434007385,0.2687570730108093,1,0,0,0,0,1
40,0.345585573951685,0.45084561031948034,0.3439072112442795,0.4423318236889172,0.07215780953183046,0.04834204325562416,0.2356744966501791,0.03539736529362257,0,1,0,0,0,0
41,0.43433509545558546,0.15293440095119554,0.2704482249442146,0.13903933248716316,0.11024395721624886,0.10760110749843134,0.23064932696741702,0.09173872337474427,1,0,0,0,1,0
42,0.509227931378897,0.14905159120887287,0.4220781837967763,0.38867874862978125,0.07225138729026884,0.2305237800623955,0.46547694400951023,0.24627159731044335,0,0,1,1,1,0
43,0.4378219759898729,0.356537301602046,0.7672128564676226,0.4558753533721802,0.21259930939614274,0.18068284035611953,0.3886651388935158,0.18038817629016446,0,1,1,0,0,0
44,0.317833100961524,0.9473684210526315,0.25649913344887343,0.3173264149310564,0.042100633521424624,0.10119744976985622,0.2993219703013523,0.15416405287065726,1,1,0,0,0,0
45,0.5884191611795437,0.3580916640347781,0.36402292238413314,0.22516298390353662,0.13798040481738302,0.13949302548036208,0.3604901732158105,0.08600150680742812,0,1,1,0,0,0
46,0.4872777687654189,0.04588155882116163,0.39104905815235913,0.23858932383315068,0.07085707868953706,0.26893344039736555,0.40573248072603707,0.24618018012338172,0,0,1,1,1,0
47,0.7060091891303332,0.22215616697939697,0.47255432890836535,0.3872959095367219,0.14641176085268054,0.2786946963813235,0.4617527777826482,0.23717716335620864,0,1,1,0,0,0
48,0.5323032240560869,0.725528080702993,0.7900784476093814,0.5261729792880633,0.2591074553400148,0.0985068077805714,0.645986790080813,0.1917585829705542,0,0,0,0,0,1
49,0.4561240382203334,0.374780933979849,0.5847662876803177,0.40616526279351517,0.11013166390612278,0.0954791773621002,0.5912113885143486,0.12567341367538076,1,0,0,0,0,1
50,0.345357379688184,0.5306382794260625,0.43929012424840874,0.41075729821727347,0.24105630573725234,0.17638887060609648,0.361103854091235,0.10812761839313807,0,0,0,0,0,1
51,0.4251987024609489,0.16295415559725293,0.830821006811495,0.5820310246350889,0.09192143211401513,0.13644696600716977,0.3805435108507545,0.2546504553521611,0,0,1,0,1,1
52,0.43739205639325934,0.4832395142462581,0.5286291637506824,0.4480344573934113,0.1486763426068892,0.11845757587724494,0.3579039466693785,0.21123990076506727,0,0,0,0,0,1
53,0.5049927019945342,0.3390120199899679,0.4729830243916737,0.4094880430392892,0.11274248336655343,0.130755020820444,0.559387651688762,0.21472321082379497,1,0,0,0,0,1
54,0.3029868383243643,0.23744589146710762,0.13756728137446372,0.07971607627069754,0.04289604446815079,0.04805946441656685,0.0627760468080704,0.016023226270147226,1,0,0,0,0,1
55,0.5747794406192607,0.05451415336788848,0.2443582575177432,0.2821622771591761,0.08097283437672534,0.5229446119148227,0.29006590932602055,0.4702090301266917,0,0,1,1,1,0
