,Att19,Att20,Att24,Att32,Att37,Att49,Att65,Att71,Att79,Att82,Att91,Att92,Att98,Att100,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.08830300493479026,0.22859534303703388,0.643045030283524,0.38537553886997655,0.7306255676719928,0.42125524254908514,0.5355303692270406,0.5312225813752991,0.2581716205834775,0.2424010508563255,0.24093010079903734,0.38940416695009183,0.2802405639621501,0.2739701989948456,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.40261912892139584,0.3398143901827408,0.47683237264827216,0.4922721411722664,0.41199011111269745,0.45117767138032144,0.5584557393151218,0.4307645552365281,0.3998588461610527,0.18285623639814544,0.27436258285675674,0.3326237701015129,0.36026490239166853,0.23175880581660752,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.3358493787451533,0.2865046571888788,0.44546624923193956,0.4149122140305541,0.46090298149293196,0.36120550792413614,0.46356904590304043,0.4536518747027662,0.4272401926187784,0.493430756471839,0.14321338026979366,0.5391366802844122,0.27859145256291235,0.27933218315669905,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.40996899233345085,0.36374305601051854,0.7470638148462416,0.47128138046720514,0.6288460292339406,0.27535315295252943,0.5499639638490437,0.6610428550719846,0.23181957291595096,0.1569827955672565,0.13968404953018057,0.3155822486485621,0.4937306346924466,0.21750929607046793,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.5173653947832217,0.3269215563572944,0.4986043245457471,0.39482418137766706,0.34977271154739553,0.4427910774598226,0.34208065719734415,0.6672787245459793,0.5444166161802272,0.5330243288824077,0.16819028238544292,0.3371792460757285,0.33300168305985245,0.34804943259143367,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4069632314064152,0.36013523130064684,0.5238186499692775,0.7314190698300819,0.5142188448980084,0.3913714137252719,0.9177865511809015,0.29317869123036344,0.46046131073206376,0.2886028286291557,0.4183673336789895,0.2185538114349049,0.2336058349556777,0.4845315530599341,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.11691900555163906,0.29676786799473176,0.5186675249436755,0.5389566490521356,0.5945797826948864,0.39509631444159893,0.739423549146294,0.316107973113535,0.19901067397835223,0.11536181628938624,0.5298362291777933,0.29166850059419247,0.3334769614045259,0.17631189789860582,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.44708869404300317,0.41275141251872255,0.37888784855312047,0.6192154399832522,0.5150623217358928,0.4056875626322236,0.42616415901828597,0.34348145642648054,0.42625836149123403,0.5192387970812021,0.4983477378367386,0.4214055353934675,0.4898435368020818,0.12235316495033166,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.43423813667606626,0.28856385081633534,0.41153992451063576,0.5369058429306527,0.48777452809777294,0.3503292135248488,0.37855817127695535,0.36538075171219375,0.45886614743705845,0.22729777416607763,0.21696937564891733,0.37312889376157876,0.29850613748862403,0.27744617923466813,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.24472511676066266,0.23040490320773346,0.5016941217778037,0.3545094399752517,0.6188198572898693,0.5008588501651635,0.45946921619777154,0.3989519568473763,0.23393063475507306,0.31325036317995364,0.4262810392033797,0.36778116109619513,0.17207426354706495,0.22321954800201455,0,0,1,1,0,0,0,0,0,0,0,1,1,0
10,0.6611641368523088,0.15891485127041968,0.2211984668051613,0.5177992103463036,0.5134028249884406,0.13537616449541623,0.5073162953561201,0.5374978700894435,0.7075055118700384,0.30061977146101315,0.2016942346900985,0.3908356307443612,0.27067232300125216,0.24659501280553797,0,0,0,0,1,1,1,1,0,0,0,0,0,0
11,0.5226402780225591,0.33714975070541225,0.5001009450800246,0.5833703358495045,0.5473714384245434,0.36368333147756376,0.9349053174051419,0.2819073317243501,0.4695251360010992,0.24901760518303717,0.25655869461543157,0.26964036347776676,0.13847965769513504,0.3590881813992863,0,0,0,0,0,0,0,0,0,1,1,1,1,0
12,0.4798877004758548,0.5075714618128586,0.43124908564239106,0.7106656585981181,0.41202086287241196,0.30889507478751443,0.6447958057747134,0.34637559160649933,0.5711134289765096,0.2185800637860884,0.3064020448287378,0.3484338925811963,0.2845846602608547,0.4695185332033133,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13,0.3383346735107508,0.46094309486749097,0.7590397050648097,0.7248012864874812,0.6570047566382615,0.09755558029915007,0.7269480250275852,0.2847531465454758,0.17522562754123752,0.21168660213844814,0.1929605705144948,0.3616281675262785,0.38906102495603023,0.24294623817229072,0,0,0,1,1,0,0,0,0,0,0,1,1,0
14,0.4237448228762778,0.36783885200237665,0.5915308540831553,0.4729974971631405,0.34171575050218717,0.44880377092380214,0.5838417725959423,0.31406707374449716,0.4003734955561523,0.21049130872800748,0.23543988637530194,0.8332299665091489,0.24265701486028254,0.25063625842540105,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15,0.4085191223123017,0.4442007098174853,0.7545059542967492,0.8079522740879714,0.5432056732603564,0.47864899974019226,0.38036571909660877,0.4396453285657246,0.5119899568419014,0.23487863388677693,0.224267137590621,0.3909496676923323,0.2641046030185398,0.27735777280082297,1,0,1,1,0,0,0,0,0,1,1,1,1,0
16,0.4395653419104688,0.3654430485554017,0.40994528484068227,0.6779994372950695,0.5134302819167571,0.251235571391456,0.36133225331181795,0.7236050039546398,0.5016844774497373,0.21588752275092815,0.25345428698033007,0.37843861411097196,0.27059267470722725,0.2934504227434927,0,0,0,0,1,1,0,0,0,0,0,1,1,0
17,0.5095818095699682,0.30297594708222547,0.5639494396816572,0.4586111855606182,0.6418628098102506,0.508902497865865,0.5251417528238949,0.35365797832704743,0.8734312249779836,0.27687949104712717,0.387914511188992,0.4123916148832222,0.23343870410919912,0.2436896559114435,1,1,0,0,0,0,0,0,0,0,0,1,1,0
18,0.3165535777229468,0.47728109630881355,0.7596717090440939,0.6209848936394342,0.6070529160905287,0.14308874290168133,0.7268867954613584,0.32254602514184566,0.3348918549238331,0.2455625253947669,0.20329516822146937,0.37119626759069935,0.3507593354982001,0.26652664516336433,0,0,0,1,1,0,0,0,0,0,0,1,1,0
19,0.378044313976031,0.5255992897306896,0.5918146706849635,0.6355325495467026,0.5556480548962841,0.5210481386631036,0.7970979736840427,0.3679023114933788,0.11980463309370487,0.21430539398763243,0.22740403170160262,0.44787611186024273,0.39903273022600527,0.2296705386898702,0,0,1,1,0,0,0,0,0,0,0,1,1,0
20,0.28884495065209725,0.4496723137293884,0.7211633554729788,0.6755872732679156,0.5862427609808493,0.10518947407489887,0.642460152946354,0.5053495723648238,0.5147518253190013,0.1489830961299767,0.14645812948069717,0.2947885114777188,0.4692864426852182,0.31507115378433115,0,0,1,1,0,0,0,0,0,0,0,1,1,0
21,0.4663184041240747,0.39073170841908605,0.5046376217924334,0.5922376054905067,0.4907958884897261,0.4250246817355157,0.6303902747038976,0.32333313835644656,0.5532730827124022,0.23564952160433705,0.23332176814792,0.1439426374145223,0.4004220053873584,0.48830222141257407,1,1,0,0,0,0,0,0,0,0,0,1,1,0
22,0.39807813050757845,0.35456987364706577,0.4462913655382274,0.6306242157800065,0.24875427916227805,0.712137475411053,0.4680030869906306,0.4918414888774163,0.7118088302344028,0.11678114024590486,0.3965702078224835,0.32384992737646995,0.12089958178117086,0.37586129298427967,0,0,0,0,1,1,1,1,0,0,0,0,0,0
23,0.4218213011103278,0.30122173550601045,0.41960382713520783,0.35943777510204034,0.5983973940080196,0.5576943918643061,0.7791666400913341,0.20406831990112126,0.38716999044400996,0.15044416490874585,0.19950984405192118,0.3544538430451466,0.5277966017598357,0.28111906471350956,0,0,0,0,1,1,1,1,0,0,1,1,1,0
24,0.36883839663376805,0.36124559187979643,0.2890525792199432,0.4332987976515737,0.4235780331394141,0.4231243736777642,0.5161716213716698,0.44777713633207783,0.43235795614237793,0.07464530816027787,0.4472673026219185,0.4835106574530148,0.12703772326004384,0.3361252799537071,0,1,1,0,1,1,0,0,0,0,0,1,1,0
25,0.31687714795558686,0.34404573375292846,0.5522046990666237,0.4886878974436929,0.3532828052633833,0.43000556730876294,0.3516350207606498,0.5237100371558128,0.4584351910261134,0.20849034024813123,0.16919216530158493,0.32394995978697094,0.4227953417499383,0.445323299649589,0,1,1,0,0,0,0,0,1,1,0,1,1,0
26,0.6027273528375044,0.4897413074467581,0.19246861924686187,0.48633440407281037,0.39896015121079553,0.5438696507441636,0.36617704273951285,0.5882355185155985,0.7449425079164818,0.17383239732165223,0.1934296752262033,0.3330539094666672,0.24775319996814069,0.6735659404837171,1,1,0,0,0,1,1,1,0,0,0,1,1,0
27,0.43410733168840326,0.17696527045130567,0.1830119671123855,0.28394864184097857,0.5685473198193992,0.31729503024904426,0.4091755056222774,0.4229264843887093,0.6009543498491652,0.2438468132002694,0.23974629361796684,0.3877476302321952,0.31470216108018756,0.27407735830859736,0,0,0,0,1,1,1,1,0,0,0,1,1,0
28,0.49860795955234405,0.20727257940264185,0.47334610995698856,0.5818342313944016,0.5419756028717749,0.43111012136733107,0.6447179932009669,0.19901502763161572,0.3112979282863549,0.3890714838336219,0.2859147736797171,0.41345696005505783,0.3599711177005929,0.2336059644874034,1,1,0,0,1,1,0,0,0,0,0,0,0,0
29,0.20795101559746212,0.39622816272034955,0.5629341369927143,0.6144697839453084,0.5165087527196087,0.16170582340496606,0.46519418063997653,0.45524644654623875,0.3595250735436484,0.17775084463690355,0.6247695084536308,0.35361757209335826,0.2028067536530494,0.20893789046174946,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30,0.3151642910645048,0.3627467813097963,0.4984141381630921,0.5557217890816576,0.6166606444470558,0.24847864009204618,0.287641194741911,0.47707834764718,0.296724106702309,0.20580753967149612,0.21050326748974402,0.377249228750115,0.5719439537152011,0.26194692399189873,0,0,0,1,1,0,0,0,0,0,0,1,1,0
31,0.44275422982023266,0.25815149249179375,0.903141001258156,0.27337725632009646,0.536185485828381,0.45614964925954793,0.4215681147033874,0.5622455233730662,0.5361797275605993,0.20277964856425645,0.1932724406829437,0.62175945006182,0.669789924360235,0.244138385537779,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0.3082109732992598,0.3662540748990736,0.5463645141469409,0.6964313573322987,0.4320369636151768,0.60250751586683,0.5920222977670343,0.404604167249478,0.3738240823439032,0.12711576674106523,0.6111550761418021,0.4554685718172688,0.1821765397908514,0.2631805955914658,1,1,1,1,0,0,0,0,0,0,0,1,1,0
33,0.5912192677123722,0.3229014410966703,0.40597038944319275,0.26528470602667653,0.6217072278716377,0.215260364473147,0.47560575813045725,0.6879534802102698,0.6262458700010617,0.19634677145544716,0.18730272587521812,0.41190745801639733,0.32148532316968875,0.3084205788746128,1,1,0,0,0,0,0,0,0,0,0,0,0,0
34,0.5722429062389849,0.2582780035649013,0.42159639523656256,0.5232395802914599,0.5159420417191551,0.45314627175889843,0.6148749577452213,0.29002260884160835,0.3290183562448082,0.24105269309763283,0.2303590015476557,0.38674230450666014,0.27988018807443066,0.27745153720035576,0,1,1,0,1,1,0,0,0,1,1,1,1,0
35,0.46703714310891786,0.19460113995513378,0.49538578576235476,0.31834031380800565,0.6284846960572948,0.2958007645770701,0.6214214188676357,0.6040629792298752,0.4290976772074024,0.26715712194497476,0.6477569387863833,0.7410891128725707,0.1883721324982014,0.19491207578306666,0,0,1,1,0,0,0,0,0,0,0,1,1,0
