,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5297333315420018,0.15751488013378373,0.43005327178846864,0.309345362377554,0.4552071725565372,0.24674511271627048,0.20486316283662914,0.4489412071236212,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.16719004156876938,0.853088987372979,0.15393026519662506,0.10056880067772,0.17118206055891894,0.20864107118742664,0.27373586950543005,0.0692848342039925,0.08034129919981581,0.13203614327850233,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.3781660199491516,0.11742378400976977,0.4468474461780947,0.2575350327734322,0.42916978187751975,0.3122133042577883,0.21460801587237344,0.25416525026105957,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.4731279197285571,0.21376783690713258,0.3755963011672714,0.4825095827230515,0.44857610247906265,0.391381786952572,0.18512612546981705,0.3937736505810485,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.30153746386339303,0.045284015270702915,0.30262776785577217,0.4780947780651729,0.7374035133466839,0.4388800122972752,0.485055343750028,0.21839447795190803,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.6975353214842092,0.2337473732850715,0.40884997415729774,0.314015966011198,0.42985631662901236,0.33430400334546995,0.36160105192248365,0.4572767965281609,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.5350082685329134,0.05032290715456639,0.223291183288727,0.14615989903082044,0.39295660163260815,0.24413194174261366,0.11210673199810409,0.21691870205000535,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.4504364265420007,0.20139064614436758,0.6827519151745278,0.4295851641787944,0.578031702830275,0.12886885595718486,0.12249914333433165,0.37686634762766474,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.4583464257619693,0.22733323798312305,0.38077917027014585,0.240066689519773,0.3784925163637697,0.15752924063848445,0.08768119265848767,0.2624275597587462,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.030532712814025142,0.372588954073257,0.3234637643350814,0.02983728119877216,0.14640274700250244,0.11938670572470306,0.22810269907979897,0.44325996181925204,0.1706235176985778,0.26230339102768957,0,0,1,1,1,0
10,0.32707560566057087,0.3204028539783118,0.19532803180914515,0.6455731816891255,0.5240044122904869,0.12974596503581132,0.495439914437627,0.2249511774543717,0.29878318336181997,0.29365950391760826,0.20219558239324953,0.46452743620068093,0,1,1,0,0,0
11,0.3585586169288001,0.2053967402585793,0.16505512380263876,0.5996215282118751,0.5362368680517804,0.11340807322896151,0.37569864850342616,0.3754661514329936,0.34365851720716845,0.3886454522757359,0.18016061244625042,0.39249125221111936,0,0,1,0,0,0
12,0.553228479949895,0.4665427255826216,0.26301283209831916,0.6043988815967041,0.37340582344541656,0.14815222294346098,0.34739346921647996,0.17511712217062952,0.2922132291375942,0.11528981899232041,0.04126295453870915,0.099577215648517,1,0,0,0,0,0
13,0.11762800265642971,0.03858234430469506,0.19580245797939644,0.5707035588639771,0.603206470289929,0.16977104947575722,0.3928827662438016,0.31177740035526186,0.31885770395888124,0.26229429155330913,0.16401302671447804,0.283605452839291,0,0,1,0,1,0
14,0.2493534401304458,0.11570612326531726,0.1503930959696368,0.6045707548988566,0.5354939333011027,0.11611455227575285,0.39425422054827475,0.1652227658491487,0.34392335257124573,0.3431374187083756,0.23177100899476466,0.5239900095060323,0,0,0,0,1,0
15,0.384383216979553,0.685300254094374,0.29967919754202055,0.5524991733490057,0.46154214806198307,0.24577250173280668,0.2567618326314012,0.1717436920232271,0.1892859834864964,0.20254796104398903,0.007940683659675735,0.08977602810691539,1,0,0,0,0,1
16,0.14232955925943924,0.05432498321946814,0.0713333634556299,0.6735421206431402,0.5355581004050749,0.05306239204339169,0.2191635152216076,0.26958744948944074,0.30911787414616065,0.20553062312718373,0.21334797534601646,0.2715183393144664,0,0,1,1,1,0
17,0.3433219409214356,0.32139377658180185,0.26488794505693125,0.6389889970707929,0.5893578055973366,0.27251823572772377,0.37783463740897494,0.3478138926111752,0.45289699330373967,0.2455134756844775,0.17975948605456218,0.17267595828744853,0,1,1,0,0,0
18,0.3338084670996863,0.2322410457112294,0.2701066329296946,0.6986583600412681,0.49793732839059485,0.1563816795572816,0.6116215400203672,0.45130210767968254,0.6687011455148095,0.20113157845742713,0.32008716854233726,0.3867713483706416,0,0,0,0,1,1
19,0.10942114669215112,0.00916982201272442,0.1263893909271644,0.5446590867930965,0.5058593589425582,0.09516684453148205,0.18045063532108918,0.15778122305670678,0.26577247382713576,0.11642168387696425,0.2906790278351137,0.273798158638785,0,0,1,1,1,0
20,0.4353953058943583,0.277947729590252,0.14585215976866084,0.8658458655181962,0.3863719899361919,0.06268909596998673,0.4727095945510279,0.29032015124601357,0.40148633755100627,0.23504121926337607,0.23423083115007254,0.28297443141916717,1,0,0,0,0,1
