,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,BH_HighPeakAmp,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.6026286917415518,0.46740414790778545,0.5297333315420018,0.1358240288331135,0.15751488013378373,0.4594759515170231,0.43005327178846864,0.4161983615565211,0.5819163211154492,0.309345362377554,0.3889293971515566,0.2613899879107593,0.02755864986010126,0.5713540485187081,0.5246449355041527,0.35479816207253545,0.24024365559548128,0.17325195289171308,0.13163165962634835,0.24565315641440805,0.2582031178274361,0.47005092223213024,0.6136395062838025,0.45831376607260116,0.4347157517853729,0.6630820082680392,0.273670615951024,0.19702610433538126,0.19624448220411178,0.008472739978717466,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.853088987372979,0.3327572888959274,0.15393026519662506,0.3676593531127501,0.10056880067772,0.319751717748784,0.17118206055891894,0.19135727309056394,0.39056872181361424,0.20864107118742664,0.34132771021650943,0.18179058138256943,0.028513142996172663,0.011350872701583373,0.192754014303063,0.15425845648739725,0.12867071623682574,0.07369747497670863,0.06270139079724613,0.07567233140705834,0.20778171535594278,0.3007345003989299,0.44400018321634577,0.29467338434633306,0.2104294188091435,0.15551371408052594,0.07146215078413456,0.09352608699763891,0.08564940300751193,0.15676355740498302,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.7911424375162845,0.4712781464016883,0.3781660199491516,0.4695598863024133,0.11742378400976977,0.27048498417355055,0.4468474461780947,0.2727846046256056,0.6260500216915361,0.2575350327734322,0.4868936432154358,0.2504368611935377,0.17347444859305838,0.13416466287729034,0.35130857810557625,0.5509843388451909,0.241480170667137,0.10273225675449703,0.18289749831591695,0.13148779513911746,0.5399643781788803,0.29185830947575914,0.3161510394070704,0.3456860299320653,0.21827226039706898,0.5299325114399095,0.153845138048881,0.19808213046178286,0.10806680120446253,0.0,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.43898731455852125,0.47286197234081745,0.4731279197285571,0.266415243898663,0.21376783690713258,0.5186048019763763,0.3755963011672714,0.5164140941105947,0.7681184862334411,0.4825095827230515,0.515022662235592,0.305121441916694,0.09521536921104592,0.23401259632771843,0.352152636822205,0.33350587963554923,0.49152175525017894,0.16102876185470966,0.2523052279936349,0.2038464069925099,0.4400580231725455,0.6089665368188859,0.4789100269466306,0.3785494656809726,0.40744202030757676,0.46122860483744743,0.35579213699773404,0.23579329628310325,0.22019479129179065,0.11716851546387075,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.1260260812770264,0.539992210957018,0.30153746386339303,0.178553514035707,0.045284015270702915,0.30923307341928513,0.30262776785577217,0.275625655627154,0.3999899109133649,0.4780947780651729,0.6444282411393774,0.41872595889658193,0.34099735174943624,0.5354545955370047,0.3675717808777636,0.5260582725296663,0.48521492716184733,0.3353115071307422,0.38590833886588044,0.5230323693182566,0.5038284276821946,0.4227659923968649,0.6863839575076356,0.4748448254246184,0.3667830322498067,0.5426798390586589,0.7838413877253496,0.715683091287942,0.5733587831466356,0.0817034875674155,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.6846461407958984,0.571374620647751,0.6975353214842092,0.3355317343836117,0.2337473732850715,0.4465516868679071,0.40884997415729774,0.5063392901743343,0.5679631142992623,0.314015966011198,0.4006580658871981,0.26692905813825685,0.06613140188839917,0.2213248018354927,0.34572027779292996,0.3519284627155626,0.38129655719733946,0.2497390172236688,0.24895813827557997,0.23364092303236927,0.5203723765630451,0.3487351574599896,0.6019032894247873,0.3598435185795125,0.5235995364079329,0.3399885831085249,0.2401738882403588,0.14145075923550016,0.1777106101122009,0.03055677195243422,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.7102249074910352,0.5537212880039042,0.5350082685329134,0.18478334912466482,0.05032290715456639,0.3358993283409249,0.223291183288727,0.17368187721664408,0.25055237749326553,0.14615989903082044,0.24012076754811829,0.25081464996153413,0.08699924202015666,0.13039038245911944,0.18472756138804594,0.2231467083527534,0.14272029307611686,0.07270789039917824,0.13664459322200143,0.18975958859329273,0.2813756633187051,0.21184352560191488,0.4038092579565156,0.19782447476513976,0.23478728944170818,0.28214453416320634,0.12142596808527498,0.12902747874550402,0.14121457563651107,0.2032215357458076,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.7170481957976917,0.5132720767657049,0.4504364265420007,0.1883255615211697,0.20139064614436758,0.45487593607658455,0.6827519151745278,0.5894556421399669,1.0,0.4295851641787944,0.453096317249314,0.26288465765468727,0.10168159231913759,0.09518790791426592,0.25422172905715196,0.3608149409974139,0.22423709825785654,0.11396825207233462,0.06475876878330167,0.13611875331832685,0.4931969666366758,0.3107488149434458,0.38899033965890656,0.2883771533726166,0.317930527818154,0.4234101518262423,0.19407131953284706,0.1369650124358897,0.11077729743026736,0.033895497768510474,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.5347055311422504,0.5867833514862204,0.4583464257619693,0.49750125401750056,0.22733323798312305,0.4573488767080986,0.38077917027014585,0.4781707377990908,0.4234995005902116,0.240066689519773,0.3769021072031834,0.2482443125618199,0.07315909154712108,0.11198133721344732,0.2417539195617785,0.14354477473427182,0.17726355406897634,0.04831047992164546,0.08002373523539466,0.11551419256607036,0.20583536842878383,0.08648566198901769,0.4363377213071968,0.12565156322049137,0.20377010462382233,0.17376692968483853,0.09429950823222427,0.06966304885775802,0.09946154511951237,0.6557845154820222,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.372588954073257,0.5749349566431486,0.3234637643350814,0.01992184839083236,0.02983728119877216,0.1344306338300008,0.14640274700250244,0.029529759228732688,0.2467124711199894,0.11938670572470306,0.15344733457667237,0.13066545774260896,0.03988284064643516,0.33257991392887465,0.24501603424466795,0.4331059984243979,0.23822955892284914,0.24774312606005588,0.2327147418671556,0.2348589957920325,0.35601623179890196,0.26977049795841745,0.612597031203818,0.6365483139573184,0.35951003718906094,0.5619136183259523,0.3361584009888177,0.4654774026170534,0.18684429907478695,0.0,0.07265829345242146,0,0,1,1,1,0
