,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,BH_LowPeakAmp,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.2292269112597145,0.5128608253427279,0.5928313370930776,0.2456306769286976,0.15751488013378373,0.30128534205231683,0.5832736775134382,0.309345362377554,0.4552071725565372,0.5713540485187081,0.24674511271627048,0.5246449355041527,0.35479816207253545,0.12868852459016394,0.20486316283662914,0.24565315641440805,0.14460729523229277,0.45831376607260116,0.4347157517853729,0.4489412071236212,0.6630820082680392,0.28641072750495755,0.19702610433538126,0.031926147286293116,0,1,1,0,0,0
1,0.16719004156876938,0.26057713749388434,0.2680428419720624,0.5390779578352896,0.10056880067772,0.13350195768205975,0.34901167294514557,0.20864107118742664,0.27373586950543005,0.011350872701583373,0.0692848342039925,0.192754014303063,0.15425845648739725,0.05970419154110996,0.08034129919981581,0.07567233140705834,0.041256200283007124,0.29467338434633306,0.2104294188091435,0.13203614327850233,0.15551371408052594,0.06749183968578476,0.09352608699763891,0.1845635967477681,1,0,0,0,0,1
2,0.15224561720585583,0.22827642557836897,0.2799486130612836,0.43564258376049003,0.11742378400976977,0.23307529507912667,0.44835923581131765,0.2575350327734322,0.42916978187751975,0.13416466287729034,0.3122133042577883,0.35130857810557625,0.5509843388451909,0.32488076060519916,0.21460801587237344,0.13148779513911746,0.09250718075686669,0.3456860299320653,0.21827226039706898,0.25416525026105957,0.5299325114399095,0.3146870313333052,0.19808213046178286,0.10107642444666454,0,1,0,0,0,1
3,0.2543263148382433,0.48034618930495887,0.37647136341847987,0.5814363468695597,0.21376783690713258,0.37169695393556024,0.521326758076766,0.4825095827230515,0.44857610247906265,0.23401259632771843,0.391381786952572,0.352152636822205,0.33350587963554923,0.18949903660886322,0.18512612546981705,0.2038464069925099,0.11236272662108296,0.3785494656809726,0.40744202030757676,0.3937736505810485,0.46122860483744743,0.2989148987584048,0.23579329628310325,0.026907170511963157,0,0,1,0,0,0
4,0.10004744261702525,0.45695016258566123,0.3619904655188092,0.15000847343852133,0.045284015270702915,0.22723203555688398,0.18833824328386095,0.4780947780651729,0.7374035133466839,0.5354545955370047,0.4388800122972752,0.3675717808777636,0.5260582725296663,0.4246241195236741,0.485055343750028,0.5230323693182566,0.3402285116449043,0.4748448254246184,0.3667830322498067,0.21839447795190803,0.5426798390586589,0.8278260002378095,0.715683091287942,0.018334310270729477,0,0,0,1,0,0
5,0.2918624615940719,0.5447459203812859,0.39285461072159034,0.3632265973532059,0.2337473732850715,0.27571765249959335,0.4432438480232038,0.314015966011198,0.42985631662901236,0.2213248018354927,0.33430400334546995,0.34572027779292996,0.3519284627155626,0.34710192994093303,0.36160105192248365,0.23364092303236927,0.17289111545688532,0.3598435185795125,0.5235995364079329,0.4572767965281609,0.3399885831085249,0.445213702423738,0.14145075923550016,0.13680293118753256,0,1,1,0,0,0
6,0.08123983372492327,0.33287500374429624,0.4294535475329183,0.22731264347072044,0.05032290715456639,0.15797695498287379,0.1618880379572204,0.14615989903082044,0.39295660163260815,0.13039038245911944,0.24413194174261366,0.18472756138804594,0.2231467083527534,0.10515335291702202,0.11210673199810409,0.18975958859329273,0.08297131582548156,0.19782447476513976,0.23478728944170818,0.21691870205000535,0.28214453416320634,0.121324981876623,0.12902747874550402,0.10503255172085905,1,1,0,0,0,0
7,0.30471715163564084,0.3744972658317164,0.5805718376764596,0.2470964717482354,0.20139064614436758,0.30727297492654837,0.6252919184458325,0.4295851641787944,0.578031702830275,0.09518790791426592,0.12886885595718486,0.25422172905715196,0.3608149409974139,0.1305173884203544,0.12249914333433165,0.13611875331832685,0.06975117783557544,0.2883771533726166,0.317930527818154,0.37686634762766474,0.4234101518262423,0.29483378274194233,0.1369650124358897,0.023697978083655452,0,0,0,0,0,1
8,0.29717151635640704,0.19699923782770914,0.5068302705135457,0.6832320555681496,0.22733323798312305,0.35644758298562623,0.36232969646170676,0.240066689519773,0.3784925163637697,0.11198133721344732,0.15752924063848445,0.2417539195617785,0.14354477473427182,0.04187908651568275,0.08768119265848767,0.11551419256607036,0.06297556149548938,0.12565156322049137,0.20377010462382233,0.2624275597587462,0.17376692968483853,0.20684430772535317,0.06966304885775802,0.48849163576854526,1,1,0,0,0,0
9,0.030532712814025142,0.9296861946967454,0.24603770327819074,0.004051844238391937,0.02983728119877216,0.12014731230213939,0.05248985218947133,0.11938670572470306,0.22810269907979897,0.33257991392887465,0.44325996181925204,0.24501603424466795,0.4331059984243979,0.25704775893110965,0.1706235176985778,0.2348589957920325,0.14333922509202238,0.6365483139573184,0.35951003718906094,0.26230339102768957,0.5619136183259523,0.42740101184060636,0.4654774026170534,0.016166697841083044,0,0,1,1,1,0
