,Att1,Att2,Att5,Att7,Att9,Att11,Att14,Att15,Att16,Att17,Att18,Att19,Att21,Att22,Att23,Att24,Att26,Att27,Att29,Att30,Att31,Att32,Att33,Att34,Att38,Att40,Att43,Att45,Att46,Att47,Att48,Att49,Att50,Att51,Att54,Att56,Att58,Att60,Att63,Att64,Att65,Att66,Att67,Att68,Att71,Att72,Att73,Att76,Att77,Att80,Att81,Att82,Att84,Att85,Att86,Att87,Att88,Att89,Att90,Att91,Att94,Att96,Att97,Att98,Att100,Att102,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.4210303135005127,0.2775782013460367,0.6311389031752218,0.771077966243079,0.55302673374166,0.3451703750190419,0.4534048441050045,0.744253852853194,0.543565749435592,0.7401755517048606,0.34765270754138433,0.08830300493479026,0.4882604432841327,0.3222251795927026,0.6261409498243746,0.643045030283524,0.69425995835064,0.7749131429539869,0.5464024367278156,0.7774714684367421,0.6585375669041008,0.38537553886997655,0.6956348480753024,0.49690517112745713,0.6010944505065614,0.4960961041672912,0.7392550585327392,0.5572007141923965,0.42437141684430735,0.4908178125064297,0.4499102425775728,0.42125524254908514,0.49604140736893243,0.5501908138469506,0.5132312355842212,0.6043994483046413,0.3689468990474346,0.2849430371949334,0.6184097200488138,0.4130812093601535,0.5355303692270406,0.34841853363026,0.5798419623831549,0.49839004155904937,0.5312225813752991,0.28213249076689284,0.866499488256769,0.7982461511911754,0.6572648571831563,0.44618303958867933,0.31498922538864815,0.2424010508563255,0.1593587358473338,0.2660939179320418,0.318556215989317,0.32733439523254804,0.2379759505771385,0.3033989399056713,0.2961559114785671,0.24093010079903734,0.4334571002831732,0.32079313573901874,0.34522199794887876,0.2802405639621501,0.2739701989948456,0.250671106047613,0.903512860714437,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.2997359263555369,0.44583646960743356,0.5322035355339391,0.4310077473191237,0.36625656691541153,0.10029542693684318,0.34331464395601224,0.40007059281738366,0.377369422722464,0.6051800176065765,0.2946138620871323,0.40261912892139584,0.5629683638775226,0.5631705593618566,0.5642348979032691,0.47683237264827216,0.4140992581650749,0.4982082249943136,0.5237786290611623,0.3303978830355647,0.5497427994498536,0.4922721411722664,0.7381793283831267,0.7218453469800548,0.5303025473151634,0.5800228868671352,0.568923447443146,0.6566109287443608,0.43503553128587885,0.5782217670309975,0.32322205893295636,0.45117767138032144,0.47227165115663705,0.4745998486236705,0.5539578026398729,0.4616843277708654,0.5396527407925706,0.5139623378344138,0.4244308904626388,0.8214920977761242,0.5584557393151218,0.7633074175097317,0.5624196953238103,0.6603739822850497,0.4307645552365281,0.5169938776645238,0.5355063840303877,0.5187604205228981,0.38481641256011134,0.34897873498243165,0.27281651557039716,0.18285623639814544,0.239963305788897,0.47335707921110404,0.8378165189039477,0.21617573639540694,0.15435376113166277,0.28146202420752897,0.26213239816045336,0.27436258285675674,0.43487954331498746,0.2342252420324678,0.5512274066380555,0.36026490239166853,0.23175880581660752,0.1278159341427228,0.6354032947557599,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9884195742064891,0.8045495451559057,0.5613367857677491,0.46724184416284714,0.4167439244950378,0.32779369851349077,0.5505902940429932,0.5132003159096196,0.49302124573285777,0.6377232683118034,0.3726358664246959,0.3358493787451533,0.5159547121634613,0.34676489940511823,0.3877982631395861,0.44546624923193956,0.43875715361072165,0.60142204719493,0.4149022380815264,0.42314408535433495,0.5813383424116961,0.4149122140305541,0.5914817626762914,0.45634357021669325,0.48202575514224183,0.5129077175467015,0.6600724462925476,0.5559648835788713,0.4948599271027012,0.4793426500206894,0.32124553538209694,0.36120550792413614,0.49051687809494743,0.608290642552683,0.41276166778018847,0.5339002683301396,0.5729495791625734,0.45542930731090464,0.5591587635469056,0.3841733180265086,0.46356904590304043,0.5493399236169362,0.6160299552577594,0.5963974291790343,0.4536518747027662,0.4826378502530556,0.4072294140875794,0.532133482897121,0.38959471579009,0.34169219438280785,0.20037420973364825,0.493430756471839,0.41311661112125636,0.2245799689512314,0.3409330419928501,0.3048958308568893,0.15237303350554365,0.18449800787164913,0.5395658525902749,0.14321338026979366,0.5181187674164713,0.22979836475339427,0.3547949858577149,0.27859145256291235,0.27933218315669905,0.1425662916373646,0.2876492772624961,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.5499529962374554,0.4389654988378149,0.609990025092894,0.5878101497179475,0.5688582559488529,0.3636628773724319,0.3943682171902375,0.5513515414117481,0.3762324270086924,0.7265325967986873,0.35195278864945173,0.40996899233345085,0.605195410822371,0.5491841485542737,0.8298018402962699,0.7470638148462416,0.5859064122719598,0.639372666901556,0.5459395362004007,0.5005644112231059,0.55760440117131,0.47128138046720514,0.882218609384192,0.7514838599147815,0.5495179595323043,0.5183410225901856,0.6867221584805279,0.6836614954021216,0.5058408629648053,0.6173326505464962,0.3334581256045837,0.27535315295252943,0.48949625421234855,0.3639150699119627,0.457133346396557,0.41284793551485177,0.3733013052285673,0.3453612680820004,0.46874294905854014,0.43441358374814526,0.5499639638490437,0.6320633274683606,0.4847046277338343,0.5324031788199275,0.6610428550719846,0.626778040161198,0.674183427040996,0.4680516162074446,0.33638003943996314,0.794833393536523,0.8114296182249651,0.1569827955672565,0.21159947954711467,0.21669261719072946,0.2518569151303867,0.23304065066421537,0.2631415187520357,0.29978362224061383,0.1730319820725199,0.13968404953018057,0.3489232087458637,0.2464387774607945,0.690824498487788,0.4937306346924466,0.21750929607046793,0.16118396411525246,0.4832183816363106,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.4635120672905416,0.44139660969536576,0.47256604114760337,0.4691902182089557,0.2993107588491877,0.19916124269407492,0.4266698171027407,0.3966275025288998,0.5030060857900075,0.7337658582349299,0.3633985009063488,0.5173653947832217,0.5858750723867662,0.45702002440055833,0.5437355120536635,0.4986043245457471,0.32503228605086665,0.5416345180381681,0.8417876465092318,0.4196716124959876,0.4725932869827878,0.39482418137766706,0.5091057430874659,0.4077658098780305,0.4134440044301133,0.3317779084876784,0.5277674248274304,0.4466068210787978,0.3699206906139526,0.41444437078068597,0.2808907377781085,0.4427910774598226,0.4909144873990051,0.5597179619965741,0.45480557437656555,0.5564037931357192,0.6441631746557317,0.569263098190812,0.6628709856639955,0.5704382410461881,0.34208065719734415,0.59110264255977,0.5046251521692937,0.6608547576606985,0.6672787245459793,0.6482776140177884,0.47318116247646125,0.6281553830438087,0.5050524136352628,0.4584011596541679,0.45809368388227223,0.5330243288824077,0.39387640385317746,0.20626303267469526,0.23657422143990345,0.35495434097530953,0.1864810043454198,0.23488738812529114,0.20674800430787507,0.16819028238544292,0.3708536349338479,0.2688296541494564,0.41555945312142767,0.33300168305985245,0.34804943259143367,0.1776784706049402,0.7617122360618471,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4200408786899075,0.4131885463576585,0.5177540007084703,0.4241080006971247,0.4374110268451956,0.39781469999648456,0.43682894163920355,0.6231249628102973,0.4452701523628788,0.7259007306086691,0.3543714541250063,0.4069632314064152,0.648791833817186,0.45199264470436284,0.4765160587244759,0.5238186499692775,0.6257738374540872,0.791266574197548,0.4984381663307296,0.7781011517060576,0.8100112917314699,0.7314190698300819,0.5950215047779561,0.28113480742979985,0.5069381950148965,0.4696562938367755,0.6721923001657284,0.6542016475387551,0.5464110280334942,0.5934152982353466,0.36839724867921725,0.3913714137252719,0.37525358093379385,0.3226690037047365,0.6312747738921246,0.5595151340346635,0.43796923490209616,0.561203924750054,0.6131171165925484,0.29336240419999904,0.9177865511809015,0.8723555715856901,0.9044704508580065,0.8922601063604911,0.29317869123036344,0.12635189675153968,0.5979887550804955,0.6341759749712609,0.5506532077570583,0.41302007346352865,0.29536139346978846,0.2886028286291557,0.36354090577063547,0.45803478748128346,0.5372835078543992,0.2686327651380073,0.24949621199081662,0.13743192789877112,0.5067243049951552,0.4183673336789895,0.2397399015000479,0.3528265956236949,0.30713581166264936,0.2336058349556777,0.4845315530599341,0.33531711647449347,0.5890379203505632,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.502291854102116,0.4114613718384976,0.7271203347300179,0.6288660254510083,0.5874875247605008,0.5881027184746648,0.5186632383318648,0.7759922212665595,0.5591401367666786,0.7472867237416759,0.22149270079452585,0.11691900555163906,0.5537105026269469,0.47567848008571273,0.6309125443681332,0.5186675249436755,0.5789246866729136,0.5915511174342941,0.39629752475788843,0.5145787034975065,0.5998584390897492,0.5389566490521356,0.7018428123956559,0.5900111634898616,0.5314362312976881,0.6764681863243216,0.6589218478108179,0.5769916587318495,0.41119448295689903,0.45191267948873287,0.38726723528536355,0.39509631444159893,0.6189208827486563,0.568865872604868,0.32935731300506865,0.5636666569501187,0.6425747847395868,0.45859067906730233,0.6664446757355421,0.33054346790331285,0.739423549146294,0.44817922850495395,0.6344709870499712,0.5861153251329506,0.316107973113535,0.4230409052578732,0.710826122813003,0.487340891314816,0.4670628404757279,0.4580164847279363,0.35791287178002734,0.11536181628938624,0.5103091901022644,0.1464309991640716,0.1695616830619665,0.5084899106366905,0.5178212525719007,0.6788264604786521,0.6476752174186948,0.5298362291777933,0.3243855966838474,0.36717190415006135,0.43461887684780554,0.3334769614045259,0.17631189789860582,0.11145112078343594,0.22292569725038197,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.296544382096839,0.3711584859755637,0.2647589348044221,0.24549512980967603,0.23714227092420628,0.2104353804028691,0.3379348272453564,0.3264498574620124,0.3780319885700575,0.6531986351690295,0.2955800788591145,0.44708869404300317,0.5881369796514351,0.47719844841632814,0.47423492868774997,0.37888784855312047,0.5438728801425549,0.573827374129757,0.4629454810095362,0.5032705134683106,0.6582120715000959,0.6192154399832522,0.7883130873070133,0.6878022293820841,0.5242017418028599,0.5264589344064868,0.6033512703273074,0.6728332652645679,0.472109311901704,0.5186638562672745,0.39040176910484414,0.4056875626322236,0.5343463037035067,0.7173325897303111,0.38271900769864564,0.8582115312921422,0.48533043039587925,0.4482476469863526,0.5807731592342162,0.3273161025678257,0.42616415901828597,0.5826172173927487,0.6321881994078058,0.6598961564515828,0.34348145642648054,0.43654521704754023,0.5989021025796696,0.2885569785145866,0.3710762958369815,0.3503403434865622,0.30546897177625165,0.5192387970812021,0.3335734911431702,0.2833131240756561,0.11197163361609255,0.1305832256905647,0.15554140329785854,0.29364555927027,0.579017708486454,0.4983477378367386,0.6016774305079267,0.18821185130338206,0.3781934455571015,0.4898435368020818,0.12235316495033166,0.03720292167317554,0.47814837617745515,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6156438393660437,0.5601962188036579,0.778998744614217,0.5955976875719655,0.6302769629821016,0.6595338009298982,0.6263699753811993,0.7461173950438974,0.7747385182519169,0.7408009921370142,0.5184502632628348,0.43423813667606626,0.5835290722453372,0.4323978885275493,0.42725319312028426,0.41153992451063576,0.4497535486303768,0.6036419750333379,0.3328327689834777,0.4833325910237881,0.6022884102331021,0.5369058429306527,0.6932985387881003,0.500703244596484,0.5379702397737537,0.502490781678515,0.6320001169274392,0.764947371270587,0.6109357297012044,0.6795218815654412,0.3455788656150012,0.3503292135248488,0.39767930569575327,0.35617894275584594,0.48238707590755964,0.5085600229515088,0.46217929595436935,0.46308052432280394,0.500738756705218,0.2979873491816445,0.37855817127695535,0.513130934428972,0.23032225137076484,0.6337700949850901,0.36538075171219375,0.40305951427167064,0.5924294237583176,0.5170694775751739,0.29796466370911295,0.42858650729240455,0.29702268331872017,0.22729777416607763,0.1455541796018992,0.24600293034236317,0.28932747777852463,0.30937720403521707,0.2265099738109676,0.30106992320655035,0.26632027671197533,0.21696937564891733,0.41112549630484246,0.4278850923486042,0.33207914453872633,0.29850613748862403,0.27744617923466813,0.22469893864061474,0.7872716441125371,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.5532993500243433,0.3835339628579263,0.6552180028546316,0.6077348066298343,0.5845757911961539,0.4350002148322811,0.46452870370561444,0.570769975603555,0.6975823163083903,0.6138140942573002,0.35979705283060903,0.24472511676066266,0.49127536403615235,0.5921094052938133,0.6368431746188112,0.5016941217778037,0.44803115338106897,0.5355801693879645,0.37122313870856827,0.285529110564703,0.5392145026548589,0.3545094399752517,0.8421972636064425,0.6555206773254045,0.5565546469191505,0.4708347504101339,0.38685768063056364,0.6850444487077332,0.48414285146844366,0.5723407319688265,0.3886135966217725,0.5008588501651635,0.6803725207169847,0.56325857467235,0.31489136670436113,0.3698967028684783,0.6649981023660294,0.32969969292852275,0.5840205347676617,0.4635857900635717,0.45946921619777154,0.48704465882112863,0.43637784454802,0.5813616463164643,0.3989519568473763,0.5857224671523851,0.7213108148402853,0.3387257944648409,0.35264702829724215,0.36712061435400417,0.24271752339160435,0.31325036317995364,0.049594252191380556,0.5113263703254609,0.3689608250194347,0.24528419011694103,0.14800775343648298,0.36800030768660985,0.5532724550988022,0.4262810392033797,0.3311586427976842,0.22969915624372386,0.4970425313710505,0.17207426354706495,0.22321954800201455,0.1266397516152944,0.6699461343077847,0,0,1,1,0,0,0,0,0,0,0,1,1,0
