,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_8,BH_LowPeakAmp,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.30128534205231683,0.5832736775134382,0.2613899879107593,0.3264036946410648,0.13163165962634835,0.6136395062838025,0.273670615951024,0.031926147286293116,0,1,1,0,0,0
1,0.35524878369553525,0.13350195768205975,0.34901167294514557,0.18179058138256943,0.2362473240311298,0.06270139079724613,0.44400018321634577,0.07146215078413456,0.1845635967477681,1,0,0,0,0,1
2,0.3564912248803393,0.23307529507912667,0.44835923581131765,0.2504368611935377,0.1498159895563413,0.18289749831591695,0.3161510394070704,0.153845138048881,0.10107642444666454,0,1,0,0,0,1
3,0.24393514457015325,0.37169695393556024,0.521326758076766,0.305121441916694,0.17306603165023365,0.2523052279936349,0.4789100269466306,0.35579213699773404,0.026907170511963157,0,0,1,0,0,0
4,0.1554475742851039,0.22723203555688398,0.18833824328386095,0.41872595889658193,0.5142681894815562,0.38590833886588044,0.6863839575076356,0.7838413877253496,0.018334310270729477,0,0,0,1,0,0
5,0.10964846490330929,0.27571765249959335,0.4432438480232038,0.26692905813825685,0.21439312269622496,0.24895813827557997,0.6019032894247873,0.2401738882403588,0.13680293118753256,0,1,1,0,0,0
6,0.16528861757205782,0.15797695498287379,0.1618880379572204,0.25081464996153413,0.08870185351617026,0.13664459322200143,0.4038092579565156,0.12142596808527498,0.10503255172085905,1,1,0,0,0,0
7,0.08151474792838084,0.30727297492654837,0.6252919184458325,0.26288465765468727,0.1467039571174394,0.06475876878330167,0.38899033965890656,0.19407131953284706,0.023697978083655452,0,0,0,0,0,1
8,0.3996599953635731,0.35644758298562623,0.36232969646170676,0.2482443125618199,0.07699282690918581,0.08002373523539466,0.4363377213071968,0.09429950823222427,0.48849163576854526,1,1,0,0,0,0
9,0.028333719702238365,0.12014731230213939,0.05248985218947133,0.13066545774260896,0.36718301841270673,0.2327147418671556,0.612597031203818,0.3361584009888177,0.016166697841083044,0,0,1,1,1,0
10,0.3204028539783118,0.3045930583703742,0.5600605312986828,0.18250906693043178,0.23867346291692088,0.1667084140923096,0.5743398161959792,0.19087826238531147,0.050364302770102336,0,1,1,0,0,0
11,0.2053967402585793,0.23333881505883936,0.5217648135277592,0.26040636333663025,0.20548780443359843,0.16371962266812254,0.5235752768554545,0.2366718255624165,0.20303365648378857,0,0,1,0,0,0
12,0.4665427255826216,0.2307864295227104,0.30475005712736136,0.1803618529508737,0.20424539682331422,0.020148199307884418,0.42059170237368876,0.06335669802500571,0.738662886534091,1,0,0,0,0,0
13,0.03858234430469506,0.2965195504906635,0.24490144226438648,0.31385866578744903,0.3599818650036116,0.14392080472824045,0.45525437688293685,0.30115097957394216,0.011122072550269528,0,0,1,0,1,0
14,0.11570612326531726,0.20635850249457738,0.38244516484443825,0.2593664138916363,0.23985354969958445,0.12689352947327717,0.5004893691308114,0.233151275374108,0.04613417427103475,0,0,0,0,1,0
15,0.685300254094374,0.4095708720915353,0.251696990786613,0.13202000219804377,0.08272998754312345,0.011431498959556877,0.3654014512117341,0.06419127706439465,0.7474540719522212,1,0,0,0,0,1
16,0.05432498321946814,0.10041714558217545,0.19124059768968416,0.18793273986152315,0.3905099593055929,0.172615472163384,0.47024441233357145,0.16732253310584894,0.15740244336526052,0,0,1,1,1,0
17,0.32139377658180185,0.3782370005880843,0.47752500566532763,0.30484806022639843,0.18013889891124418,0.09958584932502923,0.320589714649184,0.2652059772762087,0.37437950921250923,0,1,1,0,0,0
18,0.2322410457112294,0.3055645446701301,0.5959573739808337,0.3640949554896141,0.25896891466274224,0.32624599852951786,0.38603122283083086,0.1611688332268101,0.05826654814132708,0,0,0,0,1,1
19,0.00916982201272442,0.14461399875793318,0.15559502058007268,0.21253022310143965,0.28368950961890993,0.18525724115177497,0.5261943199475934,0.11274476143188411,0.04601969430721793,0,0,1,1,1,0
20,0.277947729590252,0.16728473366904245,0.43336105156064375,0.27305060995713815,0.13186722675232682,0.07824197132154515,0.4280804544456756,0.16225167311968816,0.16411860124251423,1,0,0,0,0,1
21,0.2093861885995415,0.04740020587360515,0.18089793782077845,0.11809814265303875,0.13934281047252306,0.10433938144095897,0.3952186151264107,0.05381978374895019,0.10743725653458515,0,1,0,0,0,0
22,0.24787913774581777,0.3459049451145912,0.08599824967454,0.3153437190900097,0.2031079506069174,0.2219998394953344,0.3455090821725311,0.11984660648541867,0.010113647950965041,0,1,0,0,0,0
23,0.3703505047796107,0.33969012462737264,0.7769975375973892,0.2681723266292998,0.2239351338585776,0.09124041734455568,0.39950259354836487,0.19336087092020265,0.005378681578672445,0,0,0,0,0,1
24,0.39743572260833865,0.22824228128430063,0.6071420105607395,0.28494065281899106,0.15346959363175894,0.09003176857496983,0.3822024765318875,0.2491033557472388,0.018426895159499367,0,0,0,0,0,1
25,0.3691717008262234,0.24037765950718015,0.5212528006629619,0.2357759094405978,0.1746043720793945,0.1358023490425248,0.37579833065710716,0.1621803641511328,0.14146595659895667,0,0,1,0,0,1
26,0.18744952582686736,0.37516787171467886,0.5718595833163455,0.17497252445323652,0.3374468724055766,0.21639433564443836,0.4436430409765086,0.15585235346006965,0.17346216812539997,0,0,1,0,0,0
27,0.49385976475436794,1.0,0.611609796892082,0.09713017914056488,0.33963611925655257,0.06566586333270913,0.5766658859806655,0.0708837558169631,0.407967805481651,1,1,0,0,0,1
28,0.6129053274968901,0.7024283553676145,0.4713855921476191,0.17274563138806454,0.19522746373182948,0.03830387099964413,0.42966307205414916,0.06691422323404661,0.6016159816531782,0,1,0,0,0,0
29,0.18586162538580073,0.33109715216024604,0.6024049433893925,0.25248241565007135,0.18281614335393925,0.16451241844052691,0.4861010524569141,0.1837764173317769,0.015508594442529494,0,0,1,0,0,0
30,0.21489232428927063,0.21057445443347544,0.11376451769810392,0.6014342235410484,0.12165499335608955,0.5362217688100523,0.5347581717082852,0.611540432185171,0.07588645339195375,0,0,0,0,0,1
31,0.12780931861192046,0.013142608510952516,0.03621258394877597,0.16198345972084838,0.2194316340521002,0.11017672536435774,0.5539889741785946,0.13677060168923025,0.019906376659099313,0,0,1,1,0,0
32,0.2159680965346497,0.22009044552895662,0.40269811816308754,0.20133531157270024,0.09551669068387449,0.055646481178396066,0.36072079211685754,0.13200610616056668,0.18695203664860216,1,0,0,0,0,1
33,0.7516860078395008,0.2574190839948423,0.21824832813577077,0.2382555775359929,0.1406176540691127,0.11954274004161772,0.3175098219517381,0.1392241584221174,0.23011536202255442,0,0,0,0,0,1
34,0.3914810959543387,0.11662564688528655,0.18508506524845436,0.26126222661830967,0.1687750057765211,0.10222120623309328,0.4671280060011997,0.1270646587469694,0.33108543896184817,1,1,0,0,0,0
35,0.03601564263755112,0.2063156979653581,0.19916541903038043,0.484112265084075,0.2868624050882951,0.22723488560800056,0.5280787692009867,0.1996254958614388,0.03090646236267878,0,1,1,0,0,0
36,0.07406464633608639,0.1407062835577948,0.2598503215725243,0.24960572590394536,0.2597007288256788,0.26057851393756043,0.4987933215913551,0.2792564851545292,0.11559348477635432,0,0,1,1,1,0
37,0.17681604749155672,0.20472457565413704,0.5422282610241586,0.26160979228486647,0.21769576211083191,0.20375824106341633,0.4619404771575886,0.21718598963642993,0.03838581999871132,0,1,1,0,0,0
38,0.22391820494521897,0.03897580382051753,0.17364726675206543,0.16822727772282664,0.09258433174214774,0.09812590537196145,0.42238756825241003,0.11808765192771914,0.2040595971431306,1,1,0,0,0,0
39,0.18820862708733907,0.2785708464970745,0.49367237434587996,0.2842510165952301,0.0709313064121936,0.13628791618738187,0.3377655988841088,0.15792031354817584,0.03097214758781958,1,0,0,0,0,1
40,0.5095008871333093,0.2964470328518143,0.2573338731592427,0.271595779756017,0.056285547472070416,0.07595356389261101,0.3821571045594944,0.12526344702271852,0.43511331952483934,0,1,0,0,0,0
41,0.24193360212487747,0.025833048214962864,0.12396021091137344,0.17041707879986812,0.14659863127426775,0.07258782969320102,0.41721883636879037,0.08242524443129778,0.15675872815888064,1,0,0,0,1,0
42,0.05047947623528199,0.10928923005684031,0.2593051226887123,0.2753461918892185,0.31569289462386285,0.16751336930907604,0.44330966500792507,0.3977587855290334,0.11576238964100209,0,0,1,1,1,0
43,0.2802250333716672,0.2960422285067574,0.7321651222525534,0.4236880426420485,0.10248933439169404,0.12178980535972095,0.36178660135407265,0.28211148496965416,0.0743268984750393,0,1,1,0,0,0
44,0.7231462247212461,0.28375857892493267,0.27190822453850105,0.23189636223760846,0.0567965053687024,0.1022884884918965,0.40867680636624953,0.06443689684497433,1.0,1,1,0,0,0,0
45,0.33250301898056184,0.3523440113227541,0.6893504168638076,0.19961534234531264,0.17219536230996701,0.08827999795721334,0.4477664890389958,0.20575014393847357,0.01047522947602583,0,1,1,0,0,0
46,0.014353226028839795,0.11739524584362139,0.2630238531622957,0.20097950324211444,0.2719407580399334,0.16471345458731249,0.5784351768469851,0.3414114950057312,0.05627472188562888,0,0,1,1,1,0
47,0.18139641298138914,0.43442787407407635,0.603874609945755,0.302268106385317,0.363741888270054,0.2260627151715008,0.4801348541442328,0.22125588298990584,0.04364501702498478,0,1,1,0,0,0
48,0.4350074470712479,0.3681760975390191,0.7622999238617909,0.3860424222442025,0.1569806980370032,0.07850299406051675,0.46619442365495883,0.12989060676009023,0.009307909189237882,0,0,0,0,0,1
49,0.1718402220636342,0.3064211500856238,0.6156992626066575,0.30442218925156606,0.15969475185741572,0.07531316648954409,0.3441131378219034,0.18828736986113243,0.09623010597841895,1,0,0,0,0,1
50,0.3121966814698988,0.19322648479497812,0.6457145945474423,0.3379354874161995,0.0924363653327094,0.14506622438714373,0.39372846991881455,0.16018635410449142,0.08874011359164935,0,0,0,0,0,1
51,0.10430748298082854,0.22293812347885794,0.6013866066916289,0.312590669304319,0.21863567681512142,0.18372434053253497,0.3873729368715982,0.1795982399890132,0.02804508884083094,0,0,1,0,1,1
52,0.4161177955456968,0.2818911394036138,0.6088619945176696,0.3268326189691173,0.14502493926452675,0.11681253946752981,0.3901062741227654,0.1524770622817814,0.19556430802492036,0,0,0,0,0,1
53,0.3195937520360126,0.37210006669269263,0.7692718323707808,0.2953978459171337,0.16522126080501015,0.12553572485285044,0.34629704209309126,0.1955529614350534,0.03883435625038707,1,0,0,0,0,1
54,0.3204846732758477,0.3409844100314988,0.11518203479601508,0.16986069897790967,0.20500053574044796,0.018072176840473762,0.46587811619027547,0.0798079411780242,0.18449165578689963,1,0,0,0,0,1
55,0.06434936233978947,0.10890266544244735,0.054841318679651585,0.29529756017144737,0.3799730015970167,0.38705781167290443,0.502475581236572,0.327530015793616,0.057164287506107164,0,0,1,1,1,0
56,0.07292220651493733,0.313397332233458,0.6138190375864852,0.2171241345202769,0.32072484589262007,0.14169886892848543,0.5359652822309529,0.27250326172504324,0.04687485338119388,0,0,1,1,1,0
57,0.23711383943114378,0.2697856949322674,0.5096519165874154,0.35852016705132417,0.1839637941502974,0.1793834188952901,0.556571719692819,0.3715065208090135,0.020689594772206766,0,0,1,0,1,0
58,0.44726518997986336,0.23065705982013862,0.2595525955733644,0.18221233102538736,0.04107489214123429,0.13562482115483915,0.49446073034183674,0.07548714589814967,0.9448819636504219,1,1,0,0,0,0
59,0.6756940624947916,0.5685393917873554,0.5744613672070932,0.17528025057698637,0.3093744373814173,0.13730930951379244,0.377786703332982,0.21447360775841579,0.5248549764064927,0,1,0,0,1,0
60,0.2852493443092406,0.30664738158369703,0.3827040157927525,0.3107621716672161,0.10684705448443911,0.09063487701532655,0.37173192164562857,0.09952883259295256,0.08978607260532,0,0,0,0,1,1
61,0.18228127353251788,0.24019173193009008,0.44762345436116446,0.26924387295307173,0.25532660851513883,0.15825760026069846,0.4522589624769468,0.47905100968217335,0.39697585223451753,0,1,1,0,0,0
62,0.06727667498496193,0.057818033974734465,0.12936479115090072,0.31481344103747644,0.15853762537966504,0.13453614556962537,0.4697461848652928,0.10381265285209468,0.04189591331552117,0,0,1,1,0,0
63,0.1059635661698417,0.15335060910403797,0.08047988879839113,0.09390729750522031,0.618982851203375,0.1741791767083411,0.6179530845163177,0.2335844113312593,0.005253566864118538,0,0,1,1,1,0
64,0.01789418340553129,0.09453784788241142,0.1569679735953069,0.18005275304978563,0.17040555187461776,0.12322543042406467,0.5659652303772702,0.23352894880016062,0.1323319568629487,0,0,1,1,1,0
65,0.21088317871001272,0.36611294864956867,0.5444242273109559,0.2927327178810858,0.3025927650985871,0.2024644761832963,0.43144251760000424,0.253474331412393,0.07743474798455835,1,0,0,0,0,1
66,0.16075976793622943,0.211185411863415,0.5081073444452768,0.2365891856247938,0.21415914625568444,0.20487934183359555,0.47074415220092974,0.20153499157497745,0.19250462768050458,0,0,1,0,0,0
67,0.08857696544346816,0.255599303124613,0.12715934314438482,0.20579459281239687,0.19073052401246998,0.0857370528263007,0.5418260447220729,0.06936249782111487,0.05281029543963121,0,0,1,1,1,0
68,0.3601882449912196,0.3943454775617482,0.7063672592425434,0.20286844708209684,0.23220776816360567,0.16597641554171538,0.44142024644326955,0.26115457143309906,0.08365169815074197,0,1,1,0,0,0
69,0.5656152886933306,0.3381511473526061,0.5481789883194694,0.15003846576546864,0.1931442716225938,0.015714865893488125,0.3820436746285117,0.04482693049224318,0.6053587883390584,1,0,0,0,0,1
70,0.2834144708033898,0.06223101913318328,0.3368892942850832,0.21419798878997687,0.1595646434629096,0.14155863000351002,0.4039473183867975,0.16881738037260258,0.051377731957988976,0,0,0,0,1,0
71,0.2999480295943429,0.17389031096681457,0.2729313020961238,0.24724145510495654,0.2453866187342968,0.16355668611367133,0.37675740773069283,0.120401231796405,0.045227092590518936,1,0,0,0,0,1
72,0.2543958932773326,0.318400166746441,0.6636160813759113,0.2877706341356192,0.1998949657162558,0.08618289911957513,0.5068999967159336,0.16864571063348782,0.11041060772595875,0,0,0,0,0,1
73,0.17933274847687317,0.10964034487212039,0.20295431422988053,0.4123145400593471,0.3117692336287559,0.40751080771946374,0.5101535992505415,0.3243765747397223,0.024833394118232155,1,1,1,0,0,0
74,0.11996678742588915,0.12208138567822234,0.05669689122855592,0.21311682602483784,0.4020524325896381,0.30243537457978986,0.7766054764402794,0.23121536893147476,0.03841584753020426,1,0,1,0,0,0
75,0.19526023839719026,0.2915836440216488,0.7567455324507117,0.4031157270029673,0.18735426584242815,0.14842466291993653,0.6222990713005423,0.19333446019110806,0.04236634464224386,0,0,1,0,1,1
76,0.15866428481600506,0.18385273417975495,0.17457457894053163,0.40207165622595875,0.4682105467249494,0.5572357205565134,0.6065061679955615,0.33377615322448595,0.03272563031229258,0,1,1,0,0,0
77,0.1927677801666992,0.31328252489649694,0.6553954303799989,0.31398367952522244,0.2348718924320648,0.16488125491950853,0.4797662608827918,0.3164771256675312,0.07528214932065838,0,1,1,0,0,0
78,0.5381876419526932,0.554550327388456,0.8887471898553188,0.4235891306737003,0.19727165976764172,0.09730554819233644,0.3309755751869758,0.28570862627233695,0.5859397334931465,0,0,0,0,0,1
79,0.34146071688856366,0.294116760164899,0.6092422114783804,0.3894274096054511,0.13242410525878445,0.24214236439584988,0.40756540909963007,0.21826090631057965,0.09026526196206147,0,0,0,0,0,1
80,0.4074343438016579,0.2527724390609128,0.5108560949916608,0.3148972414551049,0.1235767344323666,0.09779354722606592,0.3548379918105751,0.20514269716929812,0.1740364446652024,0,0,0,0,0,1
81,0.37703544442272696,0.4388109990282931,0.015539590446598472,0.034175458841630924,0.11807974587680299,0.0,0.36993238279771373,0.08879815336182173,0.189452454218962,1,0,0,0,0,0
82,0.19194201133045755,0.17433438957063968,0.185290818566345,0.4065226948016265,0.3998504300137105,0.5176899649726938,0.5079390148837355,0.23377192750783082,0.01914567919461156,0,0,1,0,1,0
83,0.7828091595188419,0.34651237227407966,0.3352830909647746,0.22618282228816344,0.23728345334648265,0.16136393298038518,0.3173231486938923,0.12101924285721835,0.5744660885949805,1,0,0,0,0,0
84,0.8192960207033126,0.5065374724969868,0.539054729434387,0.3501002857456863,0.30331510358013103,0.12159120110180777,0.44964510475308145,0.244447144207863,0.0435893409770083,0,0,1,0,0,0
85,0.2895175843306954,0.2548769215335613,0.21133615446100695,0.09032173865259918,0.6814100980149904,0.2324829017946529,0.7953175260262277,0.19323674049345813,0.012965637869221343,0,0,1,1,0,0
86,0.13076844987280128,0.2587303588255143,0.41283312837015884,0.31861880426420475,0.25813833474375203,0.2573335635521466,0.5890759846582239,0.2832999677789106,0.15686445009267874,0,0,1,0,1,0
87,0.07778742437396874,0.22467170691224014,0.18851175875470894,0.46363611385866565,0.5324720667846023,0.4530657607069987,0.4659757739594263,0.48483231828097856,0.06497332241498924,0,0,1,1,0,0
88,0.2924948976576953,0.2734164309965983,0.4984796062431436,0.2653986701835366,0.2093024950926904,0.08240536507110435,0.5163961344807979,0.17817470169081495,0.11211529571175571,0,0,0,0,0,1
89,0.4996901472898873,0.4034231267428873,0.3986295122318926,0.3107195845697329,0.06537709931899006,0.08342351587901839,0.4451830953537372,0.10138286577539263,0.5646045467938416,0,1,0,0,0,1
90,0.29931771796888135,0.0827379188996853,0.039963552269402236,0.13360259369161442,0.691312185070262,0.14516836371978475,0.7100789299474033,0.279560208539117,0.1655567948863114,0,0,0,0,1,0
91,1.0,0.233462300977326,0.21369899901484934,0.2832165622595889,0.04540710078407617,0.04177336579094348,0.45561389574989936,0.06797329347073958,0.3622846697565831,1,0,0,0,0,1
92,0.43934083949629615,0.28059280889792904,0.4232383675892064,0.2092812396966699,0.20031590463965804,0.11014511080901646,0.4627113685742486,0.18374208338395392,0.12542249675170922,0,0,1,0,1,0
93,0.15134751837525057,0.25809057085355763,0.4613937559082967,0.252585448950434,0.14560587142375025,0.1486419116592048,0.4408451026789341,0.22191086907145163,0.18162590325004238,0,1,1,0,0,0
94,0.20338762195242055,0.04970819372829806,0.1893404610581031,0.1775291240795691,0.16065434682305912,0.16556866884077528,0.42946581200274486,0.08653211280550613,0.07153058460475949,1,0,0,0,0,1
95,0.20741040408126776,0.2645717061179293,0.6444127544300966,0.3596631497966809,0.1254485459566903,0.21619167823840454,0.29458638909966456,0.1576350776739543,0.24396806321796297,0,0,0,0,0,1
96,0.04983098254370135,0.21755291654764264,0.4081387289375449,0.1507198593252005,0.3046653881785772,0.22133917635166403,0.5706411362178962,0.3421483543474702,0.054276639894203005,0,0,1,1,1,0
97,0.5696380708221778,0.25925416270369295,0.35972506805504334,0.17064237828332773,0.5103802445163137,0.10057157494797783,0.4418162789451579,0.09335136305772859,0.9466022909755382,1,0,0,0,0,1
98,0.12092134589714104,0.33486306816393285,0.5277686384534936,0.343499285635784,0.13323318266999917,0.10021489791335828,0.41448269037647506,0.14006137853441586,0.06566520678647235,0,0,0,0,0,1
99,0.36284737216113555,0.2305409286317584,0.6318172379560827,0.32178398725134616,0.16708031660438227,0.12036552911011511,0.37275776033573543,0.18879709693265795,0.6514260262378068,1,1,0,0,0,0
100,0.1059499296202524,0.24083894817945428,0.48106642798017574,0.34098939443894916,0.2685510152463713,0.3087907108330111,0.43108537536016717,0.2448644337275575,0.05259197026273465,0,0,1,0,0,0
101,0.7560315216419616,0.4319011565460187,0.13445078560788726,0.12727909660402237,0.2538396554350686,0.17909483474909796,0.4625998831563684,0.14205010643523827,0.7656857881570164,0,0,0,0,0,1
102,0.43718020397247837,0.28009092211546754,0.7636036603230802,0.4135028574568633,0.12062068628715834,0.10270920526682278,0.3522867906200146,0.2936159985632564,0.09421763579481937,0,0,0,0,0,1
103,0.24735640334489412,0.3789652659632211,0.7407318560181899,0.4043287723925705,0.29788189364932544,0.18768588750568452,0.3208509275759614,0.3416201397655784,0.2525171516634314,0,0,1,0,0,0
104,0.3949735678213793,0.29545605651727647,0.11616623730279207,0.14925678646005047,0.0,0.004360376748224107,0.38076245655093516,0.10410845301795404,0.26575991862538967,1,0,0,0,0,1
105,0.46556998504525055,0.29949917229867384,0.5029407553706832,0.3110987471150676,0.19928633541142315,0.18954141871533037,0.4119870158378433,0.3025956464554161,0.13240952798597214,0,1,1,0,0,0
106,0.48062473579185166,0.38426618768741694,0.352129262388578,0.12057643697109571,0.1386244809331068,0.05406737467058038,0.42163914676493525,0.13719581442765313,0.2616398910751295,1,0,0,0,0,1
107,0.590468657905941,0.17871589648423314,0.38583203512787534,0.1399892845367623,0.08126198582583842,0.018505053059762043,0.40228346334203907,0.044840135856790475,0.840981074522703,1,1,0,0,0,0
108,0.14095798276037097,0.20635136840637414,0.22221168697809068,0.13546680953950985,0.2462503635381611,0.09023928975874851,0.5188263437449767,0.16718519731455705,0.02105305301798587,0,0,0,0,0,1
109,0.46137598846044864,0.29679344063982627,0.3044001816697499,0.25558440487965706,0.279776782102333,0.08761041788767751,0.43415208857991777,0.11761225880401657,0.4324089649697566,1,0,0,0,0,0
