,Att1,Att3,Att7,Att9,Att15,Att17,Att18,Att21,Att23,Att30,Att31,Att33,Att34,Att35,Att37,Att39,Att45,Att49,Att50,Att52,Att58,Att60,Att62,Att65,Att66,Att67,Att68,Att71,Att77,Att78,Att79,Att80,Att83,Att85,Att87,Att88,Att90,Att92,Att93,Att96,Att97,Att98,Att100,Att102,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.4210303135005127,0.2634857228682506,0.771077966243079,0.55302673374166,0.744253852853194,0.7401755517048606,0.34765270754138433,0.4882604432841327,0.6261409498243746,0.7774714684367421,0.6585375669041008,0.6956348480753024,0.49690517112745713,0.5542133223481829,0.7306255676719928,0.7574883149677112,0.5572007141923965,0.42125524254908514,0.49604140736893243,0.5961712318297291,0.3689468990474346,0.2849430371949334,0.40443621534076546,0.5355303692270406,0.34841853363026,0.5798419623831549,0.49839004155904937,0.5312225813752991,0.6572648571831563,0.21548236841982182,0.2581716205834775,0.44618303958867933,0.279674421257493,0.2660939179320418,0.32733439523254804,0.2379759505771385,0.2961559114785671,0.38940416695009183,0.30127581247070084,0.32079313573901874,0.34522199794887876,0.2802405639621501,0.2739701989948456,0.250671106047613,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.2997359263555369,0.34690426263221436,0.4310077473191237,0.36625656691541153,0.40007059281738366,0.6051800176065765,0.2946138620871323,0.5629683638775226,0.5642348979032691,0.3303978830355647,0.5497427994498536,0.7381793283831267,0.7218453469800548,0.6026340286434231,0.41199011111269745,0.6186466266001597,0.6566109287443608,0.45117767138032144,0.47227165115663705,0.5379652208092822,0.5396527407925706,0.5139623378344138,0.38459839597298656,0.5584557393151218,0.7633074175097317,0.5624196953238103,0.6603739822850497,0.4307645552365281,0.38481641256011134,0.4868439307800108,0.3998588461610527,0.34897873498243165,0.3728241076285086,0.47335707921110404,0.21617573639540694,0.15435376113166277,0.26213239816045336,0.3326237701015129,0.2688212792084032,0.2342252420324678,0.5512274066380555,0.36026490239166853,0.23175880581660752,0.1278159341427228,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9884195742064891,0.9141552432282549,0.46724184416284714,0.4167439244950378,0.5132003159096196,0.6377232683118034,0.3726358664246959,0.5159547121634613,0.3877982631395861,0.42314408535433495,0.5813383424116961,0.5914817626762914,0.45634357021669325,0.39224343164686304,0.46090298149293196,0.6947658673494511,0.5559648835788713,0.36120550792413614,0.49051687809494743,0.5320080651618492,0.5729495791625734,0.45542930731090464,0.5150999113812579,0.46356904590304043,0.5493399236169362,0.6160299552577594,0.5963974291790343,0.4536518747027662,0.38959471579009,0.4849997895527762,0.4272401926187784,0.34169219438280785,0.2903874698647688,0.2245799689512314,0.3048958308568893,0.15237303350554365,0.5395658525902749,0.5391366802844122,0.46813544849071714,0.22979836475339427,0.3547949858577149,0.27859145256291235,0.27933218315669905,0.1425662916373646,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.5499529962374554,0.48659081850163766,0.5878101497179475,0.5688582559488529,0.5513515414117481,0.7265325967986873,0.35195278864945173,0.605195410822371,0.8298018402962699,0.5005644112231059,0.55760440117131,0.882218609384192,0.7514838599147815,0.6877551238771874,0.6288460292339406,0.8474372826621157,0.6836614954021216,0.27535315295252943,0.48949625421234855,0.41102627000822534,0.3733013052285673,0.3453612680820004,0.31592442682564337,0.5499639638490437,0.6320633274683606,0.4847046277338343,0.5324031788199275,0.6610428550719846,0.33638003943996314,0.31450012548889994,0.23181957291595096,0.794833393536523,0.22022611335159417,0.21669261719072946,0.23304065066421537,0.2631415187520357,0.1730319820725199,0.3155822486485621,0.2231139962866216,0.2464387774607945,0.690824498487788,0.4937306346924466,0.21750929607046793,0.16118396411525246,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.4635120672905416,0.3895118104777914,0.4691902182089557,0.2993107588491877,0.3966275025288998,0.7337658582349299,0.3633985009063488,0.5858750723867662,0.5437355120536635,0.4196716124959876,0.4725932869827878,0.5091057430874659,0.4077658098780305,0.31668262723425655,0.34977271154739553,0.46444693634293566,0.4466068210787978,0.4427910774598226,0.4909144873990051,0.5884350819982385,0.6441631746557317,0.569263098190812,0.5723798438198845,0.34208065719734415,0.59110264255977,0.5046251521692937,0.6608547576606985,0.6672787245459793,0.5050524136352628,0.6577535772130862,0.5444166161802272,0.4584011596541679,0.21401752538454155,0.20626303267469526,0.35495434097530953,0.1864810043454198,0.20674800430787507,0.3371792460757285,0.36181323109443764,0.2688296541494564,0.41555945312142767,0.33300168305985245,0.34804943259143367,0.1776784706049402,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4200408786899075,0.456491285837247,0.4241080006971247,0.4374110268451956,0.6231249628102973,0.7259007306086691,0.3543714541250063,0.648791833817186,0.4765160587244759,0.7781011517060576,0.8100112917314699,0.5950215047779561,0.28113480742979985,0.2396626346171336,0.5142188448980084,0.7272619165961369,0.6542016475387551,0.3913714137252719,0.37525358093379385,0.37068299109775005,0.43796923490209616,0.561203924750054,0.43434017929321694,0.9177865511809015,0.8723555715856901,0.9044704508580065,0.8922601063604911,0.29317869123036344,0.5506532077570583,0.530395594014569,0.46046131073206376,0.41302007346352865,0.07427352008714003,0.45803478748128346,0.2686327651380073,0.24949621199081662,0.5067243049951552,0.2185538114349049,0.2872983511271174,0.3528265956236949,0.30713581166264936,0.2336058349556777,0.4845315530599341,0.33531711647449347,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.502291854102116,0.5944433853814648,0.6288660254510083,0.5874875247605008,0.7759922212665595,0.7472867237416759,0.22149270079452585,0.5537105026269469,0.6309125443681332,0.5145787034975065,0.5998584390897492,0.7018428123956559,0.5900111634898616,0.5858995072732038,0.5945797826948864,0.7497921267362644,0.5769916587318495,0.39509631444159893,0.6189208827486563,0.5286029363594675,0.6425747847395868,0.45859067906730233,0.2747125446913484,0.739423549146294,0.44817922850495395,0.6344709870499712,0.5861153251329506,0.316107973113535,0.4670628404757279,0.16251046390362445,0.19901067397835223,0.4580164847279363,0.17038769244466456,0.1464309991640716,0.5084899106366905,0.5178212525719007,0.6476752174186948,0.29166850059419247,0.3900363832334445,0.36717190415006135,0.43461887684780554,0.3334769614045259,0.17631189789860582,0.11145112078343594,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.296544382096839,0.2988593891709847,0.24549512980967603,0.23714227092420628,0.3264498574620124,0.6531986351690295,0.2955800788591145,0.5881369796514351,0.47423492868774997,0.5032705134683106,0.6582120715000959,0.7883130873070133,0.6878022293820841,0.5658627533851561,0.5150623217358928,0.7755015203780833,0.6728332652645679,0.4056875626322236,0.5343463037035067,0.7308244953814576,0.48533043039587925,0.4482476469863526,0.40806291652892335,0.42616415901828597,0.5826172173927487,0.6321881994078058,0.6598961564515828,0.34348145642648054,0.3710762958369815,0.5483911699462657,0.42625836149123403,0.3503403434865622,0.4523769446179486,0.2833131240756561,0.1305832256905647,0.15554140329785854,0.579017708486454,0.4214055353934675,0.3515159270465107,0.18821185130338206,0.3781934455571015,0.4898435368020818,0.12235316495033166,0.03720292167317554,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6156438393660437,0.7111213166270962,0.5955976875719655,0.6302769629821016,0.7461173950438974,0.7408009921370142,0.5184502632628348,0.5835290722453372,0.42725319312028426,0.4833325910237881,0.6022884102331021,0.6932985387881003,0.500703244596484,0.46528442801427355,0.48777452809777294,0.7790551080151287,0.764947371270587,0.3503292135248488,0.39767930569575327,0.4116187828011152,0.46217929595436935,0.46308052432280394,0.38634437965491475,0.37855817127695535,0.513130934428972,0.23032225137076484,0.6337700949850901,0.36538075171219375,0.29796466370911295,0.5111778653168945,0.45886614743705845,0.42858650729240455,0.2583262270064534,0.24600293034236317,0.30937720403521707,0.2265099738109676,0.26632027671197533,0.37312889376157876,0.30344502588168126,0.4278850923486042,0.33207914453872633,0.29850613748862403,0.27744617923466813,0.22469893864061474,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.5532993500243433,0.4396362985171192,0.6077348066298343,0.5845757911961539,0.570769975603555,0.6138140942573002,0.35979705283060903,0.49127536403615235,0.6368431746188112,0.285529110564703,0.5392145026548589,0.8421972636064425,0.6555206773254045,0.6712452987657755,0.6188198572898693,0.7203953633345939,0.6850444487077332,0.5008588501651635,0.6803725207169847,0.5065867914777153,0.6649981023660294,0.32969969292852275,0.34089741061035816,0.45946921619777154,0.48704465882112863,0.43637784454802,0.5813616463164643,0.3989519568473763,0.35264702829724215,0.4826084855438345,0.23393063475507306,0.36712061435400417,0.5537384380177591,0.5113263703254609,0.24528419011694103,0.14800775343648298,0.5532724550988022,0.36778116109619513,0.2874742998042417,0.22969915624372386,0.4970425313710505,0.17207426354706495,0.22321954800201455,0.1266397516152944,0,0,1,1,0,0,0,0,0,0,0,1,1,0
10,0.44732100989659174,0.5487250807294826,0.5298832614113199,0.43813421077962017,0.6151907087951618,0.6164786418518177,0.4836102356506918,0.4899375228149709,0.18559193939151397,0.5353981825190709,0.5796635206056345,0.6553193519151573,0.5223808629046074,0.6198139300980638,0.5134028249884406,0.5846520317695381,0.5827729920400739,0.13537616449541623,0.23407287730532894,0.3596203259548264,0.4194208389884908,0.6918092577052625,0.6660379088199262,0.5073162953561201,0.5939738294870898,0.5485243798542749,0.6966307379656221,0.5374978700894435,0.5146635760496698,0.8473587314553126,0.7075055118700384,0.4162886375470875,0.2360292859497832,0.2895251743048475,0.29330607263707614,0.23761714229727332,0.248643289344609,0.3908356307443612,0.3057815750974792,0.29101485465953336,0.33848889846949776,0.27067232300125216,0.24659501280553797,0.2673444996137157,0,0,0,0,1,1,1,1,0,0,0,0,0,0
11,0.3484874660372575,0.4980806890456302,0.29666676100689826,0.29657380529000815,0.43712776488534755,0.5670720605906128,0.27025853586923587,0.6734253131026259,0.4296836278895084,0.6582754971810154,0.8463957598009626,0.7558333200833159,0.5196424920004199,0.3714523403185337,0.5473714384245434,0.8439273600234863,0.6515758017303983,0.36368333147756376,0.4563210779132232,0.49195012410740935,0.43324467295879404,0.6527198257526273,0.4303634479635747,0.9349053174051419,0.8017303053780178,0.6645463915273726,0.7107747759085328,0.2819073317243501,0.33198628915720363,0.45945617319650617,0.4695251360010992,0.5642160841030741,0.3461562538690646,0.4628023350878643,0.5094712428711431,0.3727925346693535,0.3271705120551504,0.26964036347776676,0.18369411014879353,0.5213080521014056,0.17327402065492173,0.13847965769513504,0.3590881813992863,0.078342477071708,0,0,0,0,0,0,0,0,0,1,1,1,1,0
12,0.29586456634261366,0.4187376161840227,0.30872642176935605,0.4096210060235776,0.3125219757333809,0.39599482512299966,0.20268166801499715,0.48127022290345955,0.30913006135347054,0.741665527605468,0.8730970355062223,0.6928513507067557,0.43653113895228984,0.2815591245405764,0.41202086287241196,0.7811965510225507,0.8686747540991325,0.30889507478751443,0.44382998562166354,0.5207707033723732,0.607395930785558,0.45515036274416365,0.35394297842314204,0.6447958057747134,0.6891441846007093,0.7159840810563379,0.7512926368612153,0.34637559160649933,0.36302064344091056,0.7715774656230562,0.5711134289765096,0.4503581698855827,0.22880378608402668,0.2226646824850038,0.4678775487562308,0.2179793400575682,0.374909627620799,0.3484338925811963,0.30574466278759305,0.3000283107210523,0.3627528790818293,0.2845846602608547,0.4695185332033133,0.2069399241295187,0,1,1,0,0,0,0,0,0,0,0,0,0,0
