,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_10,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.2292269112597145,0.5128608253427279,0.5297333315420018,0.5928313370930776,0.1358240288331135,0.4594759515170231,0.5832736775134382,0.43005327178846864,0.4161983615565211,0.5819163211154492,0.34275801970378694,0.3235212456008769,0.24674511271627048,0.35479816207253545,0.12868852459016394,0.13163165962634835,0.24565315641440805,0.2582031178274361,0.47005092223213024,0.6136395062838025,0.45831376607260116,0.37060930771691875,0.2856471055197467,0.6630820082680392,0.2970804878776131,0.273670615951024,0.19702610433538126,0.031926147286293116,0.008472739978717466,0.058442009940120096,0,1,1,0,0,0
1,0.38428063127999956,0.16719004156876938,0.26057713749388434,0.15393026519662506,0.2680428419720624,0.3676593531127501,0.319751717748784,0.34901167294514557,0.17118206055891894,0.19135727309056394,0.39056872181361424,0.28925261246545286,0.2656691715225292,0.0692848342039925,0.15425845648739725,0.05970419154110996,0.06270139079724613,0.07567233140705834,0.20778171535594278,0.3007345003989299,0.44400018321634577,0.29467338434633306,0.16747439145280318,0.2059960480788313,0.15551371408052594,0.08663107983180751,0.07146215078413456,0.09352608699763891,0.1845635967477681,0.15676355740498302,0.15372754503508523,1,0,0,0,0,1
2,0.5417820755786644,0.15224561720585583,0.22827642557836897,0.3781660199491516,0.2799486130612836,0.4695598863024133,0.27048498417355055,0.44835923581131765,0.4468474461780947,0.2727846046256056,0.6260500216915361,0.4576919150301537,0.43373730744822003,0.3122133042577883,0.5509843388451909,0.32488076060519916,0.18289749831591695,0.13148779513911746,0.5399643781788803,0.29185830947575914,0.3161510394070704,0.3456860299320653,0.3929869557692005,0.243409869448543,0.5299325114399095,0.27258968777025616,0.153845138048881,0.19808213046178286,0.10107642444666454,0.0,0.025554507958492907,0,1,0,0,0,1
3,0.1742877042940214,0.2543263148382433,0.48034618930495887,0.4731279197285571,0.37647136341847987,0.266415243898663,0.5186048019763763,0.521326758076766,0.3755963011672714,0.5164140941105947,0.7681184862334411,0.6682861643246241,0.42557909767495516,0.391381786952572,0.33350587963554923,0.18949903660886322,0.2523052279936349,0.2038464069925099,0.4400580231725455,0.6089665368188859,0.4789100269466306,0.3785494656809726,0.28408047876050957,0.622807244613566,0.46122860483744743,0.44493484030656383,0.35579213699773404,0.23579329628310325,0.026907170511963157,0.11716851546387075,0.1345748749141295,0,0,1,0,0,0
4,0.3474361673982647,0.10004744261702525,0.45695016258566123,0.30153746386339303,0.3619904655188092,0.178553514035707,0.30923307341928513,0.18833824328386095,0.30262776785577217,0.275625655627154,0.3999899109133649,0.47846766960060094,0.7054174118733053,0.4388800122972752,0.5260582725296663,0.4246241195236741,0.38590833886588044,0.5230323693182566,0.5038284276821946,0.4227659923968649,0.6863839575076356,0.4748448254246184,0.3707535442858717,0.4815131198605611,0.5426798390586589,0.6957735663376377,0.7838413877253496,0.715683091287942,0.018334310270729477,0.0817034875674155,0.17288188389472484,0,0,0,1,0,0
5,0.22802641311801136,0.2918624615940719,0.5447459203812859,0.6975353214842092,0.39285461072159034,0.3355317343836117,0.4465516868679071,0.4432438480232038,0.40884997415729774,0.5063392901743343,0.5679631142992623,0.5205515164331918,0.3176022615819535,0.33430400334546995,0.3519284627155626,0.34710192994093303,0.24895813827557997,0.23364092303236927,0.5203723765630451,0.3487351574599896,0.6019032894247873,0.3598435185795125,0.31422067670553183,0.4099729923291312,0.3399885831085249,0.3477842722094654,0.2401738882403588,0.14145075923550016,0.13680293118753256,0.03055677195243422,0.13678650991647961,0,1,1,0,0,0
6,0.29083585748146706,0.08123983372492327,0.33287500374429624,0.5350082685329134,0.4294535475329183,0.18478334912466482,0.3358993283409249,0.1618880379572204,0.223291183288727,0.17368187721664408,0.25055237749326553,0.28079901699834475,0.2505895546068194,0.24413194174261366,0.2231467083527534,0.10515335291702202,0.13664459322200143,0.18975958859329273,0.2813756633187051,0.21184352560191488,0.4038092579565156,0.19782447476513976,0.17709628184350074,0.21498710016998437,0.28214453416320634,0.11392136104732653,0.12142596808527498,0.12902747874550402,0.10503255172085905,0.2032215357458076,0.23767344452695432,1,1,0,0,0,0
7,0.18761304674128426,0.30471715163564084,0.3744972658317164,0.4504364265420007,0.5805718376764596,0.1883255615211697,0.45487593607658455,0.6252919184458325,0.6827519151745278,0.5894556421399669,1.0,0.5950222779677827,0.33475343275832226,0.12886885595718486,0.3608149409974139,0.1305173884203544,0.06475876878330167,0.13611875331832685,0.4931969666366758,0.3107488149434458,0.38899033965890656,0.2883771533726166,0.5919468789828961,0.28367977358425445,0.4234101518262423,0.41866966868457933,0.19407131953284706,0.1369650124358897,0.023697978083655452,0.033895497768510474,0.048697688518799735,0,0,0,0,0,1
8,0.3841726463331011,0.29717151635640704,0.19699923782770914,0.4583464257619693,0.5068302705135457,0.49750125401750056,0.4573488767080986,0.36232969646170676,0.38077917027014585,0.4781707377990908,0.4234995005902116,0.25909531761600235,0.32364023827381294,0.15752924063848445,0.14354477473427182,0.04187908651568275,0.08002373523539466,0.11551419256607036,0.20583536842878383,0.08648566198901769,0.4363377213071968,0.12565156322049137,0.22106221054343095,0.3243077666468208,0.17376692968483853,0.16138579906360903,0.09429950823222427,0.06966304885775802,0.48849163576854526,0.6557845154820222,0.6698233640103128,1,1,0,0,0,0
9,0.15991490786184404,0.030532712814025142,0.9296861946967454,0.3234637643350814,0.24603770327819074,0.01992184839083236,0.1344306338300008,0.05248985218947133,0.14640274700250244,0.029529759228732688,0.2467124711199894,0.1701967461770133,0.23203210638666127,0.44325996181925204,0.4331059984243979,0.25704775893110965,0.2327147418671556,0.2348589957920325,0.35601623179890196,0.26977049795841745,0.612597031203818,0.6365483139573184,0.26620301165955973,0.3834916690395451,0.5619136183259523,0.37705767452956795,0.3361584009888177,0.4654774026170534,0.016166697841083044,0.0,0.07664405525750029,0,0,1,1,1,0
