,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.5128608253427279,0.46740414790778545,0.1358240288331135,0.15751488013378373,0.30128534205231683,0.4594759515170231,0.5832736775134382,0.43005327178846864,0.5819163211154492,0.34275801970378694,0.3889293971515566,0.3235212456008769,0.02755864986010126,0.24674511271627048,0.5246449355041527,0.35479816207253545,0.2397882202003958,0.17325195289171308,0.14460729523229277,0.2582031178274361,0.47005092223213024,0.45831376607260116,0.4347157517853729,0.4489412071236212,0.2970804878776131,0.273670615951024,0.28641072750495755,0.1643231565242122,0.031926147286293116,0.008472739978717466,0.058442009940120096,0,1,1,0,0,0
1,0.35524878369553525,0.26057713749388434,0.3327572888959274,0.3676593531127501,0.10056880067772,0.13350195768205975,0.319751717748784,0.34901167294514557,0.17118206055891894,0.39056872181361424,0.28925261246545286,0.34132771021650943,0.2656691715225292,0.028513142996172663,0.0692848342039925,0.192754014303063,0.15425845648739725,0.11672644808051971,0.07369747497670863,0.041256200283007124,0.20778171535594278,0.3007345003989299,0.29467338434633306,0.2104294188091435,0.13203614327850233,0.08663107983180751,0.07146215078413456,0.06749183968578476,0.02510065047735592,0.1845635967477681,0.15676355740498302,0.15372754503508523,1,0,0,0,0,1
2,0.3564912248803393,0.22827642557836897,0.4712781464016883,0.4695598863024133,0.11742378400976977,0.23307529507912667,0.27048498417355055,0.44835923581131765,0.4468474461780947,0.6260500216915361,0.4576919150301537,0.4868936432154358,0.43373730744822003,0.17347444859305838,0.3122133042577883,0.35130857810557625,0.5509843388451909,0.3514035832708414,0.10273225675449703,0.09250718075686669,0.5399643781788803,0.29185830947575914,0.3456860299320653,0.21827226039706898,0.25416525026105957,0.27258968777025616,0.153845138048881,0.3146870313333052,0.1405740795340985,0.10107642444666454,0.0,0.025554507958492907,0,1,0,0,0,1
3,0.24393514457015325,0.48034618930495887,0.47286197234081745,0.266415243898663,0.21376783690713258,0.37169695393556024,0.5186048019763763,0.521326758076766,0.3755963011672714,0.7681184862334411,0.6682861643246241,0.515022662235592,0.42557909767495516,0.09521536921104592,0.391381786952572,0.352152636822205,0.33350587963554923,0.24303358299979222,0.16102876185470966,0.11236272662108296,0.4400580231725455,0.6089665368188859,0.3785494656809726,0.40744202030757676,0.3937736505810485,0.44493484030656383,0.35579213699773404,0.2989148987584048,0.23583391823241323,0.026907170511963157,0.11716851546387075,0.1345748749141295,0,0,1,0,0,0
4,0.1554475742851039,0.45695016258566123,0.539992210957018,0.178553514035707,0.045284015270702915,0.22723203555688398,0.30923307341928513,0.18833824328386095,0.30262776785577217,0.3999899109133649,0.47846766960060094,0.6444282411393774,0.7054174118733053,0.34099735174943624,0.4388800122972752,0.3675717808777636,0.5260582725296663,0.45688600572817384,0.3353115071307422,0.3402285116449043,0.5038284276821946,0.4227659923968649,0.4748448254246184,0.3667830322498067,0.21839447795190803,0.6957735663376377,0.7838413877253496,0.8278260002378095,0.41236820201587965,0.018334310270729477,0.0817034875674155,0.17288188389472484,0,0,0,1,0,0
5,0.10964846490330929,0.5447459203812859,0.571374620647751,0.3355317343836117,0.2337473732850715,0.27571765249959335,0.4465516868679071,0.4432438480232038,0.40884997415729774,0.5679631142992623,0.5205515164331918,0.4006580658871981,0.3176022615819535,0.06613140188839917,0.33430400334546995,0.34572027779292996,0.3519284627155626,0.44578653969516,0.2497390172236688,0.17289111545688532,0.5203723765630451,0.3487351574599896,0.3598435185795125,0.5235995364079329,0.4572767965281609,0.3477842722094654,0.2401738882403588,0.445213702423738,0.1049713377707387,0.13680293118753256,0.03055677195243422,0.13678650991647961,0,1,1,0,0,0
6,0.16528861757205782,0.33287500374429624,0.5537212880039042,0.18478334912466482,0.05032290715456639,0.15797695498287379,0.3358993283409249,0.1618880379572204,0.223291183288727,0.25055237749326553,0.28079901699834475,0.24012076754811829,0.2505895546068194,0.08699924202015666,0.24413194174261366,0.18472756138804594,0.2231467083527534,0.15565905620657566,0.07270789039917824,0.08297131582548156,0.2813756633187051,0.21184352560191488,0.19782447476513976,0.23478728944170818,0.21691870205000535,0.11392136104732653,0.12142596808527498,0.121324981876623,0.2133868396402414,0.10503255172085905,0.2032215357458076,0.23767344452695432,1,1,0,0,0,0
7,0.08151474792838084,0.3744972658317164,0.5132720767657049,0.1883255615211697,0.20139064614436758,0.30727297492654837,0.45487593607658455,0.6252919184458325,0.6827519151745278,1.0,0.5950222779677827,0.453096317249314,0.33475343275832226,0.10168159231913759,0.12886885595718486,0.25422172905715196,0.3608149409974139,0.20875037269269342,0.11396825207233462,0.06975117783557544,0.4931969666366758,0.3107488149434458,0.2883771533726166,0.317930527818154,0.37686634762766474,0.41866966868457933,0.19407131953284706,0.29483378274194233,0.1043633906230023,0.023697978083655452,0.033895497768510474,0.048697688518799735,0,0,0,0,0,1
8,0.3996599953635731,0.19699923782770914,0.5867833514862204,0.49750125401750056,0.22733323798312305,0.35644758298562623,0.4573488767080986,0.36232969646170676,0.38077917027014585,0.4234995005902116,0.25909531761600235,0.3769021072031834,0.32364023827381294,0.07315909154712108,0.15752924063848445,0.2417539195617785,0.14354477473427182,0.05257632294612445,0.04831047992164546,0.06297556149548938,0.20583536842878383,0.08648566198901769,0.12565156322049137,0.20377010462382233,0.2624275597587462,0.16138579906360903,0.09429950823222427,0.20684430772535317,0.18761301163449068,0.48849163576854526,0.6557845154820222,0.6698233640103128,1,1,0,0,0,0
9,0.028333719702238365,0.9296861946967454,0.5749349566431486,0.01992184839083236,0.02983728119877216,0.12014731230213939,0.1344306338300008,0.05248985218947133,0.14640274700250244,0.2467124711199894,0.1701967461770133,0.15344733457667237,0.23203210638666127,0.03988284064643516,0.44325996181925204,0.24501603424466795,0.4331059984243979,0.32561415238387803,0.24774312606005588,0.14333922509202238,0.35601623179890196,0.26977049795841745,0.6365483139573184,0.35951003718906094,0.26230339102768957,0.37705767452956795,0.3361584009888177,0.42740101184060636,0.1358566184048824,0.016166697841083044,0.0,0.07664405525750029,0,0,1,1,1,0
