,Att1,Att3,Att7,Att9,Att14,Att15,Att16,Att17,Att18,Att20,Att21,Att23,Att25,Att26,Att27,Att28,Att31,Att32,Att34,Att35,Att38,Att40,Att45,Att49,Att52,Att54,Att57,Att61,Att63,Att64,Att65,Att68,Att71,Att72,Att73,Att77,Att78,Att83,Att84,Att87,Att89,Att90,Att91,Att92,Att93,Att94,Att97,Att98,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.4210303135005127,0.2634857228682506,0.771077966243079,0.55302673374166,0.4534048441050045,0.744253852853194,0.543565749435592,0.7401755517048606,0.34765270754138433,0.22859534303703388,0.4882604432841327,0.6261409498243746,0.6700257469056623,0.69425995835064,0.7749131429539869,0.7935141083658149,0.6585375669041008,0.38537553886997655,0.49690517112745713,0.5542133223481829,0.6010944505065614,0.4960961041672912,0.5572007141923965,0.42125524254908514,0.5961712318297291,0.5132312355842212,0.35602399805354595,0.2080931312254608,0.6184097200488138,0.4130812093601535,0.5355303692270406,0.49839004155904937,0.5312225813752991,0.28213249076689284,0.866499488256769,0.6572648571831563,0.21548236841982182,0.279674421257493,0.1593587358473338,0.32733439523254804,0.3033989399056713,0.2961559114785671,0.24093010079903734,0.38940416695009183,0.30127581247070084,0.4334571002831732,0.34522199794887876,0.2802405639621501,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.2997359263555369,0.34690426263221436,0.4310077473191237,0.36625656691541153,0.34331464395601224,0.40007059281738366,0.377369422722464,0.6051800176065765,0.2946138620871323,0.3398143901827408,0.5629683638775226,0.5642348979032691,0.4753441211232071,0.4140992581650749,0.4982082249943136,0.5957720467368095,0.5497427994498536,0.4922721411722664,0.7218453469800548,0.6026340286434231,0.5303025473151634,0.5800228868671352,0.6566109287443608,0.45117767138032144,0.5379652208092822,0.5539578026398729,0.5121622578866807,0.4445893859984746,0.4244308904626388,0.8214920977761242,0.5584557393151218,0.6603739822850497,0.4307645552365281,0.5169938776645238,0.5355063840303877,0.38481641256011134,0.4868439307800108,0.3728241076285086,0.239963305788897,0.21617573639540694,0.28146202420752897,0.26213239816045336,0.27436258285675674,0.3326237701015129,0.2688212792084032,0.43487954331498746,0.5512274066380555,0.36026490239166853,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9884195742064891,0.9141552432282549,0.46724184416284714,0.4167439244950378,0.5505902940429932,0.5132003159096196,0.49302124573285777,0.6377232683118034,0.3726358664246959,0.2865046571888788,0.5159547121634613,0.3877982631395861,0.5097078170576899,0.43875715361072165,0.60142204719493,0.574729177745453,0.5813383424116961,0.4149122140305541,0.45634357021669325,0.39224343164686304,0.48202575514224183,0.5129077175467015,0.5559648835788713,0.36120550792413614,0.5320080651618492,0.41276166778018847,0.5009162501193435,0.5029748683328668,0.5591587635469056,0.3841733180265086,0.46356904590304043,0.5963974291790343,0.4536518747027662,0.4826378502530556,0.4072294140875794,0.38959471579009,0.4849997895527762,0.2903874698647688,0.41311661112125636,0.3048958308568893,0.18449800787164913,0.5395658525902749,0.14321338026979366,0.5391366802844122,0.46813544849071714,0.5181187674164713,0.3547949858577149,0.27859145256291235,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.5499529962374554,0.48659081850163766,0.5878101497179475,0.5688582559488529,0.3943682171902375,0.5513515414117481,0.3762324270086924,0.7265325967986873,0.35195278864945173,0.36374305601051854,0.605195410822371,0.8298018402962699,0.4935261322470377,0.5859064122719598,0.639372666901556,0.6485049550292594,0.55760440117131,0.47128138046720514,0.7514838599147815,0.6877551238771874,0.5495179595323043,0.5183410225901856,0.6836614954021216,0.27535315295252943,0.41102627000822534,0.457133346396557,0.17566593674640352,0.5357549129623114,0.46874294905854014,0.43441358374814526,0.5499639638490437,0.5324031788199275,0.6610428550719846,0.626778040161198,0.674183427040996,0.33638003943996314,0.31450012548889994,0.22022611335159417,0.21159947954711467,0.23304065066421537,0.29978362224061383,0.1730319820725199,0.13968404953018057,0.3155822486485621,0.2231139962866216,0.3489232087458637,0.690824498487788,0.4937306346924466,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.4635120672905416,0.3895118104777914,0.4691902182089557,0.2993107588491877,0.4266698171027407,0.3966275025288998,0.5030060857900075,0.7337658582349299,0.3633985009063488,0.3269215563572944,0.5858750723867662,0.5437355120536635,0.41761056511871303,0.32503228605086665,0.5416345180381681,0.5354107812116087,0.4725932869827878,0.39482418137766706,0.4077658098780305,0.31668262723425655,0.4134440044301133,0.3317779084876784,0.4466068210787978,0.4427910774598226,0.5884350819982385,0.45480557437656555,0.5735048183976864,0.6048316894735625,0.6628709856639955,0.5704382410461881,0.34208065719734415,0.6608547576606985,0.6672787245459793,0.6482776140177884,0.47318116247646125,0.5050524136352628,0.6577535772130862,0.21401752538454155,0.39387640385317746,0.35495434097530953,0.23488738812529114,0.20674800430787507,0.16819028238544292,0.3371792460757285,0.36181323109443764,0.3708536349338479,0.41555945312142767,0.33300168305985245,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4200408786899075,0.456491285837247,0.4241080006971247,0.4374110268451956,0.43682894163920355,0.6231249628102973,0.4452701523628788,0.7259007306086691,0.3543714541250063,0.36013523130064684,0.648791833817186,0.4765160587244759,0.45784126588289603,0.6257738374540872,0.791266574197548,0.7543018374731945,0.8100112917314699,0.7314190698300819,0.28113480742979985,0.2396626346171336,0.5069381950148965,0.4696562938367755,0.6542016475387551,0.3913714137252719,0.37068299109775005,0.6312747738921246,0.4341008275509481,0.459925942854795,0.6131171165925484,0.29336240419999904,0.9177865511809015,0.8922601063604911,0.29317869123036344,0.12635189675153968,0.5979887550804955,0.5506532077570583,0.530395594014569,0.07427352008714003,0.36354090577063547,0.2686327651380073,0.13743192789877112,0.5067243049951552,0.4183673336789895,0.2185538114349049,0.2872983511271174,0.2397399015000479,0.30713581166264936,0.2336058349556777,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.502291854102116,0.5944433853814648,0.6288660254510083,0.5874875247605008,0.5186632383318648,0.7759922212665595,0.5591401367666786,0.7472867237416759,0.22149270079452585,0.29676786799473176,0.5537105026269469,0.6309125443681332,0.5460346979679709,0.5789246866729136,0.5915511174342941,0.6863721987733259,0.5998584390897492,0.5389566490521356,0.5900111634898616,0.5858995072732038,0.5314362312976881,0.6764681863243216,0.5769916587318495,0.39509631444159893,0.5286029363594675,0.32935731300506865,0.44432895073192213,0.22662539256193037,0.6664446757355421,0.33054346790331285,0.739423549146294,0.5861153251329506,0.316107973113535,0.4230409052578732,0.710826122813003,0.4670628404757279,0.16251046390362445,0.17038769244466456,0.5103091901022644,0.5084899106366905,0.6788264604786521,0.6476752174186948,0.5298362291777933,0.29166850059419247,0.3900363832334445,0.3243855966838474,0.43461887684780554,0.3334769614045259,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.296544382096839,0.2988593891709847,0.24549512980967603,0.23714227092420628,0.3379348272453564,0.3264498574620124,0.3780319885700575,0.6531986351690295,0.2955800788591145,0.41275141251872255,0.5881369796514351,0.47423492868774997,0.37181264317653945,0.5438728801425549,0.573827374129757,0.6484022900067712,0.6582120715000959,0.6192154399832522,0.6878022293820841,0.5658627533851561,0.5242017418028599,0.5264589344064868,0.6728332652645679,0.4056875626322236,0.7308244953814576,0.38271900769864564,0.46631741367999924,0.3765872598085915,0.5807731592342162,0.3273161025678257,0.42616415901828597,0.6598961564515828,0.34348145642648054,0.43654521704754023,0.5989021025796696,0.3710762958369815,0.5483911699462657,0.4523769446179486,0.3335734911431702,0.1305832256905647,0.29364555927027,0.579017708486454,0.4983477378367386,0.4214055353934675,0.3515159270465107,0.6016774305079267,0.3781934455571015,0.4898435368020818,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6156438393660437,0.7111213166270962,0.5955976875719655,0.6302769629821016,0.6263699753811993,0.7461173950438974,0.7747385182519169,0.7408009921370142,0.5184502632628348,0.28856385081633534,0.5835290722453372,0.42725319312028426,0.4342631490282898,0.4497535486303768,0.6036419750333379,0.5759738469506757,0.6022884102331021,0.5369058429306527,0.500703244596484,0.46528442801427355,0.5379702397737537,0.502490781678515,0.764947371270587,0.3503292135248488,0.4116187828011152,0.48238707590755964,0.3647537828040641,0.33868433013463295,0.500738756705218,0.2979873491816445,0.37855817127695535,0.6337700949850901,0.36538075171219375,0.40305951427167064,0.5924294237583176,0.29796466370911295,0.5111778653168945,0.2583262270064534,0.1455541796018992,0.30937720403521707,0.30106992320655035,0.26632027671197533,0.21696937564891733,0.37312889376157876,0.30344502588168126,0.41112549630484246,0.33207914453872633,0.29850613748862403,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.5532993500243433,0.4396362985171192,0.6077348066298343,0.5845757911961539,0.46452870370561444,0.570769975603555,0.6975823163083903,0.6138140942573002,0.35979705283060903,0.23040490320773346,0.49127536403615235,0.6368431746188112,0.4121322178551674,0.44803115338106897,0.5355801693879645,0.6073316668531554,0.5392145026548589,0.3545094399752517,0.6555206773254045,0.6712452987657755,0.5565546469191505,0.4708347504101339,0.6850444487077332,0.5008588501651635,0.5065867914777153,0.31489136670436113,0.4028559285232512,0.5015150386848436,0.5840205347676617,0.4635857900635717,0.45946921619777154,0.5813616463164643,0.3989519568473763,0.5857224671523851,0.7213108148402853,0.35264702829724215,0.4826084855438345,0.5537384380177591,0.049594252191380556,0.24528419011694103,0.36800030768660985,0.5532724550988022,0.4262810392033797,0.36778116109619513,0.2874742998042417,0.3311586427976842,0.4970425313710505,0.17207426354706495,0,0,1,1,0,0,0,0,0,0,0,1,1,0
