,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_9,BH_LowPeakAmp,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.6026286917415518,0.46740414790778545,0.5297333315420018,0.5928313370930776,0.2456306769286976,0.4594759515170231,0.5832736775134382,0.4161983615565211,0.5819163211154492,0.34275801970378694,0.309345362377554,0.3889293971515566,0.3235212456008769,0.5713540485187081,0.3264036946410648,0.24674511271627048,0.5246449355041527,0.35479816207253545,0.12868852459016394,0.13163165962634835,0.14460729523229277,0.2582031178274361,0.47005092223213024,0.6136395062838025,0.4347157517853729,0.4489412071236212,0.37060930771691875,0.2856471055197467,0.2970804878776131,0.28641072750495755,0.031926147286293116,0.058442009940120096,0,1,1,0,0,0
1,0.38428063127999956,0.853088987372979,0.3327572888959274,0.15393026519662506,0.2680428419720624,0.5390779578352896,0.319751717748784,0.34901167294514557,0.19135727309056394,0.39056872181361424,0.28925261246545286,0.20864107118742664,0.34132771021650943,0.2656691715225292,0.011350872701583373,0.2362473240311298,0.0692848342039925,0.192754014303063,0.15425845648739725,0.05970419154110996,0.06270139079724613,0.041256200283007124,0.20778171535594278,0.3007345003989299,0.44400018321634577,0.2104294188091435,0.13203614327850233,0.16747439145280318,0.2059960480788313,0.08663107983180751,0.06749183968578476,0.1845635967477681,0.15372754503508523,1,0,0,0,0,1
2,0.5417820755786644,0.7911424375162845,0.4712781464016883,0.3781660199491516,0.2799486130612836,0.43564258376049003,0.27048498417355055,0.44835923581131765,0.2727846046256056,0.6260500216915361,0.4576919150301537,0.2575350327734322,0.4868936432154358,0.43373730744822003,0.13416466287729034,0.1498159895563413,0.3122133042577883,0.35130857810557625,0.5509843388451909,0.32488076060519916,0.18289749831591695,0.09250718075686669,0.5399643781788803,0.29185830947575914,0.3161510394070704,0.21827226039706898,0.25416525026105957,0.3929869557692005,0.243409869448543,0.27258968777025616,0.3146870313333052,0.10107642444666454,0.025554507958492907,0,1,0,0,0,1
3,0.1742877042940214,0.43898731455852125,0.47286197234081745,0.4731279197285571,0.37647136341847987,0.5814363468695597,0.5186048019763763,0.521326758076766,0.5164140941105947,0.7681184862334411,0.6682861643246241,0.4825095827230515,0.515022662235592,0.42557909767495516,0.23401259632771843,0.17306603165023365,0.391381786952572,0.352152636822205,0.33350587963554923,0.18949903660886322,0.2523052279936349,0.11236272662108296,0.4400580231725455,0.6089665368188859,0.4789100269466306,0.40744202030757676,0.3937736505810485,0.28408047876050957,0.622807244613566,0.44493484030656383,0.2989148987584048,0.026907170511963157,0.1345748749141295,0,0,1,0,0,0
4,0.3474361673982647,0.1260260812770264,0.539992210957018,0.30153746386339303,0.3619904655188092,0.15000847343852133,0.30923307341928513,0.18833824328386095,0.275625655627154,0.3999899109133649,0.47846766960060094,0.4780947780651729,0.6444282411393774,0.7054174118733053,0.5354545955370047,0.5142681894815562,0.4388800122972752,0.3675717808777636,0.5260582725296663,0.4246241195236741,0.38590833886588044,0.3402285116449043,0.5038284276821946,0.4227659923968649,0.6863839575076356,0.3667830322498067,0.21839447795190803,0.3707535442858717,0.4815131198605611,0.6957735663376377,0.8278260002378095,0.018334310270729477,0.17288188389472484,0,0,0,1,0,0
5,0.22802641311801136,0.6846461407958984,0.571374620647751,0.6975353214842092,0.39285461072159034,0.3632265973532059,0.4465516868679071,0.4432438480232038,0.5063392901743343,0.5679631142992623,0.5205515164331918,0.314015966011198,0.4006580658871981,0.3176022615819535,0.2213248018354927,0.21439312269622496,0.33430400334546995,0.34572027779292996,0.3519284627155626,0.34710192994093303,0.24895813827557997,0.17289111545688532,0.5203723765630451,0.3487351574599896,0.6019032894247873,0.5235995364079329,0.4572767965281609,0.31422067670553183,0.4099729923291312,0.3477842722094654,0.445213702423738,0.13680293118753256,0.13678650991647961,0,1,1,0,0,0
6,0.29083585748146706,0.7102249074910352,0.5537212880039042,0.5350082685329134,0.4294535475329183,0.22731264347072044,0.3358993283409249,0.1618880379572204,0.17368187721664408,0.25055237749326553,0.28079901699834475,0.14615989903082044,0.24012076754811829,0.2505895546068194,0.13039038245911944,0.08870185351617026,0.24413194174261366,0.18472756138804594,0.2231467083527534,0.10515335291702202,0.13664459322200143,0.08297131582548156,0.2813756633187051,0.21184352560191488,0.4038092579565156,0.23478728944170818,0.21691870205000535,0.17709628184350074,0.21498710016998437,0.11392136104732653,0.121324981876623,0.10503255172085905,0.23767344452695432,1,1,0,0,0,0
7,0.18761304674128426,0.7170481957976917,0.5132720767657049,0.4504364265420007,0.5805718376764596,0.2470964717482354,0.45487593607658455,0.6252919184458325,0.5894556421399669,1.0,0.5950222779677827,0.4295851641787944,0.453096317249314,0.33475343275832226,0.09518790791426592,0.1467039571174394,0.12886885595718486,0.25422172905715196,0.3608149409974139,0.1305173884203544,0.06475876878330167,0.06975117783557544,0.4931969666366758,0.3107488149434458,0.38899033965890656,0.317930527818154,0.37686634762766474,0.5919468789828961,0.28367977358425445,0.41866966868457933,0.29483378274194233,0.023697978083655452,0.048697688518799735,0,0,0,0,0,1
8,0.3841726463331011,0.5347055311422504,0.5867833514862204,0.4583464257619693,0.5068302705135457,0.6832320555681496,0.4573488767080986,0.36232969646170676,0.4781707377990908,0.4234995005902116,0.25909531761600235,0.240066689519773,0.3769021072031834,0.32364023827381294,0.11198133721344732,0.07699282690918581,0.15752924063848445,0.2417539195617785,0.14354477473427182,0.04187908651568275,0.08002373523539466,0.06297556149548938,0.20583536842878383,0.08648566198901769,0.4363377213071968,0.20377010462382233,0.2624275597587462,0.22106221054343095,0.3243077666468208,0.16138579906360903,0.20684430772535317,0.48849163576854526,0.6698233640103128,1,1,0,0,0,0
9,0.15991490786184404,0.372588954073257,0.5749349566431486,0.3234637643350814,0.24603770327819074,0.004051844238391937,0.1344306338300008,0.05248985218947133,0.029529759228732688,0.2467124711199894,0.1701967461770133,0.11938670572470306,0.15344733457667237,0.23203210638666127,0.33257991392887465,0.36718301841270673,0.44325996181925204,0.24501603424466795,0.4331059984243979,0.25704775893110965,0.2327147418671556,0.14333922509202238,0.35601623179890196,0.26977049795841745,0.612597031203818,0.35951003718906094,0.26230339102768957,0.26620301165955973,0.3834916690395451,0.37705767452956795,0.42740101184060636,0.016166697841083044,0.07664405525750029,0,0,1,1,1,0
