,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_11,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5128608253427279,0.5297333315420018,0.1358240288331135,0.15751488013378373,0.4594759515170231,0.5832736775134382,0.34275801970378694,0.309345362377554,0.4552071725565372,0.02755864986010126,0.5713540485187081,0.3264036946410648,0.2397882202003958,0.12868852459016394,0.13163165962634835,0.24565315641440805,0.2582031178274361,0.6136395062838025,0.4347157517853729,0.4489412071236212,0.2856471055197467,0.6630820082680392,0.2970804878776131,0.273670615951024,0.28641072750495755,0.19624448220411178,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.16719004156876938,0.853088987372979,0.26057713749388434,0.15393026519662506,0.3676593531127501,0.10056880067772,0.319751717748784,0.34901167294514557,0.28925261246545286,0.20864107118742664,0.27373586950543005,0.028513142996172663,0.011350872701583373,0.2362473240311298,0.11672644808051971,0.05970419154110996,0.06270139079724613,0.07567233140705834,0.20778171535594278,0.44400018321634577,0.2104294188091435,0.13203614327850233,0.2059960480788313,0.15551371408052594,0.08663107983180751,0.07146215078413456,0.06749183968578476,0.08564940300751193,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.22827642557836897,0.3781660199491516,0.4695598863024133,0.11742378400976977,0.27048498417355055,0.44835923581131765,0.4576919150301537,0.2575350327734322,0.42916978187751975,0.17347444859305838,0.13416466287729034,0.1498159895563413,0.3514035832708414,0.32488076060519916,0.18289749831591695,0.13148779513911746,0.5399643781788803,0.3161510394070704,0.21827226039706898,0.25416525026105957,0.243409869448543,0.5299325114399095,0.27258968777025616,0.153845138048881,0.3146870313333052,0.10806680120446253,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.48034618930495887,0.4731279197285571,0.266415243898663,0.21376783690713258,0.5186048019763763,0.521326758076766,0.6682861643246241,0.4825095827230515,0.44857610247906265,0.09521536921104592,0.23401259632771843,0.17306603165023365,0.24303358299979222,0.18949903660886322,0.2523052279936349,0.2038464069925099,0.4400580231725455,0.4789100269466306,0.40744202030757676,0.3937736505810485,0.622807244613566,0.46122860483744743,0.44493484030656383,0.35579213699773404,0.2989148987584048,0.22019479129179065,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.45695016258566123,0.30153746386339303,0.178553514035707,0.045284015270702915,0.30923307341928513,0.18833824328386095,0.47846766960060094,0.4780947780651729,0.7374035133466839,0.34099735174943624,0.5354545955370047,0.5142681894815562,0.45688600572817384,0.4246241195236741,0.38590833886588044,0.5230323693182566,0.5038284276821946,0.6863839575076356,0.3667830322498067,0.21839447795190803,0.4815131198605611,0.5426798390586589,0.6957735663376377,0.7838413877253496,0.8278260002378095,0.5733587831466356,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.5447459203812859,0.6975353214842092,0.3355317343836117,0.2337473732850715,0.4465516868679071,0.4432438480232038,0.5205515164331918,0.314015966011198,0.42985631662901236,0.06613140188839917,0.2213248018354927,0.21439312269622496,0.44578653969516,0.34710192994093303,0.24895813827557997,0.23364092303236927,0.5203723765630451,0.6019032894247873,0.5235995364079329,0.4572767965281609,0.4099729923291312,0.3399885831085249,0.3477842722094654,0.2401738882403588,0.445213702423738,0.1777106101122009,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.33287500374429624,0.5350082685329134,0.18478334912466482,0.05032290715456639,0.3358993283409249,0.1618880379572204,0.28079901699834475,0.14615989903082044,0.39295660163260815,0.08699924202015666,0.13039038245911944,0.08870185351617026,0.15565905620657566,0.10515335291702202,0.13664459322200143,0.18975958859329273,0.2813756633187051,0.4038092579565156,0.23478728944170818,0.21691870205000535,0.21498710016998437,0.28214453416320634,0.11392136104732653,0.12142596808527498,0.121324981876623,0.14121457563651107,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.3744972658317164,0.4504364265420007,0.1883255615211697,0.20139064614436758,0.45487593607658455,0.6252919184458325,0.5950222779677827,0.4295851641787944,0.578031702830275,0.10168159231913759,0.09518790791426592,0.1467039571174394,0.20875037269269342,0.1305173884203544,0.06475876878330167,0.13611875331832685,0.4931969666366758,0.38899033965890656,0.317930527818154,0.37686634762766474,0.28367977358425445,0.4234101518262423,0.41866966868457933,0.19407131953284706,0.29483378274194233,0.11077729743026736,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.19699923782770914,0.4583464257619693,0.49750125401750056,0.22733323798312305,0.4573488767080986,0.36232969646170676,0.25909531761600235,0.240066689519773,0.3784925163637697,0.07315909154712108,0.11198133721344732,0.07699282690918581,0.05257632294612445,0.04187908651568275,0.08002373523539466,0.11551419256607036,0.20583536842878383,0.4363377213071968,0.20377010462382233,0.2624275597587462,0.3243077666468208,0.17376692968483853,0.16138579906360903,0.09429950823222427,0.20684430772535317,0.09946154511951237,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.030532712814025142,0.372588954073257,0.9296861946967454,0.3234637643350814,0.01992184839083236,0.02983728119877216,0.1344306338300008,0.05248985218947133,0.1701967461770133,0.11938670572470306,0.22810269907979897,0.03988284064643516,0.33257991392887465,0.36718301841270673,0.32561415238387803,0.25704775893110965,0.2327147418671556,0.2348589957920325,0.35601623179890196,0.612597031203818,0.35951003718906094,0.26230339102768957,0.3834916690395451,0.5619136183259523,0.37705767452956795,0.3361584009888177,0.42740101184060636,0.18684429907478695,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
