,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_10,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5297333315420018,0.2456306769286976,0.15751488013378373,0.30128534205231683,0.4161983615565211,0.5819163211154492,0.3235212456008769,0.5246449355041527,0.35479816207253545,0.24024365559548128,0.13163165962634835,0,1,1,0,0,0
1,0.35524878369553525,0.16719004156876938,0.853088987372979,0.15393026519662506,0.5390779578352896,0.10056880067772,0.13350195768205975,0.19135727309056394,0.39056872181361424,0.2656691715225292,0.192754014303063,0.15425845648739725,0.12867071623682574,0.06270139079724613,1,0,0,0,0,1
2,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.3781660199491516,0.43564258376049003,0.11742378400976977,0.23307529507912667,0.2727846046256056,0.6260500216915361,0.43373730744822003,0.35130857810557625,0.5509843388451909,0.241480170667137,0.18289749831591695,0,1,0,0,0,1
3,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.4731279197285571,0.5814363468695597,0.21376783690713258,0.37169695393556024,0.5164140941105947,0.7681184862334411,0.42557909767495516,0.352152636822205,0.33350587963554923,0.49152175525017894,0.2523052279936349,0,0,1,0,0,0
4,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.30153746386339303,0.15000847343852133,0.045284015270702915,0.22723203555688398,0.275625655627154,0.3999899109133649,0.7054174118733053,0.3675717808777636,0.5260582725296663,0.48521492716184733,0.38590833886588044,0,0,0,1,0,0
5,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.6975353214842092,0.3632265973532059,0.2337473732850715,0.27571765249959335,0.5063392901743343,0.5679631142992623,0.3176022615819535,0.34572027779292996,0.3519284627155626,0.38129655719733946,0.24895813827557997,0,1,1,0,0,0
6,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.5350082685329134,0.22731264347072044,0.05032290715456639,0.15797695498287379,0.17368187721664408,0.25055237749326553,0.2505895546068194,0.18472756138804594,0.2231467083527534,0.14272029307611686,0.13664459322200143,1,1,0,0,0,0
7,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.4504364265420007,0.2470964717482354,0.20139064614436758,0.30727297492654837,0.5894556421399669,1.0,0.33475343275832226,0.25422172905715196,0.3608149409974139,0.22423709825785654,0.06475876878330167,0,0,0,0,0,1
8,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.4583464257619693,0.6832320555681496,0.22733323798312305,0.35644758298562623,0.4781707377990908,0.4234995005902116,0.32364023827381294,0.2417539195617785,0.14354477473427182,0.17726355406897634,0.08002373523539466,1,1,0,0,0,0
9,0.028333719702238365,0.030532712814025142,0.372588954073257,0.3234637643350814,0.004051844238391937,0.02983728119877216,0.12014731230213939,0.029529759228732688,0.2467124711199894,0.23203210638666127,0.24501603424466795,0.4331059984243979,0.23822955892284914,0.2327147418671556,0,0,1,1,1,0
10,0.3204028539783118,0.19532803180914515,0.6455731816891255,0.5240044122904869,0.4749835483239098,0.12974596503581132,0.3045930583703742,0.36203887556821024,0.4996418374244578,0.25305234235273755,0.6687342277293384,0.36741122802096954,0.44007110462681104,0.1667084140923096,0,1,1,0,0,0
11,0.2053967402585793,0.16505512380263876,0.5996215282118751,0.5362368680517804,0.25563813795638274,0.11340807322896151,0.23333881505883936,0.40364466257055787,0.43263214181220144,0.2804585184330468,0.5661444890717363,0.31618972393966516,0.31698274289905676,0.16371962266812254,0,0,1,0,0,0
12,0.4665427255826216,0.26301283209831916,0.6043988815967041,0.37340582344541656,0.589480611232038,0.14815222294346098,0.2307864295227104,0.397361569009441,0.32757448268208267,0.1669232821785035,0.10090951633138778,0.2562271341777791,0.17524244312932508,0.020148199307884418,1,0,0,0,0,0
13,0.03858234430469506,0.19580245797939644,0.5707035588639771,0.603206470289929,0.09748195817862887,0.16977104947575722,0.2965195504906635,0.29335256506318985,0.5140046611580251,0.29890598857670336,0.29582750770131805,0.6428549332431419,0.2749763017978569,0.14392080472824045,0,0,1,0,1,0
14,0.11570612326531726,0.1503930959696368,0.6045707548988566,0.5354939333011027,0.22137023204016187,0.11611455227575285,0.20635850249457738,0.4401662170937607,0.5567400143265029,0.25670866266658976,0.42001036412233683,0.3661552834227687,0.33380896743977256,0.12689352947327717,0,0,0,0,1,0
15,0.685300254094374,0.29967919754202055,0.5524991733490057,0.46154214806198307,0.8487150085504699,0.24577250173280668,0.4095708720915353,0.1800617538338577,0.463228305941463,0.2437799284601626,0.024965763944912255,0.06894393413818278,0.014406302419120498,0.011431498959556877,1,0,0,0,0,1
16,0.05432498321946814,0.0713333634556299,0.6735421206431402,0.5355581004050749,0.07576574573962114,0.05306239204339169,0.10041714558217545,0.2489463135021729,0.46884994501447763,0.32333554491432526,0.23851979662204253,0.30245888792189635,0.18926997512941326,0.172615472163384,0,0,1,1,1,0
17,0.32139377658180185,0.26488794505693125,0.6389889970707929,0.5893578055973366,0.5212089065742879,0.27251823572772377,0.3782370005880843,0.5037136595234525,0.7930405480391858,0.40924645185484343,0.18187814548241973,0.2546319401766159,0.17155093460097842,0.09958584932502923,0,1,1,0,0,0
18,0.2322410457112294,0.2701066329296946,0.6986583600412681,0.49793732839059485,0.5463254988874485,0.1563816795572816,0.3055645446701301,0.5160519381587491,0.7871908956082205,0.6730496019154214,0.24954997889853203,0.33126930834367924,0.23712130473382864,0.32624599852951786,0,0,0,0,1,1
19,0.00916982201272442,0.1263893909271644,0.5446590867930965,0.5058593589425582,0.04858691657074441,0.09516684453148205,0.14461399875793318,0.158418252659973,0.46288931263052757,0.25402772168695553,0.3026503156607343,0.42324817382768193,0.17554906680187504,0.18525724115177497,0,0,1,1,1,0
20,0.277947729590252,0.14585215976866084,0.8658458655181962,0.3863719899361919,0.28711311050024096,0.06268909596998673,0.16728473366904245,0.42870366901443624,0.5060443718030205,0.32052118790745976,0.33202226707281013,0.4368068072609684,0.2054118076166924,0.07824197132154515,1,0,0,0,0,1
21,0.2093861885995415,0.10853063437556487,0.8963158355951828,0.5593843487209391,0.28384258332031137,0.08251460508510006,0.04740020587360515,0.15108615565213046,0.225390195425608,0.17305681359256908,0.32867187073843657,0.20046133794190074,0.15039490323317634,0.10433938144095897,0,1,0,0,0,0
22,0.24787913774581777,0.10637312488704154,0.6943359860164535,0.5941853775602424,0.1916735811392263,0.06244705312840376,0.3459049451145912,0.16167141215844938,0.3093737703925663,0.26874675474528353,0.15389286196194843,0.24741799238596474,0.21621678494056917,0.2219998394953344,0,1,0,0,0,0
