,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM1,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.46740414790778545,0.1358240288331135,0.2456306769286976,0.15751488013378373,0.30128534205231683,0.4594759515170231,0.43005327178846864,0.4161983615565211,0.5819163211154492,0.34275801970378694,0.3889293971515566,0.3235212456008769,0.02755864986010126,0.35479816207253545,0.2397882202003958,0.12868852459016394,0.17325195289171308,0.24565315641440805,0.14460729523229277,0.6136395062838025,0.45831376607260116,0.37060930771691875,0.6630820082680392,0.28641072750495755,0.19624448220411178,0.1643231565242122,0.031926147286293116,0.008472739978717466,0.1367350963273928,0.058442009940120096,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.3327572888959274,0.3676593531127501,0.5390779578352896,0.10056880067772,0.13350195768205975,0.319751717748784,0.17118206055891894,0.19135727309056394,0.39056872181361424,0.28925261246545286,0.34132771021650943,0.2656691715225292,0.028513142996172663,0.15425845648739725,0.11672644808051971,0.05970419154110996,0.07369747497670863,0.07567233140705834,0.041256200283007124,0.44400018321634577,0.29467338434633306,0.16747439145280318,0.15551371408052594,0.06749183968578476,0.08564940300751193,0.02510065047735592,0.1845635967477681,0.15676355740498302,0.1913774393803673,0.15372754503508523,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.4712781464016883,0.4695598863024133,0.43564258376049003,0.11742378400976977,0.23307529507912667,0.27048498417355055,0.4468474461780947,0.2727846046256056,0.6260500216915361,0.4576919150301537,0.4868936432154358,0.43373730744822003,0.17347444859305838,0.5509843388451909,0.3514035832708414,0.32488076060519916,0.10273225675449703,0.13148779513911746,0.09250718075686669,0.3161510394070704,0.3456860299320653,0.3929869557692005,0.5299325114399095,0.3146870313333052,0.10806680120446253,0.1405740795340985,0.10107642444666454,0.0,0.10511395287689791,0.025554507958492907,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.47286197234081745,0.266415243898663,0.5814363468695597,0.21376783690713258,0.37169695393556024,0.5186048019763763,0.3755963011672714,0.5164140941105947,0.7681184862334411,0.6682861643246241,0.515022662235592,0.42557909767495516,0.09521536921104592,0.33350587963554923,0.24303358299979222,0.18949903660886322,0.16102876185470966,0.2038464069925099,0.11236272662108296,0.4789100269466306,0.3785494656809726,0.28408047876050957,0.46122860483744743,0.2989148987584048,0.22019479129179065,0.23583391823241323,0.026907170511963157,0.11716851546387075,0.057287836856201896,0.1345748749141295,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.539992210957018,0.178553514035707,0.15000847343852133,0.045284015270702915,0.22723203555688398,0.30923307341928513,0.30262776785577217,0.275625655627154,0.3999899109133649,0.47846766960060094,0.6444282411393774,0.7054174118733053,0.34099735174943624,0.5260582725296663,0.45688600572817384,0.4246241195236741,0.3353115071307422,0.5230323693182566,0.3402285116449043,0.6863839575076356,0.4748448254246184,0.3707535442858717,0.5426798390586589,0.8278260002378095,0.5733587831466356,0.41236820201587965,0.018334310270729477,0.0817034875674155,0.10873653577906423,0.17288188389472484,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.571374620647751,0.3355317343836117,0.3632265973532059,0.2337473732850715,0.27571765249959335,0.4465516868679071,0.40884997415729774,0.5063392901743343,0.5679631142992623,0.5205515164331918,0.4006580658871981,0.3176022615819535,0.06613140188839917,0.3519284627155626,0.44578653969516,0.34710192994093303,0.2497390172236688,0.23364092303236927,0.17289111545688532,0.6019032894247873,0.3598435185795125,0.31422067670553183,0.3399885831085249,0.445213702423738,0.1777106101122009,0.1049713377707387,0.13680293118753256,0.03055677195243422,0.22487755747779545,0.13678650991647961,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.5537212880039042,0.18478334912466482,0.22731264347072044,0.05032290715456639,0.15797695498287379,0.3358993283409249,0.223291183288727,0.17368187721664408,0.25055237749326553,0.28079901699834475,0.24012076754811829,0.2505895546068194,0.08699924202015666,0.2231467083527534,0.15565905620657566,0.10515335291702202,0.07270789039917824,0.18975958859329273,0.08297131582548156,0.4038092579565156,0.19782447476513976,0.17709628184350074,0.28214453416320634,0.121324981876623,0.14121457563651107,0.2133868396402414,0.10503255172085905,0.2032215357458076,0.4209326577269142,0.23767344452695432,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.5132720767657049,0.1883255615211697,0.2470964717482354,0.20139064614436758,0.30727297492654837,0.45487593607658455,0.6827519151745278,0.5894556421399669,1.0,0.5950222779677827,0.453096317249314,0.33475343275832226,0.10168159231913759,0.3608149409974139,0.20875037269269342,0.1305173884203544,0.11396825207233462,0.13611875331832685,0.06975117783557544,0.38899033965890656,0.2883771533726166,0.5919468789828961,0.4234101518262423,0.29483378274194233,0.11077729743026736,0.1043633906230023,0.023697978083655452,0.033895497768510474,0.1320630060920447,0.048697688518799735,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.5867833514862204,0.49750125401750056,0.6832320555681496,0.22733323798312305,0.35644758298562623,0.4573488767080986,0.38077917027014585,0.4781707377990908,0.4234995005902116,0.25909531761600235,0.3769021072031834,0.32364023827381294,0.07315909154712108,0.14354477473427182,0.05257632294612445,0.04187908651568275,0.04831047992164546,0.11551419256607036,0.06297556149548938,0.4363377213071968,0.12565156322049137,0.22106221054343095,0.17376692968483853,0.20684430772535317,0.09946154511951237,0.18761301163449068,0.48849163576854526,0.6557845154820222,0.6300793035371294,0.6698233640103128,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.5749349566431486,0.01992184839083236,0.004051844238391937,0.02983728119877216,0.12014731230213939,0.1344306338300008,0.14640274700250244,0.029529759228732688,0.2467124711199894,0.1701967461770133,0.15344733457667237,0.23203210638666127,0.03988284064643516,0.4331059984243979,0.32561415238387803,0.25704775893110965,0.24774312606005588,0.2348589957920325,0.14333922509202238,0.612597031203818,0.6365483139573184,0.26620301165955973,0.5619136183259523,0.42740101184060636,0.18684429907478695,0.1358566184048824,0.016166697841083044,0.0,0.047225601739820225,0.07664405525750029,0,0,1,1,1,0
10,0.32707560566057087,0.3204028539783118,0.5210210433439233,0.34461020181940916,0.4749835483239098,0.12974596503581132,0.3045930583703742,0.5136644792712113,0.495439914437627,0.36203887556821024,0.4996418374244578,0.43959425658676765,0.3810150189981716,0.25305234235273755,0.1770210456378728,0.36741122802096954,0.22040097216324395,0.23577497709971892,0.1547824944459043,0.23626662454311298,0.08174941875426185,0.5743398161959792,0.5860169698618146,0.550781762203725,0.6997863936433695,0.29552036147027577,0.1232136918780778,0.09041191680778173,0.050364302770102336,0.2303238666143301,0.16362955733518725,0.0,0,1,1,0,0,0
11,0.3585586169288001,0.2053967402585793,0.4095249330174623,0.26089137421740016,0.25563813795638274,0.11340807322896151,0.23333881505883936,0.46466702694356526,0.37569864850342616,0.40364466257055787,0.43263214181220144,0.508296811078458,0.41538943503797787,0.2804585184330468,0.1092801063043336,0.31618972393966516,0.1740370976048283,0.17563410088758333,0.13535032607916675,0.2555214764305554,0.09272284277450593,0.5235752768554545,0.2366441492650856,0.2890605741139941,0.4119978639364338,0.25750921511393754,0.11160866812137558,0.0876983329723919,0.20303365648378857,0.3028421711814529,0.3187522004001943,0.321139303524098,0,0,1,0,0,0
12,0.553228479949895,0.4665427255826216,0.6439276168437246,0.46546033279457033,0.589480611232038,0.14815222294346098,0.2307864295227104,0.4171580328881341,0.34739346921647996,0.397361569009441,0.32757448268208267,0.1903945861985985,0.2782801616585019,0.1669232821785035,0.3260904148302032,0.2562271341777791,0.09948139247025237,0.05000868631352854,0.024596282936384703,0.047025682204114946,0.02318338535311418,0.42059170237368876,0.20756100204207834,0.09167151826034964,0.1329745605877858,0.06287373471978763,0.029182250121858433,0.04620659244319085,0.738662886534091,0.7760784776408607,0.6871615840207496,0.7871607245663366,1,0,0,0,0,0
13,0.11762800265642971,0.03858234430469506,0.512225403915206,0.08482112446665555,0.09748195817862887,0.16977104947575722,0.2965195504906635,0.47694155794024556,0.3928827662438016,0.29335256506318985,0.5140046611580251,0.44677899235038043,0.43750206103597733,0.29890598857670336,0.13809269812750904,0.6428549332431419,0.2266224555253386,0.19568921949524623,0.14907192852535772,0.16768684648158633,0.1179389693382667,0.45525437688293685,0.4684678462980159,0.4703475839063459,0.43746950124757167,0.49077337915639035,0.1492139560945166,0.33571206788134333,0.011122072550269528,0.008084753492445609,0.03585036833028062,0.06187126793546431,0,0,1,0,1,0
14,0.2493534401304458,0.11570612326531726,0.3420055654489688,0.27739486379202505,0.22137023204016187,0.11611455227575285,0.20635850249457738,0.4315009650274068,0.39425422054827475,0.4401662170937607,0.5567400143265029,0.2465817357125668,0.2655054026623088,0.25670866266658976,0.0816091631341063,0.3661552834227687,0.18276849685131147,0.10822199058719481,0.1084696973316452,0.18817820018341297,0.14166516979583058,0.5004893691308114,0.3659846281016322,0.5991403500490404,0.6701485116608815,0.22195671101939685,0.15687623282023716,0.24236739315915956,0.04613417427103475,0.03173547943558176,0.1075421919773966,0.09428818560824134,0,0,0,0,1,0
15,0.384383216979553,0.685300254094374,0.749325649867974,0.6341055604064875,0.8487150085504699,0.24577250173280668,0.4095708720915353,0.6153620010808307,0.2567618326314012,0.1800617538338577,0.463228305941463,0.045219534605596134,0.25568021515383577,0.2437799284601626,0.0035185237172828676,0.06894393413818278,0.07658315338676015,0.02964796740263432,0.04206242086906668,8.687982939960259e-05,0.02205158207516412,0.3654014512117341,0.07628363001196349,0.09516204322901095,0.12717404314480119,0.045605704356898175,0.005033778705066105,0.05600419561808394,0.7474540719522212,0.7448892423372669,0.7160965680441729,0.7304631027970842,1,0,0,0,0,1
16,0.14232955925943924,0.05432498321946814,0.23408740534373593,0.06413757655699431,0.07576574573962114,0.05306239204339169,0.10041714558217545,0.2120052497490929,0.2191635152216076,0.2489463135021729,0.46884994501447763,0.36648168539571657,0.32691511463024103,0.32333554491432526,0.058822978954362115,0.30245888792189635,0.20060082579665892,0.18742616633500742,0.1317879410429756,0.19564898793774488,0.07322541973853655,0.47024441233357145,0.4675222429286931,0.2088230820470054,0.39122648718822217,0.21840107704640738,0.12277181266143398,0.12966234145755984,0.15740244336526052,0.12513925538359613,0.28752378660463207,0.09857573153332054,0,0,1,1,1,0
17,0.3433219409214356,0.32139377658180185,0.4208057942723062,0.36573342993912594,0.5212089065742879,0.27251823572772377,0.3782370005880843,0.3489594688489153,0.37783463740897494,0.5037136595234525,0.7930405480391858,0.5772837651588629,0.3678995020537078,0.40924645185484343,0.061901687206984635,0.2546319401766159,0.21363558334312122,0.15482564199753626,0.13416903561787824,0.12375022487834632,0.09924112871756553,0.320589714649184,0.4225582714795399,0.22828977388950955,0.731868779405401,0.1925297165849037,0.14870146731232659,0.10182723342300339,0.37437950921250923,0.5749409511795016,0.8320754843108681,0.05716041863091116,0,1,1,0,0,0
18,0.3338084670996863,0.2322410457112294,0.5638218345297001,0.48993999294034596,0.5463254988874485,0.1563816795572816,0.3055645446701301,0.4364437582027329,0.6116215400203672,0.5160519381587491,0.7871908956082205,0.7643074870014805,0.7396389431373913,0.6730496019154214,0.21083068976165747,0.33126930834367924,0.25995789701936195,0.15443159922928712,0.1445934163063472,0.15372288844717663,0.10104919853124593,0.38603122283083086,0.4411005973238363,0.49590368144173635,0.3687149552071154,0.3795476251663707,0.13616029738015734,0.1115987444456331,0.05826654814132708,0.03898413339474562,0.10368731366231265,0.1867657897444883,0,0,0,0,1,1
19,0.10942114669215112,0.00916982201272442,0.649294622974768,0.05121964813197838,0.04858691657074441,0.09516684453148205,0.14461399875793318,0.1698405002702077,0.18045063532108918,0.158418252659973,0.46288931263052757,0.3226312795793803,0.3119840539936465,0.25402772168695553,0.03972375845708992,0.42324817382768193,0.4541899693714369,0.12814602482706342,0.12287152719715248,0.14580980337953764,0.08270216061808847,0.5261943199475934,0.37379701189335296,0.2571344651970272,0.4881457679240593,0.20904212678309103,0.1423648282365375,0.10671951197238407,0.04601969430721793,0.04280897678207185,0.1513167863238722,0.1021473885630213,0,0,1,1,1,0
20,0.4353953058943583,0.277947729590252,0.3877834839969102,0.2622537636006713,0.28711311050024096,0.06268909596998673,0.16728473366904245,0.26350775882035055,0.4727095945510279,0.42870366901443624,0.5060443718030205,0.45514508025173006,0.5159496704174469,0.32052118790745976,0.09352161178331134,0.4368068072609684,0.24063118331059535,0.14299093464733567,0.09431630873605505,0.11467786451134483,0.071435931769718,0.4280804544456756,0.28064339278239014,0.34458378571166326,0.4080664021139664,0.2799937095580197,0.13124723825489598,0.1131642735814349,0.16411860124251423,0.23640515772444792,0.31762526126270657,0.10876226870586535,1,0,0,0,0,1
21,0.2582945937336335,0.2093861885995415,0.3333907546322182,0.18966937286739619,0.28384258332031137,0.08251460508510006,0.04740020587360515,0.20969844823592992,0.20032444105561054,0.15108615565213046,0.225390195425608,0.21616921046298798,0.2213259514658087,0.17305681359256908,0.11019716833702964,0.20046133794190074,0.11249446607818869,0.1505535550712278,0.04240163875683811,0.08454460489423038,0.04488810632419013,0.3952186151264107,0.2743259122947563,0.23749468947177949,0.3140473800996216,0.212333101916667,0.028965865969378224,0.05789848587240416,0.10743725653458515,0.1200171530867615,0.4450624133766506,0.17478702722547163,0,1,0,0,0,0
22,0.4263947605703765,0.24787913774581777,0.35376976752453865,0.22479424823973101,0.1916735811392263,0.06244705312840376,0.3459049451145912,0.5321936230988962,0.24331748655411867,0.16167141215844938,0.3093737703925663,0.2098887195455441,0.2753415823626617,0.26874675474528353,0.09972581716777557,0.24741799238596474,0.1721108410657656,0.13520641839603273,0.07781228350971071,0.1135299976744288,0.14776226725535452,0.3455090821725311,0.17318035099947088,0.23136856901588698,0.4477769286720499,0.14415084786719495,0.15561209382416852,0.28547684712868915,0.010113647950965041,0.1100418163212982,0.05902810273139297,0.1727628472019424,0,1,0,0,0,0
23,0.586417653379119,0.3703505047796107,0.5042994870866716,0.6369975415064312,0.5152114728156687,0.20163268898595055,0.33969012462737264,0.7939393190766619,0.6507663256794585,0.9999999999999999,0.8819092587548047,0.7244532600214395,0.5419920050124396,0.44605485201638495,0.43206722626166216,0.49069693582514945,0.21705080366097163,0.1180146245933226,0.0711103413678603,0.09461476693827585,0.05023573604095212,0.39950259354836487,0.4250678390731812,0.5384324894182808,0.591786283157323,0.22380548725993715,0.12504270739851586,0.0994919857954323,0.005378681578672445,0.07670334008717218,0.011029854138534969,0.045719546214327236,0,0,0,0,0,1
