,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,BHSUM1,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5297333315420018,0.1358240288331135,0.2456306769286976,0.30128534205231683,0.4594759515170231,0.43005327178846864,0.5819163211154492,0.309345362377554,0.4552071725565372,0.3264036946410648,0.24674511271627048,0.5246449355041527,0.2397882202003958,0.12868852459016394,0.17325195289171308,0.20486316283662914,0.13163165962634835,0.24565315641440805,0.6136395062838025,0.45831376607260116,0.2856471055197467,0.273670615951024,0.28641072750495755,0.19702610433538126,0.19624448220411178,0.1367350963273928,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.16719004156876938,0.853088987372979,0.15393026519662506,0.3676593531127501,0.5390779578352896,0.13350195768205975,0.319751717748784,0.17118206055891894,0.39056872181361424,0.20864107118742664,0.27373586950543005,0.2362473240311298,0.0692848342039925,0.192754014303063,0.11672644808051971,0.05970419154110996,0.07369747497670863,0.08034129919981581,0.06270139079724613,0.07567233140705834,0.44400018321634577,0.29467338434633306,0.2059960480788313,0.07146215078413456,0.06749183968578476,0.09352608699763891,0.08564940300751193,0.1913774393803673,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.3781660199491516,0.4695598863024133,0.43564258376049003,0.23307529507912667,0.27048498417355055,0.4468474461780947,0.6260500216915361,0.2575350327734322,0.42916978187751975,0.1498159895563413,0.3122133042577883,0.35130857810557625,0.3514035832708414,0.32488076060519916,0.10273225675449703,0.21460801587237344,0.18289749831591695,0.13148779513911746,0.3161510394070704,0.3456860299320653,0.243409869448543,0.153845138048881,0.3146870313333052,0.19808213046178286,0.10806680120446253,0.10511395287689791,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.4731279197285571,0.266415243898663,0.5814363468695597,0.37169695393556024,0.5186048019763763,0.3755963011672714,0.7681184862334411,0.4825095827230515,0.44857610247906265,0.17306603165023365,0.391381786952572,0.352152636822205,0.24303358299979222,0.18949903660886322,0.16102876185470966,0.18512612546981705,0.2523052279936349,0.2038464069925099,0.4789100269466306,0.3785494656809726,0.622807244613566,0.35579213699773404,0.2989148987584048,0.23579329628310325,0.22019479129179065,0.057287836856201896,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.30153746386339303,0.178553514035707,0.15000847343852133,0.22723203555688398,0.30923307341928513,0.30262776785577217,0.3999899109133649,0.4780947780651729,0.7374035133466839,0.5142681894815562,0.4388800122972752,0.3675717808777636,0.45688600572817384,0.4246241195236741,0.3353115071307422,0.485055343750028,0.38590833886588044,0.5230323693182566,0.6863839575076356,0.4748448254246184,0.4815131198605611,0.7838413877253496,0.8278260002378095,0.715683091287942,0.5733587831466356,0.10873653577906423,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.6975353214842092,0.3355317343836117,0.3632265973532059,0.27571765249959335,0.4465516868679071,0.40884997415729774,0.5679631142992623,0.314015966011198,0.42985631662901236,0.21439312269622496,0.33430400334546995,0.34572027779292996,0.44578653969516,0.34710192994093303,0.2497390172236688,0.36160105192248365,0.24895813827557997,0.23364092303236927,0.6019032894247873,0.3598435185795125,0.4099729923291312,0.2401738882403588,0.445213702423738,0.14145075923550016,0.1777106101122009,0.22487755747779545,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.5350082685329134,0.18478334912466482,0.22731264347072044,0.15797695498287379,0.3358993283409249,0.223291183288727,0.25055237749326553,0.14615989903082044,0.39295660163260815,0.08870185351617026,0.24413194174261366,0.18472756138804594,0.15565905620657566,0.10515335291702202,0.07270789039917824,0.11210673199810409,0.13664459322200143,0.18975958859329273,0.4038092579565156,0.19782447476513976,0.21498710016998437,0.12142596808527498,0.121324981876623,0.12902747874550402,0.14121457563651107,0.4209326577269142,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.4504364265420007,0.1883255615211697,0.2470964717482354,0.30727297492654837,0.45487593607658455,0.6827519151745278,1.0,0.4295851641787944,0.578031702830275,0.1467039571174394,0.12886885595718486,0.25422172905715196,0.20875037269269342,0.1305173884203544,0.11396825207233462,0.12249914333433165,0.06475876878330167,0.13611875331832685,0.38899033965890656,0.2883771533726166,0.28367977358425445,0.19407131953284706,0.29483378274194233,0.1369650124358897,0.11077729743026736,0.1320630060920447,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.4583464257619693,0.49750125401750056,0.6832320555681496,0.35644758298562623,0.4573488767080986,0.38077917027014585,0.4234995005902116,0.240066689519773,0.3784925163637697,0.07699282690918581,0.15752924063848445,0.2417539195617785,0.05257632294612445,0.04187908651568275,0.04831047992164546,0.08768119265848767,0.08002373523539466,0.11551419256607036,0.4363377213071968,0.12565156322049137,0.3243077666468208,0.09429950823222427,0.20684430772535317,0.06966304885775802,0.09946154511951237,0.6300793035371294,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.030532712814025142,0.372588954073257,0.3234637643350814,0.01992184839083236,0.004051844238391937,0.12014731230213939,0.1344306338300008,0.14640274700250244,0.2467124711199894,0.11938670572470306,0.22810269907979897,0.36718301841270673,0.44325996181925204,0.24501603424466795,0.32561415238387803,0.25704775893110965,0.24774312606005588,0.1706235176985778,0.2327147418671556,0.2348589957920325,0.612597031203818,0.6365483139573184,0.3834916690395451,0.3361584009888177,0.42740101184060636,0.4654774026170534,0.18684429907478695,0.047225601739820225,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
