,Att3,Att9,Att11,Att14,Att17,Att19,Att20,Att21,Att23,Att27,Att30,Att31,Att32,Att34,Att39,Att40,Att45,Att51,Att54,Att57,Att58,Att61,Att62,Att63,Att65,Att67,Att68,Att70,Att71,Att72,Att73,Att75,Att76,Att77,Att80,Att81,Att83,Att84,Att86,Att88,Att92,Att93,Att94,Att95,Att97,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.2634857228682506,0.55302673374166,0.3451703750190419,0.4534048441050045,0.7401755517048606,0.08830300493479026,0.22859534303703388,0.4882604432841327,0.6261409498243746,0.7749131429539869,0.7774714684367421,0.6585375669041008,0.38537553886997655,0.49690517112745713,0.7574883149677112,0.4960961041672912,0.5572007141923965,0.5501908138469506,0.5132312355842212,0.35602399805354595,0.3689468990474346,0.2080931312254608,0.40443621534076546,0.6184097200488138,0.5355303692270406,0.5798419623831549,0.49839004155904937,0.25166179891066665,0.5312225813752991,0.28213249076689284,0.866499488256769,0.6374643382964542,0.7982461511911754,0.6572648571831563,0.44618303958867933,0.31498922538864815,0.279674421257493,0.1593587358473338,0.318556215989317,0.2379759505771385,0.38940416695009183,0.30127581247070084,0.4334571002831732,0.32744194825890155,0.34522199794887876,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.34690426263221436,0.36625656691541153,0.10029542693684318,0.34331464395601224,0.6051800176065765,0.40261912892139584,0.3398143901827408,0.5629683638775226,0.5642348979032691,0.4982082249943136,0.3303978830355647,0.5497427994498536,0.4922721411722664,0.7218453469800548,0.6186466266001597,0.5800228868671352,0.6566109287443608,0.4745998486236705,0.5539578026398729,0.5121622578866807,0.5396527407925706,0.4445893859984746,0.38459839597298656,0.4244308904626388,0.5584557393151218,0.5624196953238103,0.6603739822850497,0.5477415747487233,0.4307645552365281,0.5169938776645238,0.5355063840303877,0.3951582694977995,0.5187604205228981,0.38481641256011134,0.34897873498243165,0.27281651557039716,0.3728241076285086,0.239963305788897,0.8378165189039477,0.15435376113166277,0.3326237701015129,0.2688212792084032,0.43487954331498746,0.3766820212932008,0.5512274066380555,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9141552432282549,0.4167439244950378,0.32779369851349077,0.5505902940429932,0.6377232683118034,0.3358493787451533,0.2865046571888788,0.5159547121634613,0.3877982631395861,0.60142204719493,0.42314408535433495,0.5813383424116961,0.4149122140305541,0.45634357021669325,0.6947658673494511,0.5129077175467015,0.5559648835788713,0.608290642552683,0.41276166778018847,0.5009162501193435,0.5729495791625734,0.5029748683328668,0.5150999113812579,0.5591587635469056,0.46356904590304043,0.6160299552577594,0.5963974291790343,0.4207267547845178,0.4536518747027662,0.4826378502530556,0.4072294140875794,0.3729888836203433,0.532133482897121,0.38959471579009,0.34169219438280785,0.20037420973364825,0.2903874698647688,0.41311661112125636,0.3409330419928501,0.15237303350554365,0.5391366802844122,0.46813544849071714,0.5181187674164713,0.2887758769016324,0.3547949858577149,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.48659081850163766,0.5688582559488529,0.3636628773724319,0.3943682171902375,0.7265325967986873,0.40996899233345085,0.36374305601051854,0.605195410822371,0.8298018402962699,0.639372666901556,0.5005644112231059,0.55760440117131,0.47128138046720514,0.7514838599147815,0.8474372826621157,0.5183410225901856,0.6836614954021216,0.3639150699119627,0.457133346396557,0.17566593674640352,0.3733013052285673,0.5357549129623114,0.31592442682564337,0.46874294905854014,0.5499639638490437,0.4847046277338343,0.5324031788199275,0.5136577924034536,0.6610428550719846,0.626778040161198,0.674183427040996,0.3203957218404098,0.4680516162074446,0.33638003943996314,0.794833393536523,0.8114296182249651,0.22022611335159417,0.21159947954711467,0.2518569151303867,0.2631415187520357,0.3155822486485621,0.2231139962866216,0.3489232087458637,0.5855666510579447,0.690824498487788,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.3895118104777914,0.2993107588491877,0.19916124269407492,0.4266698171027407,0.7337658582349299,0.5173653947832217,0.3269215563572944,0.5858750723867662,0.5437355120536635,0.5416345180381681,0.4196716124959876,0.4725932869827878,0.39482418137766706,0.4077658098780305,0.46444693634293566,0.3317779084876784,0.4466068210787978,0.5597179619965741,0.45480557437656555,0.5735048183976864,0.6441631746557317,0.6048316894735625,0.5723798438198845,0.6628709856639955,0.34208065719734415,0.5046251521692937,0.6608547576606985,0.5162621011781472,0.6672787245459793,0.6482776140177884,0.47318116247646125,0.4176298108642439,0.6281553830438087,0.5050524136352628,0.4584011596541679,0.45809368388227223,0.21401752538454155,0.39387640385317746,0.23657422143990345,0.1864810043454198,0.3371792460757285,0.36181323109443764,0.3708536349338479,0.39680638287832093,0.41555945312142767,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.456491285837247,0.4374110268451956,0.39781469999648456,0.43682894163920355,0.7259007306086691,0.4069632314064152,0.36013523130064684,0.648791833817186,0.4765160587244759,0.791266574197548,0.7781011517060576,0.8100112917314699,0.7314190698300819,0.28113480742979985,0.7272619165961369,0.4696562938367755,0.6542016475387551,0.3226690037047365,0.6312747738921246,0.4341008275509481,0.43796923490209616,0.459925942854795,0.43434017929321694,0.6131171165925484,0.9177865511809015,0.9044704508580065,0.8922601063604911,0.3070403331743701,0.29317869123036344,0.12635189675153968,0.5979887550804955,0.4947281223016779,0.6341759749712609,0.5506532077570583,0.41302007346352865,0.29536139346978846,0.07427352008714003,0.36354090577063547,0.5372835078543992,0.24949621199081662,0.2185538114349049,0.2872983511271174,0.2397399015000479,0.2801559904218106,0.30713581166264936,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.5944433853814648,0.5874875247605008,0.5881027184746648,0.5186632383318648,0.7472867237416759,0.11691900555163906,0.29676786799473176,0.5537105026269469,0.6309125443681332,0.5915511174342941,0.5145787034975065,0.5998584390897492,0.5389566490521356,0.5900111634898616,0.7497921267362644,0.6764681863243216,0.5769916587318495,0.568865872604868,0.32935731300506865,0.44432895073192213,0.6425747847395868,0.22662539256193037,0.2747125446913484,0.6664446757355421,0.739423549146294,0.6344709870499712,0.5861153251329506,0.4130459024250204,0.316107973113535,0.4230409052578732,0.710826122813003,0.5372845161721087,0.487340891314816,0.4670628404757279,0.4580164847279363,0.35791287178002734,0.17038769244466456,0.5103091901022644,0.1695616830619665,0.5178212525719007,0.29166850059419247,0.3900363832334445,0.3243855966838474,0.3471379774726212,0.43461887684780554,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.2988593891709847,0.23714227092420628,0.2104353804028691,0.3379348272453564,0.6531986351690295,0.44708869404300317,0.41275141251872255,0.5881369796514351,0.47423492868774997,0.573827374129757,0.5032705134683106,0.6582120715000959,0.6192154399832522,0.6878022293820841,0.7755015203780833,0.5264589344064868,0.6728332652645679,0.7173325897303111,0.38271900769864564,0.46631741367999924,0.48533043039587925,0.3765872598085915,0.40806291652892335,0.5807731592342162,0.42616415901828597,0.6321881994078058,0.6598961564515828,0.3846389279706559,0.34348145642648054,0.43654521704754023,0.5989021025796696,0.4649539241171005,0.2885569785145866,0.3710762958369815,0.3503403434865622,0.30546897177625165,0.4523769446179486,0.3335734911431702,0.11197163361609255,0.15554140329785854,0.4214055353934675,0.3515159270465107,0.6016774305079267,0.24123340363308132,0.3781934455571015,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.7111213166270962,0.6302769629821016,0.6595338009298982,0.6263699753811993,0.7408009921370142,0.43423813667606626,0.28856385081633534,0.5835290722453372,0.42725319312028426,0.6036419750333379,0.4833325910237881,0.6022884102331021,0.5369058429306527,0.500703244596484,0.7790551080151287,0.502490781678515,0.764947371270587,0.35617894275584594,0.48238707590755964,0.3647537828040641,0.46217929595436935,0.33868433013463295,0.38634437965491475,0.500738756705218,0.37855817127695535,0.23032225137076484,0.6337700949850901,0.19660909981707364,0.36538075171219375,0.40305951427167064,0.5924294237583176,0.4297861938706571,0.5170694775751739,0.29796466370911295,0.42858650729240455,0.29702268331872017,0.2583262270064534,0.1455541796018992,0.28932747777852463,0.2265099738109676,0.37312889376157876,0.30344502588168126,0.41112549630484246,0.31102738060235147,0.33207914453872633,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.4396362985171192,0.5845757911961539,0.4350002148322811,0.46452870370561444,0.6138140942573002,0.24472511676066266,0.23040490320773346,0.49127536403615235,0.6368431746188112,0.5355801693879645,0.285529110564703,0.5392145026548589,0.3545094399752517,0.6555206773254045,0.7203953633345939,0.4708347504101339,0.6850444487077332,0.56325857467235,0.31489136670436113,0.4028559285232512,0.6649981023660294,0.5015150386848436,0.34089741061035816,0.5840205347676617,0.45946921619777154,0.43637784454802,0.5813616463164643,0.5272701102382631,0.3989519568473763,0.5857224671523851,0.7213108148402853,0.39983771873737484,0.3387257944648409,0.35264702829724215,0.36712061435400417,0.24271752339160435,0.5537384380177591,0.049594252191380556,0.3689608250194347,0.14800775343648298,0.36778116109619513,0.2874742998042417,0.3311586427976842,0.5384404103762912,0.4970425313710505,0,0,1,1,0,0,0,0,0,0,0,1,1,0
