,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,BHSUM1,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.2292269112597145,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.5928313370930776,0.1358240288331135,0.2456306769286976,0.15751488013378373,0.5832736775134382,0.4552071725565372,0.2613899879107593,0.5713540485187081,0.3264036946410648,0.24674511271627048,0.5246449355041527,0.24024365559548128,0.12868852459016394,0.17325195289171308,0.13163165962634835,0.24565315641440805,0.14460729523229277,0.47005092223213024,0.4489412071236212,0.2856471055197467,0.6630820082680392,0.19702610433538126,0.19624448220411178,0.1367350963273928,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.16719004156876938,0.26057713749388434,0.3327572888959274,0.15393026519662506,0.2680428419720624,0.3676593531127501,0.5390779578352896,0.10056880067772,0.34901167294514557,0.27373586950543005,0.18179058138256943,0.011350872701583373,0.2362473240311298,0.0692848342039925,0.192754014303063,0.12867071623682574,0.05970419154110996,0.07369747497670863,0.06270139079724613,0.07567233140705834,0.041256200283007124,0.3007345003989299,0.13203614327850233,0.2059960480788313,0.15551371408052594,0.09352608699763891,0.08564940300751193,0.1913774393803673,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.15224561720585583,0.22827642557836897,0.4712781464016883,0.3781660199491516,0.2799486130612836,0.4695598863024133,0.43564258376049003,0.11742378400976977,0.44835923581131765,0.42916978187751975,0.2504368611935377,0.13416466287729034,0.1498159895563413,0.3122133042577883,0.35130857810557625,0.241480170667137,0.32488076060519916,0.10273225675449703,0.18289749831591695,0.13148779513911746,0.09250718075686669,0.29185830947575914,0.25416525026105957,0.243409869448543,0.5299325114399095,0.19808213046178286,0.10806680120446253,0.10511395287689791,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.2543263148382433,0.48034618930495887,0.47286197234081745,0.4731279197285571,0.37647136341847987,0.266415243898663,0.5814363468695597,0.21376783690713258,0.521326758076766,0.44857610247906265,0.305121441916694,0.23401259632771843,0.17306603165023365,0.391381786952572,0.352152636822205,0.49152175525017894,0.18949903660886322,0.16102876185470966,0.2523052279936349,0.2038464069925099,0.11236272662108296,0.6089665368188859,0.3937736505810485,0.622807244613566,0.46122860483744743,0.23579329628310325,0.22019479129179065,0.057287836856201896,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.10004744261702525,0.45695016258566123,0.539992210957018,0.30153746386339303,0.3619904655188092,0.178553514035707,0.15000847343852133,0.045284015270702915,0.18833824328386095,0.7374035133466839,0.41872595889658193,0.5354545955370047,0.5142681894815562,0.4388800122972752,0.3675717808777636,0.48521492716184733,0.4246241195236741,0.3353115071307422,0.38590833886588044,0.5230323693182566,0.3402285116449043,0.4227659923968649,0.21839447795190803,0.4815131198605611,0.5426798390586589,0.715683091287942,0.5733587831466356,0.10873653577906423,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.2918624615940719,0.5447459203812859,0.571374620647751,0.6975353214842092,0.39285461072159034,0.3355317343836117,0.3632265973532059,0.2337473732850715,0.4432438480232038,0.42985631662901236,0.26692905813825685,0.2213248018354927,0.21439312269622496,0.33430400334546995,0.34572027779292996,0.38129655719733946,0.34710192994093303,0.2497390172236688,0.24895813827557997,0.23364092303236927,0.17289111545688532,0.3487351574599896,0.4572767965281609,0.4099729923291312,0.3399885831085249,0.14145075923550016,0.1777106101122009,0.22487755747779545,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.08123983372492327,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.4294535475329183,0.18478334912466482,0.22731264347072044,0.05032290715456639,0.1618880379572204,0.39295660163260815,0.25081464996153413,0.13039038245911944,0.08870185351617026,0.24413194174261366,0.18472756138804594,0.14272029307611686,0.10515335291702202,0.07270789039917824,0.13664459322200143,0.18975958859329273,0.08297131582548156,0.21184352560191488,0.21691870205000535,0.21498710016998437,0.28214453416320634,0.12902747874550402,0.14121457563651107,0.4209326577269142,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.30471715163564084,0.3744972658317164,0.5132720767657049,0.4504364265420007,0.5805718376764596,0.1883255615211697,0.2470964717482354,0.20139064614436758,0.6252919184458325,0.578031702830275,0.26288465765468727,0.09518790791426592,0.1467039571174394,0.12886885595718486,0.25422172905715196,0.22423709825785654,0.1305173884203544,0.11396825207233462,0.06475876878330167,0.13611875331832685,0.06975117783557544,0.3107488149434458,0.37686634762766474,0.28367977358425445,0.4234101518262423,0.1369650124358897,0.11077729743026736,0.1320630060920447,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.29717151635640704,0.19699923782770914,0.5867833514862204,0.4583464257619693,0.5068302705135457,0.49750125401750056,0.6832320555681496,0.22733323798312305,0.36232969646170676,0.3784925163637697,0.2482443125618199,0.11198133721344732,0.07699282690918581,0.15752924063848445,0.2417539195617785,0.17726355406897634,0.04187908651568275,0.04831047992164546,0.08002373523539466,0.11551419256607036,0.06297556149548938,0.08648566198901769,0.2624275597587462,0.3243077666468208,0.17376692968483853,0.06966304885775802,0.09946154511951237,0.6300793035371294,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.030532712814025142,0.9296861946967454,0.5749349566431486,0.3234637643350814,0.24603770327819074,0.01992184839083236,0.004051844238391937,0.02983728119877216,0.05248985218947133,0.22810269907979897,0.13066545774260896,0.33257991392887465,0.36718301841270673,0.44325996181925204,0.24501603424466795,0.23822955892284914,0.25704775893110965,0.24774312606005588,0.2327147418671556,0.2348589957920325,0.14333922509202238,0.26977049795841745,0.26230339102768957,0.3834916690395451,0.5619136183259523,0.4654774026170534,0.18684429907478695,0.047225601739820225,0.07265829345242146,0,0,1,1,1,0
