,Att1,Att2,Att5,Att9,Att15,Att19,Att20,Att22,Att26,Att27,Att30,Att33,Att34,Att37,Att44,Att45,Att46,Att47,Att48,Att50,Att51,Att52,Att57,Att58,Att60,Att63,Att67,Att68,Att70,Att71,Att75,Att76,Att77,Att79,Att80,Att81,Att82,Att83,Att84,Att86,Att87,Att88,Att89,Att93,Att94,Att95,Att96,Att100,Att102,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.4210303135005127,0.2775782013460367,0.6311389031752218,0.55302673374166,0.744253852853194,0.08830300493479026,0.22859534303703388,0.3222251795927026,0.69425995835064,0.7749131429539869,0.7774714684367421,0.6956348480753024,0.49690517112745713,0.7306255676719928,0.39162663469737524,0.5572007141923965,0.42437141684430735,0.4908178125064297,0.4499102425775728,0.49604140736893243,0.5501908138469506,0.5961712318297291,0.35602399805354595,0.3689468990474346,0.2849430371949334,0.6184097200488138,0.5798419623831549,0.49839004155904937,0.25166179891066665,0.5312225813752991,0.6374643382964542,0.7982461511911754,0.6572648571831563,0.2581716205834775,0.44618303958867933,0.31498922538864815,0.2424010508563255,0.279674421257493,0.1593587358473338,0.318556215989317,0.32733439523254804,0.2379759505771385,0.3033989399056713,0.30127581247070084,0.4334571002831732,0.32744194825890155,0.32079313573901874,0.2739701989948456,0.250671106047613,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.2997359263555369,0.44583646960743356,0.5322035355339391,0.36625656691541153,0.40007059281738366,0.40261912892139584,0.3398143901827408,0.5631705593618566,0.4140992581650749,0.4982082249943136,0.3303978830355647,0.7381793283831267,0.7218453469800548,0.41199011111269745,0.5559147008487221,0.6566109287443608,0.43503553128587885,0.5782217670309975,0.32322205893295636,0.47227165115663705,0.4745998486236705,0.5379652208092822,0.5121622578866807,0.5396527407925706,0.5139623378344138,0.4244308904626388,0.5624196953238103,0.6603739822850497,0.5477415747487233,0.4307645552365281,0.3951582694977995,0.5187604205228981,0.38481641256011134,0.3998588461610527,0.34897873498243165,0.27281651557039716,0.18285623639814544,0.3728241076285086,0.239963305788897,0.8378165189039477,0.21617573639540694,0.15435376113166277,0.28146202420752897,0.2688212792084032,0.43487954331498746,0.3766820212932008,0.2342252420324678,0.23175880581660752,0.1278159341427228,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9884195742064891,0.8045495451559057,0.5613367857677491,0.4167439244950378,0.5132003159096196,0.3358493787451533,0.2865046571888788,0.34676489940511823,0.43875715361072165,0.60142204719493,0.42314408535433495,0.5914817626762914,0.45634357021669325,0.46090298149293196,0.5347527344960796,0.5559648835788713,0.4948599271027012,0.4793426500206894,0.32124553538209694,0.49051687809494743,0.608290642552683,0.5320080651618492,0.5009162501193435,0.5729495791625734,0.45542930731090464,0.5591587635469056,0.6160299552577594,0.5963974291790343,0.4207267547845178,0.4536518747027662,0.3729888836203433,0.532133482897121,0.38959471579009,0.4272401926187784,0.34169219438280785,0.20037420973364825,0.493430756471839,0.2903874698647688,0.41311661112125636,0.3409330419928501,0.3048958308568893,0.15237303350554365,0.18449800787164913,0.46813544849071714,0.5181187674164713,0.2887758769016324,0.22979836475339427,0.27933218315669905,0.1425662916373646,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.5499529962374554,0.4389654988378149,0.609990025092894,0.5688582559488529,0.5513515414117481,0.40996899233345085,0.36374305601051854,0.5491841485542737,0.5859064122719598,0.639372666901556,0.5005644112231059,0.882218609384192,0.7514838599147815,0.6288460292339406,0.3450729621084295,0.6836614954021216,0.5058408629648053,0.6173326505464962,0.3334581256045837,0.48949625421234855,0.3639150699119627,0.41102627000822534,0.17566593674640352,0.3733013052285673,0.3453612680820004,0.46874294905854014,0.4847046277338343,0.5324031788199275,0.5136577924034536,0.6610428550719846,0.3203957218404098,0.4680516162074446,0.33638003943996314,0.23181957291595096,0.794833393536523,0.8114296182249651,0.1569827955672565,0.22022611335159417,0.21159947954711467,0.2518569151303867,0.23304065066421537,0.2631415187520357,0.29978362224061383,0.2231139962866216,0.3489232087458637,0.5855666510579447,0.2464387774607945,0.21750929607046793,0.16118396411525246,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.4635120672905416,0.44139660969536576,0.47256604114760337,0.2993107588491877,0.3966275025288998,0.5173653947832217,0.3269215563572944,0.45702002440055833,0.32503228605086665,0.5416345180381681,0.4196716124959876,0.5091057430874659,0.4077658098780305,0.34977271154739553,0.41465079619697304,0.4466068210787978,0.3699206906139526,0.41444437078068597,0.2808907377781085,0.4909144873990051,0.5597179619965741,0.5884350819982385,0.5735048183976864,0.6441631746557317,0.569263098190812,0.6628709856639955,0.5046251521692937,0.6608547576606985,0.5162621011781472,0.6672787245459793,0.4176298108642439,0.6281553830438087,0.5050524136352628,0.5444166161802272,0.4584011596541679,0.45809368388227223,0.5330243288824077,0.21401752538454155,0.39387640385317746,0.23657422143990345,0.35495434097530953,0.1864810043454198,0.23488738812529114,0.36181323109443764,0.3708536349338479,0.39680638287832093,0.2688296541494564,0.34804943259143367,0.1776784706049402,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4200408786899075,0.4131885463576585,0.5177540007084703,0.4374110268451956,0.6231249628102973,0.4069632314064152,0.36013523130064684,0.45199264470436284,0.6257738374540872,0.791266574197548,0.7781011517060576,0.5950215047779561,0.28113480742979985,0.5142188448980084,0.3782161762524288,0.6542016475387551,0.5464110280334942,0.5934152982353466,0.36839724867921725,0.37525358093379385,0.3226690037047365,0.37068299109775005,0.4341008275509481,0.43796923490209616,0.561203924750054,0.6131171165925484,0.9044704508580065,0.8922601063604911,0.3070403331743701,0.29317869123036344,0.4947281223016779,0.6341759749712609,0.5506532077570583,0.46046131073206376,0.41302007346352865,0.29536139346978846,0.2886028286291557,0.07427352008714003,0.36354090577063547,0.5372835078543992,0.2686327651380073,0.24949621199081662,0.13743192789877112,0.2872983511271174,0.2397399015000479,0.2801559904218106,0.3528265956236949,0.4845315530599341,0.33531711647449347,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.502291854102116,0.4114613718384976,0.7271203347300179,0.5874875247605008,0.7759922212665595,0.11691900555163906,0.29676786799473176,0.47567848008571273,0.5789246866729136,0.5915511174342941,0.5145787034975065,0.7018428123956559,0.5900111634898616,0.5945797826948864,0.2822130211342264,0.5769916587318495,0.41119448295689903,0.45191267948873287,0.38726723528536355,0.6189208827486563,0.568865872604868,0.5286029363594675,0.44432895073192213,0.6425747847395868,0.45859067906730233,0.6664446757355421,0.6344709870499712,0.5861153251329506,0.4130459024250204,0.316107973113535,0.5372845161721087,0.487340891314816,0.4670628404757279,0.19901067397835223,0.4580164847279363,0.35791287178002734,0.11536181628938624,0.17038769244466456,0.5103091901022644,0.1695616830619665,0.5084899106366905,0.5178212525719007,0.6788264604786521,0.3900363832334445,0.3243855966838474,0.3471379774726212,0.36717190415006135,0.17631189789860582,0.11145112078343594,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.296544382096839,0.3711584859755637,0.2647589348044221,0.23714227092420628,0.3264498574620124,0.44708869404300317,0.41275141251872255,0.47719844841632814,0.5438728801425549,0.573827374129757,0.5032705134683106,0.7883130873070133,0.6878022293820841,0.5150623217358928,0.5697677924665523,0.6728332652645679,0.472109311901704,0.5186638562672745,0.39040176910484414,0.5343463037035067,0.7173325897303111,0.7308244953814576,0.46631741367999924,0.48533043039587925,0.4482476469863526,0.5807731592342162,0.6321881994078058,0.6598961564515828,0.3846389279706559,0.34348145642648054,0.4649539241171005,0.2885569785145866,0.3710762958369815,0.42625836149123403,0.3503403434865622,0.30546897177625165,0.5192387970812021,0.4523769446179486,0.3335734911431702,0.11197163361609255,0.1305832256905647,0.15554140329785854,0.29364555927027,0.3515159270465107,0.6016774305079267,0.24123340363308132,0.18821185130338206,0.12235316495033166,0.03720292167317554,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6156438393660437,0.5601962188036579,0.778998744614217,0.6302769629821016,0.7461173950438974,0.43423813667606626,0.28856385081633534,0.4323978885275493,0.4497535486303768,0.6036419750333379,0.4833325910237881,0.6932985387881003,0.500703244596484,0.48777452809777294,0.6130457383591698,0.764947371270587,0.6109357297012044,0.6795218815654412,0.3455788656150012,0.39767930569575327,0.35617894275584594,0.4116187828011152,0.3647537828040641,0.46217929595436935,0.46308052432280394,0.500738756705218,0.23032225137076484,0.6337700949850901,0.19660909981707364,0.36538075171219375,0.4297861938706571,0.5170694775751739,0.29796466370911295,0.45886614743705845,0.42858650729240455,0.29702268331872017,0.22729777416607763,0.2583262270064534,0.1455541796018992,0.28932747777852463,0.30937720403521707,0.2265099738109676,0.30106992320655035,0.30344502588168126,0.41112549630484246,0.31102738060235147,0.4278850923486042,0.27744617923466813,0.22469893864061474,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.5532993500243433,0.3835339628579263,0.6552180028546316,0.5845757911961539,0.570769975603555,0.24472511676066266,0.23040490320773346,0.5921094052938133,0.44803115338106897,0.5355801693879645,0.285529110564703,0.8421972636064425,0.6555206773254045,0.6188198572898693,0.5002936816828263,0.6850444487077332,0.48414285146844366,0.5723407319688265,0.3886135966217725,0.6803725207169847,0.56325857467235,0.5065867914777153,0.4028559285232512,0.6649981023660294,0.32969969292852275,0.5840205347676617,0.43637784454802,0.5813616463164643,0.5272701102382631,0.3989519568473763,0.39983771873737484,0.3387257944648409,0.35264702829724215,0.23393063475507306,0.36712061435400417,0.24271752339160435,0.31325036317995364,0.5537384380177591,0.049594252191380556,0.3689608250194347,0.24528419011694103,0.14800775343648298,0.36800030768660985,0.2874742998042417,0.3311586427976842,0.5384404103762912,0.22969915624372386,0.22321954800201455,0.1266397516152944,0,0,1,1,0,0,0,0,0,0,0,1,1,0
