,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.6026286917415518,0.5128608253427279,0.46740414790778545,0.5928313370930776,0.2456306769286976,0.4161983615565211,0.34275801970378694,0.309345362377554,0.3264036946410648,0.4489412071236212,0,1,1,0,0,0
1,0.38428063127999956,0.853088987372979,0.26057713749388434,0.3327572888959274,0.2680428419720624,0.5390779578352896,0.19135727309056394,0.28925261246545286,0.20864107118742664,0.2362473240311298,0.13203614327850233,1,0,0,0,0,1
2,0.5417820755786644,0.7911424375162845,0.22827642557836897,0.4712781464016883,0.2799486130612836,0.43564258376049003,0.2727846046256056,0.4576919150301537,0.2575350327734322,0.1498159895563413,0.25416525026105957,0,1,0,0,0,1
3,0.1742877042940214,0.43898731455852125,0.48034618930495887,0.47286197234081745,0.37647136341847987,0.5814363468695597,0.5164140941105947,0.6682861643246241,0.4825095827230515,0.17306603165023365,0.3937736505810485,0,0,1,0,0,0
4,0.3474361673982647,0.1260260812770264,0.45695016258566123,0.539992210957018,0.3619904655188092,0.15000847343852133,0.275625655627154,0.47846766960060094,0.4780947780651729,0.5142681894815562,0.21839447795190803,0,0,0,1,0,0
5,0.22802641311801136,0.6846461407958984,0.5447459203812859,0.571374620647751,0.39285461072159034,0.3632265973532059,0.5063392901743343,0.5205515164331918,0.314015966011198,0.21439312269622496,0.4572767965281609,0,1,1,0,0,0
6,0.29083585748146706,0.7102249074910352,0.33287500374429624,0.5537212880039042,0.4294535475329183,0.22731264347072044,0.17368187721664408,0.28079901699834475,0.14615989903082044,0.08870185351617026,0.21691870205000535,1,1,0,0,0,0
7,0.18761304674128426,0.7170481957976917,0.3744972658317164,0.5132720767657049,0.5805718376764596,0.2470964717482354,0.5894556421399669,0.5950222779677827,0.4295851641787944,0.1467039571174394,0.37686634762766474,0,0,0,0,0,1
8,0.3841726463331011,0.5347055311422504,0.19699923782770914,0.5867833514862204,0.5068302705135457,0.6832320555681496,0.4781707377990908,0.25909531761600235,0.240066689519773,0.07699282690918581,0.2624275597587462,1,1,0,0,0,0
9,0.15991490786184404,0.372588954073257,0.9296861946967454,0.5749349566431486,0.24603770327819074,0.004051844238391937,0.029529759228732688,0.1701967461770133,0.11938670572470306,0.36718301841270673,0.26230339102768957,0,0,1,1,1,0
10,0.32707560566057087,0.6455731816891255,0.31036279733872074,0.5210210433439233,0.25752347014425025,0.4749835483239098,0.36203887556821024,0.43959425658676765,0.2249511774543717,0.23867346291692088,0.46452743620068093,0,1,1,0,0,0
11,0.3585586169288001,0.5996215282118751,0.3424227926125869,0.4095249330174623,0.22487681160537173,0.25563813795638274,0.40364466257055787,0.508296811078458,0.3754661514329936,0.20548780443359843,0.39249125221111936,0,0,1,0,0,0
12,0.553228479949895,0.6043988815967041,0.2238388521485604,0.6439276168437246,0.377606916120918,0.589480611232038,0.397361569009441,0.1903945861985985,0.17511712217062952,0.20424539682331422,0.099577215648517,1,0,0,0,0,0
13,0.11762800265642971,0.5707035588639771,0.6204661565548482,0.512225403915206,0.7882835776036794,0.09748195817862887,0.29335256506318985,0.44677899235038043,0.31177740035526186,0.3599818650036116,0.283605452839291,0,0,1,0,1,0
14,0.2493534401304458,0.6045707548988566,0.39524782248374984,0.3420055654489688,0.48719025651854264,0.22137023204016187,0.4401662170937607,0.2465817357125668,0.1652227658491487,0.23985354969958445,0.5239900095060323,0,0,0,0,1,0
15,0.384383216979553,0.5524991733490057,0.16335798467001938,0.749325649867974,0.5549712316373383,0.8487150085504699,0.1800617538338577,0.045219534605596134,0.1717436920232271,0.08272998754312345,0.08977602810691539,1,0,0,0,0,1
16,0.14232955925943924,0.6735421206431402,0.6837245429462453,0.23408740534373593,0.7690427602831676,0.07576574573962114,0.2489463135021729,0.36648168539571657,0.26958744948944074,0.3905099593055929,0.2715183393144664,0,0,1,1,1,0
17,0.3433219409214356,0.6389889970707929,0.26900762837943537,0.4208057942723062,0.3780727740161497,0.5212089065742879,0.5037136595234525,0.5772837651588629,0.3478138926111752,0.18013889891124418,0.17267595828744853,0,1,1,0,0,0
18,0.3338084670996863,0.6986583600412681,0.4227003364874176,0.5638218345297001,0.40596876093359613,0.5463254988874485,0.5160519381587491,0.7643074870014805,0.45130210767968254,0.25896891466274224,0.3867713483706416,0,0,0,0,1,1
19,0.10942114669215112,0.5446590867930965,0.5565804757419531,0.649294622974768,0.3197018201210537,0.04858691657074441,0.158418252659973,0.3226312795793803,0.15778122305670678,0.28368950961890993,0.273798158638785,0,0,1,1,1,0
20,0.4353953058943583,0.8658458655181962,0.27802863637725206,0.3877834839969102,0.3020504683239751,0.28711311050024096,0.42870366901443624,0.45514508025173006,0.29032015124601357,0.13186722675232682,0.28297443141916717,1,0,0,0,0,1
21,0.2582945937336335,0.8963158355951828,0.3168797864586281,0.3333907546322182,0.399568513092572,0.28384258332031137,0.15108615565213046,0.21616921046298798,0.09272388253503266,0.13934281047252306,0.24728508122874115,0,1,0,0,0,0
22,0.4263947605703765,0.6943359860164535,0.28944532828324854,0.35376976752453865,0.47130061050889094,0.1916735811392263,0.16167141215844938,0.2098887195455441,0.1343256256037894,0.2031079506069174,0.14845491351953216,0,1,0,0,0,0
23,0.586417653379119,0.6086510574706463,0.2724037882292641,0.5042994870866716,0.2496208402242283,0.5152114728156687,0.9999999999999999,0.7244532600214395,0.3514509125660921,0.2239351338585776,0.4424864686616442,0,0,0,0,0,1
24,0.33535265184033347,0.7464178963221915,0.1688975460714845,0.5074050851785177,0.2862848969563951,0.6114675335251045,0.3628552874768969,0.761122576222736,0.3725017399524239,0.15346959363175894,0.43405113716166555,0,0,0,0,0,1
25,0.2095231924669701,0.6716851178284375,0.1654311598664701,0.7852543074054084,0.35257427909550354,0.6872068685472565,0.3970368774664069,0.429709547804654,0.40136547311124265,0.1746043720793945,0.5411436143685613,0,0,1,0,0,1
26,0.1573556646203519,0.5244338404627844,0.40613498770206724,0.7010416633000333,0.359827636432014,0.5209447993995964,0.420914194015685,0.4677680466123635,0.25650794145449635,0.3374468724055766,0.4770298025310066,0,0,1,0,0,0
27,0.26404479215597343,0.4523193081135648,0.5415816572754172,0.4795376023321881,0.3732369455751592,0.8122814238017788,0.3512381987112243,0.18885408842639528,0.07126143953795167,0.33963611925655257,0.5044283454821918,1,1,0,0,0,1
28,0.42346836850942976,0.33748597614337794,0.3917917538949002,0.7936953999398852,0.4369030352818961,0.8789398738007884,0.22631000549477986,0.2269217026055379,0.11144654970031259,0.19522746373182948,0.078482780239666,0,1,0,0,0,0
29,0.2921316768442479,0.5650835706181945,0.5209079002985453,0.42244747243939246,0.33507012143901926,0.4156628759950788,0.8116820270742794,0.5519284479803983,0.3646031350306958,0.18281614335393925,0.4013703342581528,0,0,1,0,0,0
30,0.3599408242490997,0.5465468421932014,0.26795581397670887,0.5200104069370961,0.5089341448791082,0.24100219869222927,0.15388662021079969,0.5851011076999366,0.35360767448866165,0.12165499335608955,0.1362782356641093,0,0,0,0,0,1
31,0.29638628375204495,0.6358783824046603,0.4638687898767545,0.6887676182657905,0.4393043805284501,0.12147609499935072,0.12436622708426992,0.27637076955611795,0.1860463606427955,0.2194316340521002,0.11122057862628672,0,0,1,1,0,0
32,0.3308172840706005,0.8159256329576112,0.27373176527756055,0.34127675665543017,0.4680642660406934,0.3260711196603582,0.270724062140966,0.4308799614966712,0.24182092513530068,0.09551669068387449,0.20476237972426398,1,0,0,0,0,1
33,0.11011225035230089,0.7033264903378227,0.20903706686813758,0.4743622519060531,0.2905770318571277,0.9553372758665467,0.34426669663819354,0.3005028038882529,0.18522702483717163,0.1406176540691127,0.10480248011773637,0,0,0,0,0,1
34,0.5395845819092819,0.6610815749716952,0.2243195365726211,0.40977444095032783,0.3524555990030872,0.2816240830529029,0.2759456641190867,0.4538525205825088,0.27564352270248366,0.1687750057765211,0.08091323048362704,1,1,0,0,0,0
