,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_11,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM1,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.6026286917415518,0.5128608253427279,0.5297333315420018,0.5928313370930776,0.2456306769286976,0.43005327178846864,0.4161983615565211,0.5819163211154492,0.34275801970378694,0.3235212456008769,0.02755864986010126,0.5713540485187081,0.3264036946410648,0.12868852459016394,0.24565315641440805,0.14460729523229277,0.2582031178274361,0.6136395062838025,0.45831376607260116,0.4489412071236212,0.6630820082680392,0.2970804878776131,0.28641072750495755,0.19624448220411178,0.031926147286293116,0.008472739978717466,0.1367350963273928,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.853088987372979,0.26057713749388434,0.15393026519662506,0.2680428419720624,0.5390779578352896,0.17118206055891894,0.19135727309056394,0.39056872181361424,0.28925261246545286,0.2656691715225292,0.028513142996172663,0.011350872701583373,0.2362473240311298,0.05970419154110996,0.07567233140705834,0.041256200283007124,0.20778171535594278,0.44400018321634577,0.29467338434633306,0.13203614327850233,0.15551371408052594,0.08663107983180751,0.06749183968578476,0.08564940300751193,0.1845635967477681,0.15676355740498302,0.1913774393803673,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.7911424375162845,0.22827642557836897,0.3781660199491516,0.2799486130612836,0.43564258376049003,0.4468474461780947,0.2727846046256056,0.6260500216915361,0.4576919150301537,0.43373730744822003,0.17347444859305838,0.13416466287729034,0.1498159895563413,0.32488076060519916,0.13148779513911746,0.09250718075686669,0.5399643781788803,0.3161510394070704,0.3456860299320653,0.25416525026105957,0.5299325114399095,0.27258968777025616,0.3146870313333052,0.10806680120446253,0.10107642444666454,0.0,0.10511395287689791,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.43898731455852125,0.48034618930495887,0.4731279197285571,0.37647136341847987,0.5814363468695597,0.3755963011672714,0.5164140941105947,0.7681184862334411,0.6682861643246241,0.42557909767495516,0.09521536921104592,0.23401259632771843,0.17306603165023365,0.18949903660886322,0.2038464069925099,0.11236272662108296,0.4400580231725455,0.4789100269466306,0.3785494656809726,0.3937736505810485,0.46122860483744743,0.44493484030656383,0.2989148987584048,0.22019479129179065,0.026907170511963157,0.11716851546387075,0.057287836856201896,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.1260260812770264,0.45695016258566123,0.30153746386339303,0.3619904655188092,0.15000847343852133,0.30262776785577217,0.275625655627154,0.3999899109133649,0.47846766960060094,0.7054174118733053,0.34099735174943624,0.5354545955370047,0.5142681894815562,0.4246241195236741,0.5230323693182566,0.3402285116449043,0.5038284276821946,0.6863839575076356,0.4748448254246184,0.21839447795190803,0.5426798390586589,0.6957735663376377,0.8278260002378095,0.5733587831466356,0.018334310270729477,0.0817034875674155,0.10873653577906423,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.6846461407958984,0.5447459203812859,0.6975353214842092,0.39285461072159034,0.3632265973532059,0.40884997415729774,0.5063392901743343,0.5679631142992623,0.5205515164331918,0.3176022615819535,0.06613140188839917,0.2213248018354927,0.21439312269622496,0.34710192994093303,0.23364092303236927,0.17289111545688532,0.5203723765630451,0.6019032894247873,0.3598435185795125,0.4572767965281609,0.3399885831085249,0.3477842722094654,0.445213702423738,0.1777106101122009,0.13680293118753256,0.03055677195243422,0.22487755747779545,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.7102249074910352,0.33287500374429624,0.5350082685329134,0.4294535475329183,0.22731264347072044,0.223291183288727,0.17368187721664408,0.25055237749326553,0.28079901699834475,0.2505895546068194,0.08699924202015666,0.13039038245911944,0.08870185351617026,0.10515335291702202,0.18975958859329273,0.08297131582548156,0.2813756633187051,0.4038092579565156,0.19782447476513976,0.21691870205000535,0.28214453416320634,0.11392136104732653,0.121324981876623,0.14121457563651107,0.10503255172085905,0.2032215357458076,0.4209326577269142,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.7170481957976917,0.3744972658317164,0.4504364265420007,0.5805718376764596,0.2470964717482354,0.6827519151745278,0.5894556421399669,1.0,0.5950222779677827,0.33475343275832226,0.10168159231913759,0.09518790791426592,0.1467039571174394,0.1305173884203544,0.13611875331832685,0.06975117783557544,0.4931969666366758,0.38899033965890656,0.2883771533726166,0.37686634762766474,0.4234101518262423,0.41866966868457933,0.29483378274194233,0.11077729743026736,0.023697978083655452,0.033895497768510474,0.1320630060920447,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.5347055311422504,0.19699923782770914,0.4583464257619693,0.5068302705135457,0.6832320555681496,0.38077917027014585,0.4781707377990908,0.4234995005902116,0.25909531761600235,0.32364023827381294,0.07315909154712108,0.11198133721344732,0.07699282690918581,0.04187908651568275,0.11551419256607036,0.06297556149548938,0.20583536842878383,0.4363377213071968,0.12565156322049137,0.2624275597587462,0.17376692968483853,0.16138579906360903,0.20684430772535317,0.09946154511951237,0.48849163576854526,0.6557845154820222,0.6300793035371294,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.372588954073257,0.9296861946967454,0.3234637643350814,0.24603770327819074,0.004051844238391937,0.14640274700250244,0.029529759228732688,0.2467124711199894,0.1701967461770133,0.23203210638666127,0.03988284064643516,0.33257991392887465,0.36718301841270673,0.25704775893110965,0.2348589957920325,0.14333922509202238,0.35601623179890196,0.612597031203818,0.6365483139573184,0.26230339102768957,0.5619136183259523,0.37705767452956795,0.42740101184060636,0.18684429907478695,0.016166697841083044,0.0,0.047225601739820225,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
