,Att11,Att15,Att19,Att20,Att24,Att25,Att26,Att27,Att28,Att29,Att31,Att32,Att33,Att34,Att39,Att44,Att46,Att48,Att49,Att50,Att53,Att61,Att63,Att64,Att66,Att67,Att70,Att71,Att72,Att77,Att82,Att83,Att84,Att88,Att89,Att90,Att93,Att94,Att97,Att98,Att100,Att102,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.3451703750190419,0.744253852853194,0.08830300493479026,0.22859534303703388,0.643045030283524,0.6700257469056623,0.69425995835064,0.7749131429539869,0.7935141083658149,0.5464024367278156,0.6585375669041008,0.38537553886997655,0.6956348480753024,0.49690517112745713,0.7574883149677112,0.39162663469737524,0.42437141684430735,0.4499102425775728,0.42125524254908514,0.49604140736893243,0.547062558541064,0.2080931312254608,0.6184097200488138,0.4130812093601535,0.34841853363026,0.5798419623831549,0.25166179891066665,0.5312225813752991,0.28213249076689284,0.6572648571831563,0.2424010508563255,0.279674421257493,0.1593587358473338,0.2379759505771385,0.3033989399056713,0.2961559114785671,0.30127581247070084,0.4334571002831732,0.34522199794887876,0.2802405639621501,0.2739701989948456,0.250671106047613,0.903512860714437,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.10029542693684318,0.40007059281738366,0.40261912892139584,0.3398143901827408,0.47683237264827216,0.4753441211232071,0.4140992581650749,0.4982082249943136,0.5957720467368095,0.5237786290611623,0.5497427994498536,0.4922721411722664,0.7381793283831267,0.7218453469800548,0.6186466266001597,0.5559147008487221,0.43503553128587885,0.32322205893295636,0.45117767138032144,0.47227165115663705,0.5344087746798154,0.4445893859984746,0.4244308904626388,0.8214920977761242,0.7633074175097317,0.5624196953238103,0.5477415747487233,0.4307645552365281,0.5169938776645238,0.38481641256011134,0.18285623639814544,0.3728241076285086,0.239963305788897,0.15435376113166277,0.28146202420752897,0.26213239816045336,0.2688212792084032,0.43487954331498746,0.5512274066380555,0.36026490239166853,0.23175880581660752,0.1278159341427228,0.6354032947557599,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.32779369851349077,0.5132003159096196,0.3358493787451533,0.2865046571888788,0.44546624923193956,0.5097078170576899,0.43875715361072165,0.60142204719493,0.574729177745453,0.4149022380815264,0.5813383424116961,0.4149122140305541,0.5914817626762914,0.45634357021669325,0.6947658673494511,0.5347527344960796,0.4948599271027012,0.32124553538209694,0.36120550792413614,0.49051687809494743,0.5307595150228541,0.5029748683328668,0.5591587635469056,0.3841733180265086,0.5493399236169362,0.6160299552577594,0.4207267547845178,0.4536518747027662,0.4826378502530556,0.38959471579009,0.493430756471839,0.2903874698647688,0.41311661112125636,0.15237303350554365,0.18449800787164913,0.5395658525902749,0.46813544849071714,0.5181187674164713,0.3547949858577149,0.27859145256291235,0.27933218315669905,0.1425662916373646,0.2876492772624961,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.3636628773724319,0.5513515414117481,0.40996899233345085,0.36374305601051854,0.7470638148462416,0.4935261322470377,0.5859064122719598,0.639372666901556,0.6485049550292594,0.5459395362004007,0.55760440117131,0.47128138046720514,0.882218609384192,0.7514838599147815,0.8474372826621157,0.3450729621084295,0.5058408629648053,0.3334581256045837,0.27535315295252943,0.48949625421234855,0.36008771388487754,0.5357549129623114,0.46874294905854014,0.43441358374814526,0.6320633274683606,0.4847046277338343,0.5136577924034536,0.6610428550719846,0.626778040161198,0.33638003943996314,0.1569827955672565,0.22022611335159417,0.21159947954711467,0.2631415187520357,0.29978362224061383,0.1730319820725199,0.2231139962866216,0.3489232087458637,0.690824498487788,0.4937306346924466,0.21750929607046793,0.16118396411525246,0.4832183816363106,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.19916124269407492,0.3966275025288998,0.5173653947832217,0.3269215563572944,0.4986043245457471,0.41761056511871303,0.32503228605086665,0.5416345180381681,0.5354107812116087,0.8417876465092318,0.4725932869827878,0.39482418137766706,0.5091057430874659,0.4077658098780305,0.46444693634293566,0.41465079619697304,0.3699206906139526,0.2808907377781085,0.4427910774598226,0.4909144873990051,0.5300518795538605,0.6048316894735625,0.6628709856639955,0.5704382410461881,0.59110264255977,0.5046251521692937,0.5162621011781472,0.6672787245459793,0.6482776140177884,0.5050524136352628,0.5330243288824077,0.21401752538454155,0.39387640385317746,0.1864810043454198,0.23488738812529114,0.20674800430787507,0.36181323109443764,0.3708536349338479,0.41555945312142767,0.33300168305985245,0.34804943259143367,0.1776784706049402,0.7617122360618471,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.39781469999648456,0.6231249628102973,0.4069632314064152,0.36013523130064684,0.5238186499692775,0.45784126588289603,0.6257738374540872,0.791266574197548,0.7543018374731945,0.4984381663307296,0.8100112917314699,0.7314190698300819,0.5950215047779561,0.28113480742979985,0.7272619165961369,0.3782161762524288,0.5464110280334942,0.36839724867921725,0.3913714137252719,0.37525358093379385,0.42485830148288023,0.459925942854795,0.6131171165925484,0.29336240419999904,0.8723555715856901,0.9044704508580065,0.3070403331743701,0.29317869123036344,0.12635189675153968,0.5506532077570583,0.2886028286291557,0.07427352008714003,0.36354090577063547,0.24949621199081662,0.13743192789877112,0.5067243049951552,0.2872983511271174,0.2397399015000479,0.30713581166264936,0.2336058349556777,0.4845315530599341,0.33531711647449347,0.5890379203505632,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.5881027184746648,0.7759922212665595,0.11691900555163906,0.29676786799473176,0.5186675249436755,0.5460346979679709,0.5789246866729136,0.5915511174342941,0.6863721987733259,0.39629752475788843,0.5998584390897492,0.5389566490521356,0.7018428123956559,0.5900111634898616,0.7497921267362644,0.2822130211342264,0.41119448295689903,0.38726723528536355,0.39509631444159893,0.6189208827486563,0.5090477228811734,0.22662539256193037,0.6664446757355421,0.33054346790331285,0.44817922850495395,0.6344709870499712,0.4130459024250204,0.316107973113535,0.4230409052578732,0.4670628404757279,0.11536181628938624,0.17038769244466456,0.5103091901022644,0.5178212525719007,0.6788264604786521,0.6476752174186948,0.3900363832334445,0.3243855966838474,0.43461887684780554,0.3334769614045259,0.17631189789860582,0.11145112078343594,0.22292569725038197,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.2104353804028691,0.3264498574620124,0.44708869404300317,0.41275141251872255,0.37888784855312047,0.37181264317653945,0.5438728801425549,0.573827374129757,0.6484022900067712,0.4629454810095362,0.6582120715000959,0.6192154399832522,0.7883130873070133,0.6878022293820841,0.7755015203780833,0.5697677924665523,0.472109311901704,0.39040176910484414,0.4056875626322236,0.5343463037035067,0.8075437232322483,0.3765872598085915,0.5807731592342162,0.3273161025678257,0.5826172173927487,0.6321881994078058,0.3846389279706559,0.34348145642648054,0.43654521704754023,0.3710762958369815,0.5192387970812021,0.4523769446179486,0.3335734911431702,0.15554140329785854,0.29364555927027,0.579017708486454,0.3515159270465107,0.6016774305079267,0.3781934455571015,0.4898435368020818,0.12235316495033166,0.03720292167317554,0.47814837617745515,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6595338009298982,0.7461173950438974,0.43423813667606626,0.28856385081633534,0.41153992451063576,0.4342631490282898,0.4497535486303768,0.6036419750333379,0.5759738469506757,0.3328327689834777,0.6022884102331021,0.5369058429306527,0.6932985387881003,0.500703244596484,0.7790551080151287,0.6130457383591698,0.6109357297012044,0.3455788656150012,0.3503292135248488,0.39767930569575327,0.3923536970524788,0.33868433013463295,0.500738756705218,0.2979873491816445,0.513130934428972,0.23032225137076484,0.19660909981707364,0.36538075171219375,0.40305951427167064,0.29796466370911295,0.22729777416607763,0.2583262270064534,0.1455541796018992,0.2265099738109676,0.30106992320655035,0.26632027671197533,0.30344502588168126,0.41112549630484246,0.33207914453872633,0.29850613748862403,0.27744617923466813,0.22469893864061474,0.7872716441125371,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.4350002148322811,0.570769975603555,0.24472511676066266,0.23040490320773346,0.5016941217778037,0.4121322178551674,0.44803115338106897,0.5355801693879645,0.6073316668531554,0.37122313870856827,0.5392145026548589,0.3545094399752517,0.8421972636064425,0.6555206773254045,0.7203953633345939,0.5002936816828263,0.48414285146844366,0.3886135966217725,0.5008588501651635,0.6803725207169847,0.40713175870727614,0.5015150386848436,0.5840205347676617,0.4635857900635717,0.48704465882112863,0.43637784454802,0.5272701102382631,0.3989519568473763,0.5857224671523851,0.35264702829724215,0.31325036317995364,0.5537384380177591,0.049594252191380556,0.14800775343648298,0.36800030768660985,0.5532724550988022,0.2874742998042417,0.3311586427976842,0.4970425313710505,0.17207426354706495,0.22321954800201455,0.1266397516152944,0.6699461343077847,0,0,1,1,0,0,0,0,0,0,0,1,1,0
