,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.46740414790778545,0.15751488013378373,0.30128534205231683,0.309345362377554,0.3235212456008769,0.02755864986010126,0.12868852459016394,0.17325195289171308,0.20486316283662914,0.24565315641440805,0.4489412071236212,0.6630820082680392,0.2970804878776131,0.273670615951024,0.19702610433538126,0.19624448220411178,0.1184373246186931,0,1,1,0,0,0
1,0.35524878369553525,0.3327572888959274,0.10056880067772,0.13350195768205975,0.20864107118742664,0.2656691715225292,0.028513142996172663,0.05970419154110996,0.07369747497670863,0.08034129919981581,0.07567233140705834,0.13203614327850233,0.15551371408052594,0.08663107983180751,0.07146215078413456,0.09352608699763891,0.08564940300751193,0.20769645846985257,1,0,0,0,0,1
2,0.3564912248803393,0.4712781464016883,0.11742378400976977,0.23307529507912667,0.2575350327734322,0.43373730744822003,0.17347444859305838,0.32488076060519916,0.10273225675449703,0.21460801587237344,0.13148779513911746,0.25416525026105957,0.5299325114399095,0.27258968777025616,0.153845138048881,0.19808213046178286,0.10806680120446253,0.1336212374364537,0,1,0,0,0,1
3,0.24393514457015325,0.47286197234081745,0.21376783690713258,0.37169695393556024,0.4825095827230515,0.42557909767495516,0.09521536921104592,0.18949903660886322,0.16102876185470966,0.18512612546981705,0.2038464069925099,0.3937736505810485,0.46122860483744743,0.44493484030656383,0.35579213699773404,0.23579329628310325,0.22019479129179065,0.10254728521057734,0,0,1,0,0,0
4,0.1554475742851039,0.539992210957018,0.045284015270702915,0.22723203555688398,0.4780947780651729,0.7054174118733053,0.34099735174943624,0.4246241195236741,0.3353115071307422,0.485055343750028,0.5230323693182566,0.21839447795190803,0.5426798390586589,0.6957735663376377,0.7838413877253496,0.715683091287942,0.5733587831466356,0.19977714796726398,0,0,0,1,0,0
5,0.10964846490330929,0.571374620647751,0.2337473732850715,0.27571765249959335,0.314015966011198,0.3176022615819535,0.06613140188839917,0.34710192994093303,0.2497390172236688,0.36160105192248365,0.23364092303236927,0.4572767965281609,0.3399885831085249,0.3477842722094654,0.2401738882403588,0.14145075923550016,0.1777106101122009,0.189778897945864,0,1,1,0,0,0
6,0.16528861757205782,0.5537212880039042,0.05032290715456639,0.15797695498287379,0.14615989903082044,0.2505895546068194,0.08699924202015666,0.10515335291702202,0.07270789039917824,0.11210673199810409,0.18975958859329273,0.21691870205000535,0.28214453416320634,0.11392136104732653,0.12142596808527498,0.12902747874550402,0.14121457563651107,0.3455865919502737,1,1,0,0,0,0
7,0.08151474792838084,0.5132720767657049,0.20139064614436758,0.30727297492654837,0.4295851641787944,0.33475343275832226,0.10168159231913759,0.1305173884203544,0.11396825207233462,0.12249914333433165,0.13611875331832685,0.37686634762766474,0.4234101518262423,0.41866966868457933,0.19407131953284706,0.1369650124358897,0.11077729743026736,0.09634610895618011,0,0,0,0,0,1
8,0.3996599953635731,0.5867833514862204,0.22733323798312305,0.35644758298562623,0.240066689519773,0.32364023827381294,0.07315909154712108,0.04187908651568275,0.04831047992164546,0.08768119265848767,0.11551419256607036,0.2624275597587462,0.17376692968483853,0.16138579906360903,0.09429950823222427,0.06966304885775802,0.09946154511951237,0.6822456636903396,1,1,0,0,0,0
9,0.028333719702238365,0.5749349566431486,0.02983728119877216,0.12014731230213939,0.11938670572470306,0.23203210638666127,0.03988284064643516,0.25704775893110965,0.24774312606005588,0.1706235176985778,0.2348589957920325,0.26230339102768957,0.5619136183259523,0.37705767452956795,0.3361584009888177,0.4654774026170534,0.18684429907478695,0.07265829345242146,0,0,1,1,1,0
10,0.3204028539783118,0.5210210433439233,0.12974596503581132,0.3045930583703742,0.2249511774543717,0.25305234235273755,0.1770210456378728,0.23577497709971892,0.1547824944459043,0.20219558239324953,0.23626662454311298,0.46452743620068093,0.6997863936433695,0.3584155906122327,0.19087826238531147,0.22390275733150078,0.1232136918780778,0.24421345765679908,0,1,1,0,0,0
11,0.2053967402585793,0.4095249330174623,0.11340807322896151,0.23333881505883936,0.3754661514329936,0.2804585184330468,0.1092801063043336,0.17563410088758333,0.13535032607916675,0.18016061244625042,0.2555214764305554,0.39249125221111936,0.4119978639364338,0.3832679748307638,0.2366718255624165,0.11816774738594131,0.11160866812137558,0.3921009647085701,0,0,1,0,0,0
12,0.4665427255826216,0.6439276168437246,0.14815222294346098,0.2307864295227104,0.17511712217062952,0.1669232821785035,0.3260904148302032,0.05000868631352854,0.024596282936384703,0.04126295453870915,0.047025682204114946,0.099577215648517,0.1329745605877858,0.06276652849431907,0.06335669802500571,0.015849848846409678,0.029182250121858433,0.7868677983194946,1,0,0,0,0,0
13,0.03858234430469506,0.512225403915206,0.16977104947575722,0.2965195504906635,0.31177740035526186,0.29890598857670336,0.13809269812750904,0.19568921949524623,0.14907192852535772,0.16401302671447804,0.16768684648158633,0.283605452839291,0.43746950124757167,0.46871365520532027,0.30115097957394216,0.17755109117445866,0.1492139560945166,0.09524996209353533,0,0,1,0,1,0
14,0.11570612326531726,0.3420055654489688,0.11611455227575285,0.20635850249457738,0.1652227658491487,0.25670866266658976,0.0816091631341063,0.10822199058719481,0.1084696973316452,0.23177100899476466,0.18817820018341297,0.5239900095060323,0.6701485116608815,0.18688679807950379,0.233151275374108,0.23136744350260224,0.15687623282023716,0.10592191005343714,0,0,0,0,1,0
15,0.685300254094374,0.749325649867974,0.24577250173280668,0.4095708720915353,0.1717436920232271,0.2437799284601626,0.0035185237172828676,0.02964796740263432,0.04206242086906668,0.007940683659675735,8.687982939960259e-05,0.08977602810691539,0.12717404314480119,0.0494177377508723,0.06419127706439465,0.016987835209487198,0.005033778705066105,0.764931130015814,1,0,0,0,0,1
16,0.05432498321946814,0.23408740534373593,0.05306239204339169,0.10041714558217545,0.26958744948944074,0.32333554491432526,0.058822978954362115,0.18742616633500742,0.1317879410429756,0.21334797534601646,0.19564898793774488,0.2715183393144664,0.39122648718822217,0.27809173053410075,0.16732253310584894,0.21096880152067765,0.12277181266143398,0.3402747203467002,0,0,1,1,1,0
17,0.32139377658180185,0.4208057942723062,0.27251823572772377,0.3782370005880843,0.3478138926111752,0.40924645185484343,0.061901687206984635,0.15482564199753626,0.13416903561787824,0.17975948605456218,0.12375022487834632,0.17267595828744853,0.731868779405401,0.40778486863686525,0.2652059772762087,0.11719683381301087,0.14870146731232659,0.7818498296327177,0,1,1,0,0,0
18,0.2322410457112294,0.5638218345297001,0.1563816795572816,0.3055645446701301,0.45130210767968254,0.6730496019154214,0.21083068976165747,0.15443159922928712,0.1445934163063472,0.32008716854233726,0.15372288844717663,0.3867713483706416,0.3687149552071154,0.24926192109265502,0.1611688332268101,0.31111160147150146,0.13616029738015734,0.2190377221180058,0,0,0,0,1,1
19,0.00916982201272442,0.649294622974768,0.09516684453148205,0.14461399875793318,0.15778122305670678,0.25402772168695553,0.03972375845708992,0.12814602482706342,0.12287152719715248,0.2906790278351137,0.14580980337953764,0.273798158638785,0.4881457679240593,0.33314570721378944,0.11274476143188411,0.16728714768919417,0.1423648282365375,0.16945635848443086,0,0,1,1,1,0
20,0.277947729590252,0.3877834839969102,0.06268909596998673,0.16728473366904245,0.29032015124601357,0.32052118790745976,0.09352161178331134,0.14299093464733567,0.09431630873605505,0.23423083115007254,0.11467786451134483,0.28297443141916717,0.4080664021139664,0.23504085527689147,0.16225167311968816,0.06994360505253337,0.13124723825489598,0.4051165401024102,1,0,0,0,0,1
21,0.2093861885995415,0.3333907546322182,0.08251460508510006,0.04740020587360515,0.09272388253503266,0.17305681359256908,0.11019716833702964,0.1505535550712278,0.04240163875683811,0.11587426216577673,0.08454460489423038,0.24728508122874115,0.3140473800996216,0.2319804371812841,0.05381978374895019,0.09618664237281192,0.028965865969378224,0.32521234193588533,0,1,0,0,0,0
22,0.24787913774581777,0.35376976752453865,0.06244705312840376,0.3459049451145912,0.1343256256037894,0.26874675474528353,0.09972581716777557,0.13520641839603273,0.07781228350971071,0.10633446925851875,0.1135299976744288,0.14845491351953216,0.4477769286720499,0.11496138132585812,0.11984660648541867,0.11384592105968282,0.15561209382416852,0.15187214112949285,0,1,0,0,0,0
23,0.3703505047796107,0.5042994870866716,0.20163268898595055,0.33969012462737264,0.3514509125660921,0.44605485201638495,0.43206722626166216,0.1180146245933226,0.0711103413678603,0.1447913378284672,0.09461476693827585,0.4424864686616442,0.591786283157323,0.42530492350818594,0.19336087092020265,0.22010421559325027,0.12504270739851586,0.1359257167681547,0,0,0,0,0,1
24,0.39743572260833865,0.5074050851785177,0.11333105959754874,0.22824228128430063,0.3725017399524239,0.41003072174464894,0.11855366216557647,0.12302820682902177,0.12320955065574161,0.12580259005332461,0.09517904704235612,0.43405113716166555,0.44358306248906654,0.5047751468702473,0.2491033557472388,0.1470272076462596,0.12459399499810948,0.09876832474460974,0,0,0,0,0,1
25,0.3691717008262234,0.7852543074054084,0.07474723025975599,0.24037765950718015,0.40136547311124265,0.40926267812842543,0.11013166390612278,0.11687197953188669,0.138010319868135,0.16598897891748038,0.11025050350810221,0.5411436143685613,0.43401220870814194,0.3190737482479945,0.1621803641511328,0.18934075598861383,0.06633427023875142,0.4098093458206041,0,0,1,0,0,1
26,0.18744952582686736,0.7010416633000333,0.1860209257038496,0.37516787171467886,0.25650794145449635,0.37695075866843586,0.1168879780653734,0.19534887393790076,0.14111464131291657,0.27549918200795237,0.2050276216427308,0.4770298025310066,0.5584379114454338,0.3671234306504042,0.15585235346006965,0.1902706894432063,0.15231166606686497,0.42181116065650776,0,0,1,0,0,0
27,0.49385976475436794,0.4795376023321881,1.0,1.0,0.07126143953795167,0.05060253562568506,0.14308039265227443,0.06705123345652106,0.07693019755858675,0.0853706686669023,0.050571081302846405,0.5044283454821918,0.3515297713859554,0.14328795514865958,0.0708837558169631,0.06487152732901046,0.030273281795942908,0.8429518370246974,1,1,0,0,0,1
28,0.6129053274968901,0.7936953999398852,0.5271693089676872,0.7024283553676145,0.11144654970031259,0.27546262908902097,0.21247765831017285,0.05534445181464986,0.029925825947779552,0.035035602215728656,0.06997512077612648,0.078482780239666,0.23358131312666308,0.13865445978588256,0.06691422323404661,0.15417035750424773,0.09443459959820878,0.7544601812673993,0,1,0,0,0,0
29,0.18586162538580073,0.42244747243939246,0.13236442850384517,0.33109715216024604,0.3646031350306958,0.4486474499509605,0.12999822202258968,0.17046337534350423,0.12548732710637583,0.1178124401345842,0.17897069341512323,0.4013703342581528,0.3911574334091391,0.25379104166045385,0.1837764173317769,0.20332443329224814,0.13421739546367706,0.1573628085432845,0,0,1,0,0,0
30,0.21489232428927063,0.5200104069370961,0.054569658829612844,0.21057445443347544,0.35360767448866165,0.96562914671436,0.1503513844829361,0.28764253450835464,0.19868791954325027,0.38716791276670187,0.4302701611664714,0.1362782356641093,0.49000101278875985,0.4174991799123252,0.611540432185171,0.9660085679970496,0.4423142626766948,0.36673182585872377,0,0,0,0,0,1
31,0.12780931861192046,0.6887676182657905,0.022311949215011062,0.013142608510952516,0.1860463606427955,0.18749819708071302,0.04955878086896304,0.24106810069806375,0.1598199995222283,0.14531837833413827,0.10071127375483215,0.11122057862628672,0.29236909705278474,0.21536993409477231,0.13677060168923025,0.14611934040923374,0.08219181202367017,0.20468468394772965,0,0,1,1,0,0
32,0.2159680965346497,0.34127675665543017,0.08706941128579754,0.22009044552895662,0.24182092513530068,0.2207854958749207,0.11418358084650443,0.09614959411225876,0.048931583096438205,0.16983115816701427,0.07095010552827763,0.20476237972426398,0.30981208164918844,0.1484060477738348,0.13200610616056668,0.06946445289965862,0.0687577727465299,0.14940113628827492,1,0,0,0,0,1
