,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_11,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5128608253427279,0.5928313370930776,0.4594759515170231,0.43005327178846864,0.4161983615565211,0.5819163211154492,0.309345362377554,0.4552071725565372,0.5713540485187081,0.3264036946410648,0.5246449355041527,0.35479816207253545,0.12868852459016394,0.20486316283662914,0.24565315641440805,0.14460729523229277,0.6136395062838025,0.4489412071236212,0.2856471055197467,0.19624448220411178,0.031926147286293116,0.008472739978717466,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.35524878369553525,0.16719004156876938,0.853088987372979,0.26057713749388434,0.2680428419720624,0.319751717748784,0.17118206055891894,0.19135727309056394,0.39056872181361424,0.20864107118742664,0.27373586950543005,0.011350872701583373,0.2362473240311298,0.192754014303063,0.15425845648739725,0.05970419154110996,0.08034129919981581,0.07567233140705834,0.041256200283007124,0.44400018321634577,0.13203614327850233,0.2059960480788313,0.08564940300751193,0.1845635967477681,0.15676355740498302,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.22827642557836897,0.2799486130612836,0.27048498417355055,0.4468474461780947,0.2727846046256056,0.6260500216915361,0.2575350327734322,0.42916978187751975,0.13416466287729034,0.1498159895563413,0.35130857810557625,0.5509843388451909,0.32488076060519916,0.21460801587237344,0.13148779513911746,0.09250718075686669,0.3161510394070704,0.25416525026105957,0.243409869448543,0.10806680120446253,0.10107642444666454,0.0,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.48034618930495887,0.37647136341847987,0.5186048019763763,0.3755963011672714,0.5164140941105947,0.7681184862334411,0.4825095827230515,0.44857610247906265,0.23401259632771843,0.17306603165023365,0.352152636822205,0.33350587963554923,0.18949903660886322,0.18512612546981705,0.2038464069925099,0.11236272662108296,0.4789100269466306,0.3937736505810485,0.622807244613566,0.22019479129179065,0.026907170511963157,0.11716851546387075,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.45695016258566123,0.3619904655188092,0.30923307341928513,0.30262776785577217,0.275625655627154,0.3999899109133649,0.4780947780651729,0.7374035133466839,0.5354545955370047,0.5142681894815562,0.3675717808777636,0.5260582725296663,0.4246241195236741,0.485055343750028,0.5230323693182566,0.3402285116449043,0.6863839575076356,0.21839447795190803,0.4815131198605611,0.5733587831466356,0.018334310270729477,0.0817034875674155,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.5447459203812859,0.39285461072159034,0.4465516868679071,0.40884997415729774,0.5063392901743343,0.5679631142992623,0.314015966011198,0.42985631662901236,0.2213248018354927,0.21439312269622496,0.34572027779292996,0.3519284627155626,0.34710192994093303,0.36160105192248365,0.23364092303236927,0.17289111545688532,0.6019032894247873,0.4572767965281609,0.4099729923291312,0.1777106101122009,0.13680293118753256,0.03055677195243422,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.33287500374429624,0.4294535475329183,0.3358993283409249,0.223291183288727,0.17368187721664408,0.25055237749326553,0.14615989903082044,0.39295660163260815,0.13039038245911944,0.08870185351617026,0.18472756138804594,0.2231467083527534,0.10515335291702202,0.11210673199810409,0.18975958859329273,0.08297131582548156,0.4038092579565156,0.21691870205000535,0.21498710016998437,0.14121457563651107,0.10503255172085905,0.2032215357458076,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.3744972658317164,0.5805718376764596,0.45487593607658455,0.6827519151745278,0.5894556421399669,1.0,0.4295851641787944,0.578031702830275,0.09518790791426592,0.1467039571174394,0.25422172905715196,0.3608149409974139,0.1305173884203544,0.12249914333433165,0.13611875331832685,0.06975117783557544,0.38899033965890656,0.37686634762766474,0.28367977358425445,0.11077729743026736,0.023697978083655452,0.033895497768510474,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.19699923782770914,0.5068302705135457,0.4573488767080986,0.38077917027014585,0.4781707377990908,0.4234995005902116,0.240066689519773,0.3784925163637697,0.11198133721344732,0.07699282690918581,0.2417539195617785,0.14354477473427182,0.04187908651568275,0.08768119265848767,0.11551419256607036,0.06297556149548938,0.4363377213071968,0.2624275597587462,0.3243077666468208,0.09946154511951237,0.48849163576854526,0.6557845154820222,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.028333719702238365,0.030532712814025142,0.372588954073257,0.9296861946967454,0.24603770327819074,0.1344306338300008,0.14640274700250244,0.029529759228732688,0.2467124711199894,0.11938670572470306,0.22810269907979897,0.33257991392887465,0.36718301841270673,0.24501603424466795,0.4331059984243979,0.25704775893110965,0.1706235176985778,0.2348589957920325,0.14333922509202238,0.612597031203818,0.26230339102768957,0.3834916690395451,0.18684429907478695,0.016166697841083044,0.0,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
