,Att5,Att7,Att9,Att11,Att15,Att16,Att17,Att18,Att21,Att23,Att31,Att33,Att34,Att38,Att39,Att40,Att44,Att46,Att48,Att49,Att51,Att52,Att57,Att61,Att62,Att63,Att64,Att66,Att73,Att76,Att78,Att79,Att80,Att81,Att85,Att87,Att88,Att89,Att90,Att91,Att95,Att96,Att97,Att98,Att100,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.6311389031752218,0.771077966243079,0.55302673374166,0.3451703750190419,0.744253852853194,0.543565749435592,0.7401755517048606,0.34765270754138433,0.4882604432841327,0.6261409498243746,0.6585375669041008,0.6956348480753024,0.49690517112745713,0.6010944505065614,0.7574883149677112,0.4960961041672912,0.39162663469737524,0.42437141684430735,0.4499102425775728,0.42125524254908514,0.5501908138469506,0.5961712318297291,0.35602399805354595,0.2080931312254608,0.40443621534076546,0.6184097200488138,0.4130812093601535,0.34841853363026,0.866499488256769,0.7982461511911754,0.21548236841982182,0.2581716205834775,0.44618303958867933,0.31498922538864815,0.2660939179320418,0.32733439523254804,0.2379759505771385,0.3033989399056713,0.2961559114785671,0.24093010079903734,0.32744194825890155,0.32079313573901874,0.34522199794887876,0.2802405639621501,0.2739701989948456,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.5322035355339391,0.4310077473191237,0.36625656691541153,0.10029542693684318,0.40007059281738366,0.377369422722464,0.6051800176065765,0.2946138620871323,0.5629683638775226,0.5642348979032691,0.5497427994498536,0.7381793283831267,0.7218453469800548,0.5303025473151634,0.6186466266001597,0.5800228868671352,0.5559147008487221,0.43503553128587885,0.32322205893295636,0.45117767138032144,0.4745998486236705,0.5379652208092822,0.5121622578866807,0.4445893859984746,0.38459839597298656,0.4244308904626388,0.8214920977761242,0.7633074175097317,0.5355063840303877,0.5187604205228981,0.4868439307800108,0.3998588461610527,0.34897873498243165,0.27281651557039716,0.47335707921110404,0.21617573639540694,0.15435376113166277,0.28146202420752897,0.26213239816045336,0.27436258285675674,0.3766820212932008,0.2342252420324678,0.5512274066380555,0.36026490239166853,0.23175880581660752,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.5613367857677491,0.46724184416284714,0.4167439244950378,0.32779369851349077,0.5132003159096196,0.49302124573285777,0.6377232683118034,0.3726358664246959,0.5159547121634613,0.3877982631395861,0.5813383424116961,0.5914817626762914,0.45634357021669325,0.48202575514224183,0.6947658673494511,0.5129077175467015,0.5347527344960796,0.4948599271027012,0.32124553538209694,0.36120550792413614,0.608290642552683,0.5320080651618492,0.5009162501193435,0.5029748683328668,0.5150999113812579,0.5591587635469056,0.3841733180265086,0.5493399236169362,0.4072294140875794,0.532133482897121,0.4849997895527762,0.4272401926187784,0.34169219438280785,0.20037420973364825,0.2245799689512314,0.3048958308568893,0.15237303350554365,0.18449800787164913,0.5395658525902749,0.14321338026979366,0.2887758769016324,0.22979836475339427,0.3547949858577149,0.27859145256291235,0.27933218315669905,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.609990025092894,0.5878101497179475,0.5688582559488529,0.3636628773724319,0.5513515414117481,0.3762324270086924,0.7265325967986873,0.35195278864945173,0.605195410822371,0.8298018402962699,0.55760440117131,0.882218609384192,0.7514838599147815,0.5495179595323043,0.8474372826621157,0.5183410225901856,0.3450729621084295,0.5058408629648053,0.3334581256045837,0.27535315295252943,0.3639150699119627,0.41102627000822534,0.17566593674640352,0.5357549129623114,0.31592442682564337,0.46874294905854014,0.43441358374814526,0.6320633274683606,0.674183427040996,0.4680516162074446,0.31450012548889994,0.23181957291595096,0.794833393536523,0.8114296182249651,0.21669261719072946,0.23304065066421537,0.2631415187520357,0.29978362224061383,0.1730319820725199,0.13968404953018057,0.5855666510579447,0.2464387774607945,0.690824498487788,0.4937306346924466,0.21750929607046793,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.47256604114760337,0.4691902182089557,0.2993107588491877,0.19916124269407492,0.3966275025288998,0.5030060857900075,0.7337658582349299,0.3633985009063488,0.5858750723867662,0.5437355120536635,0.4725932869827878,0.5091057430874659,0.4077658098780305,0.4134440044301133,0.46444693634293566,0.3317779084876784,0.41465079619697304,0.3699206906139526,0.2808907377781085,0.4427910774598226,0.5597179619965741,0.5884350819982385,0.5735048183976864,0.6048316894735625,0.5723798438198845,0.6628709856639955,0.5704382410461881,0.59110264255977,0.47318116247646125,0.6281553830438087,0.6577535772130862,0.5444166161802272,0.4584011596541679,0.45809368388227223,0.20626303267469526,0.35495434097530953,0.1864810043454198,0.23488738812529114,0.20674800430787507,0.16819028238544292,0.39680638287832093,0.2688296541494564,0.41555945312142767,0.33300168305985245,0.34804943259143367,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.5177540007084703,0.4241080006971247,0.4374110268451956,0.39781469999648456,0.6231249628102973,0.4452701523628788,0.7259007306086691,0.3543714541250063,0.648791833817186,0.4765160587244759,0.8100112917314699,0.5950215047779561,0.28113480742979985,0.5069381950148965,0.7272619165961369,0.4696562938367755,0.3782161762524288,0.5464110280334942,0.36839724867921725,0.3913714137252719,0.3226690037047365,0.37068299109775005,0.4341008275509481,0.459925942854795,0.43434017929321694,0.6131171165925484,0.29336240419999904,0.8723555715856901,0.5979887550804955,0.6341759749712609,0.530395594014569,0.46046131073206376,0.41302007346352865,0.29536139346978846,0.45803478748128346,0.2686327651380073,0.24949621199081662,0.13743192789877112,0.5067243049951552,0.4183673336789895,0.2801559904218106,0.3528265956236949,0.30713581166264936,0.2336058349556777,0.4845315530599341,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.7271203347300179,0.6288660254510083,0.5874875247605008,0.5881027184746648,0.7759922212665595,0.5591401367666786,0.7472867237416759,0.22149270079452585,0.5537105026269469,0.6309125443681332,0.5998584390897492,0.7018428123956559,0.5900111634898616,0.5314362312976881,0.7497921267362644,0.6764681863243216,0.2822130211342264,0.41119448295689903,0.38726723528536355,0.39509631444159893,0.568865872604868,0.5286029363594675,0.44432895073192213,0.22662539256193037,0.2747125446913484,0.6664446757355421,0.33054346790331285,0.44817922850495395,0.710826122813003,0.487340891314816,0.16251046390362445,0.19901067397835223,0.4580164847279363,0.35791287178002734,0.1464309991640716,0.5084899106366905,0.5178212525719007,0.6788264604786521,0.6476752174186948,0.5298362291777933,0.3471379774726212,0.36717190415006135,0.43461887684780554,0.3334769614045259,0.17631189789860582,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.2647589348044221,0.24549512980967603,0.23714227092420628,0.2104353804028691,0.3264498574620124,0.3780319885700575,0.6531986351690295,0.2955800788591145,0.5881369796514351,0.47423492868774997,0.6582120715000959,0.7883130873070133,0.6878022293820841,0.5242017418028599,0.7755015203780833,0.5264589344064868,0.5697677924665523,0.472109311901704,0.39040176910484414,0.4056875626322236,0.7173325897303111,0.7308244953814576,0.46631741367999924,0.3765872598085915,0.40806291652892335,0.5807731592342162,0.3273161025678257,0.5826172173927487,0.5989021025796696,0.2885569785145866,0.5483911699462657,0.42625836149123403,0.3503403434865622,0.30546897177625165,0.2833131240756561,0.1305832256905647,0.15554140329785854,0.29364555927027,0.579017708486454,0.4983477378367386,0.24123340363308132,0.18821185130338206,0.3781934455571015,0.4898435368020818,0.12235316495033166,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.778998744614217,0.5955976875719655,0.6302769629821016,0.6595338009298982,0.7461173950438974,0.7747385182519169,0.7408009921370142,0.5184502632628348,0.5835290722453372,0.42725319312028426,0.6022884102331021,0.6932985387881003,0.500703244596484,0.5379702397737537,0.7790551080151287,0.502490781678515,0.6130457383591698,0.6109357297012044,0.3455788656150012,0.3503292135248488,0.35617894275584594,0.4116187828011152,0.3647537828040641,0.33868433013463295,0.38634437965491475,0.500738756705218,0.2979873491816445,0.513130934428972,0.5924294237583176,0.5170694775751739,0.5111778653168945,0.45886614743705845,0.42858650729240455,0.29702268331872017,0.24600293034236317,0.30937720403521707,0.2265099738109676,0.30106992320655035,0.26632027671197533,0.21696937564891733,0.31102738060235147,0.4278850923486042,0.33207914453872633,0.29850613748862403,0.27744617923466813,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.6552180028546316,0.6077348066298343,0.5845757911961539,0.4350002148322811,0.570769975603555,0.6975823163083903,0.6138140942573002,0.35979705283060903,0.49127536403615235,0.6368431746188112,0.5392145026548589,0.8421972636064425,0.6555206773254045,0.5565546469191505,0.7203953633345939,0.4708347504101339,0.5002936816828263,0.48414285146844366,0.3886135966217725,0.5008588501651635,0.56325857467235,0.5065867914777153,0.4028559285232512,0.5015150386848436,0.34089741061035816,0.5840205347676617,0.4635857900635717,0.48704465882112863,0.7213108148402853,0.3387257944648409,0.4826084855438345,0.23393063475507306,0.36712061435400417,0.24271752339160435,0.5113263703254609,0.24528419011694103,0.14800775343648298,0.36800030768660985,0.5532724550988022,0.4262810392033797,0.5384404103762912,0.22969915624372386,0.4970425313710505,0.17207426354706495,0.22321954800201455,0,0,1,1,0,0,0,0,0,0,0,1,1,0
