,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_7,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.6026286917415518,0.46740414790778545,0.5297333315420018,0.30128534205231683,0.43005327178846864,0.309345362377554,0.3235212456008769,0.5713540485187081,0.24565315641440805,0.2582031178274361,0.2970804878776131,0,1,1,0,0,0
1,0.38428063127999956,0.853088987372979,0.3327572888959274,0.15393026519662506,0.13350195768205975,0.17118206055891894,0.20864107118742664,0.2656691715225292,0.011350872701583373,0.07567233140705834,0.20778171535594278,0.08663107983180751,1,0,0,0,0,1
2,0.5417820755786644,0.7911424375162845,0.4712781464016883,0.3781660199491516,0.23307529507912667,0.4468474461780947,0.2575350327734322,0.43373730744822003,0.13416466287729034,0.13148779513911746,0.5399643781788803,0.27258968777025616,0,1,0,0,0,1
3,0.1742877042940214,0.43898731455852125,0.47286197234081745,0.4731279197285571,0.37169695393556024,0.3755963011672714,0.4825095827230515,0.42557909767495516,0.23401259632771843,0.2038464069925099,0.4400580231725455,0.44493484030656383,0,0,1,0,0,0
4,0.3474361673982647,0.1260260812770264,0.539992210957018,0.30153746386339303,0.22723203555688398,0.30262776785577217,0.4780947780651729,0.7054174118733053,0.5354545955370047,0.5230323693182566,0.5038284276821946,0.6957735663376377,0,0,0,1,0,0
5,0.22802641311801136,0.6846461407958984,0.571374620647751,0.6975353214842092,0.27571765249959335,0.40884997415729774,0.314015966011198,0.3176022615819535,0.2213248018354927,0.23364092303236927,0.5203723765630451,0.3477842722094654,0,1,1,0,0,0
6,0.29083585748146706,0.7102249074910352,0.5537212880039042,0.5350082685329134,0.15797695498287379,0.223291183288727,0.14615989903082044,0.2505895546068194,0.13039038245911944,0.18975958859329273,0.2813756633187051,0.11392136104732653,1,1,0,0,0,0
7,0.18761304674128426,0.7170481957976917,0.5132720767657049,0.4504364265420007,0.30727297492654837,0.6827519151745278,0.4295851641787944,0.33475343275832226,0.09518790791426592,0.13611875331832685,0.4931969666366758,0.41866966868457933,0,0,0,0,0,1
8,0.3841726463331011,0.5347055311422504,0.5867833514862204,0.4583464257619693,0.35644758298562623,0.38077917027014585,0.240066689519773,0.32364023827381294,0.11198133721344732,0.11551419256607036,0.20583536842878383,0.16138579906360903,1,1,0,0,0,0
9,0.15991490786184404,0.372588954073257,0.5749349566431486,0.3234637643350814,0.12014731230213939,0.14640274700250244,0.11938670572470306,0.23203210638666127,0.33257991392887465,0.2348589957920325,0.35601623179890196,0.37705767452956795,0,0,1,1,1,0
10,0.32707560566057087,0.6455731816891255,0.5210210433439233,0.5240044122904869,0.3045930583703742,0.495439914437627,0.2249511774543717,0.25305234235273755,0.21577254992190087,0.23626662454311298,0.49707129872752986,0.3584155906122327,0,1,1,0,0,0
