,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_1,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.46740414790778545,0.5297333315420018,0.5928313370930776,0.2456306769286976,0.4594759515170231,0.43005327178846864,0.4161983615565211,0.309345362377554,0.3889293971515566,0.4552071725565372,0.5246449355041527,0.24024365559548128,0.12868852459016394,0.45831376607260116,0,1,1,0,0,0
1,0.35524878369553525,0.16719004156876938,0.853088987372979,0.3327572888959274,0.15393026519662506,0.2680428419720624,0.5390779578352896,0.319751717748784,0.17118206055891894,0.19135727309056394,0.20864107118742664,0.34132771021650943,0.27373586950543005,0.192754014303063,0.12867071623682574,0.05970419154110996,0.29467338434633306,1,0,0,0,0,1
2,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.4712781464016883,0.3781660199491516,0.2799486130612836,0.43564258376049003,0.27048498417355055,0.4468474461780947,0.2727846046256056,0.2575350327734322,0.4868936432154358,0.42916978187751975,0.35130857810557625,0.241480170667137,0.32488076060519916,0.3456860299320653,0,1,0,0,0,1
3,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.47286197234081745,0.4731279197285571,0.37647136341847987,0.5814363468695597,0.5186048019763763,0.3755963011672714,0.5164140941105947,0.4825095827230515,0.515022662235592,0.44857610247906265,0.352152636822205,0.49152175525017894,0.18949903660886322,0.3785494656809726,0,0,1,0,0,0
4,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.539992210957018,0.30153746386339303,0.3619904655188092,0.15000847343852133,0.30923307341928513,0.30262776785577217,0.275625655627154,0.4780947780651729,0.6444282411393774,0.7374035133466839,0.3675717808777636,0.48521492716184733,0.4246241195236741,0.4748448254246184,0,0,0,1,0,0
5,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.571374620647751,0.6975353214842092,0.39285461072159034,0.3632265973532059,0.4465516868679071,0.40884997415729774,0.5063392901743343,0.314015966011198,0.4006580658871981,0.42985631662901236,0.34572027779292996,0.38129655719733946,0.34710192994093303,0.3598435185795125,0,1,1,0,0,0
6,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.5537212880039042,0.5350082685329134,0.4294535475329183,0.22731264347072044,0.3358993283409249,0.223291183288727,0.17368187721664408,0.14615989903082044,0.24012076754811829,0.39295660163260815,0.18472756138804594,0.14272029307611686,0.10515335291702202,0.19782447476513976,1,1,0,0,0,0
7,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.5132720767657049,0.4504364265420007,0.5805718376764596,0.2470964717482354,0.45487593607658455,0.6827519151745278,0.5894556421399669,0.4295851641787944,0.453096317249314,0.578031702830275,0.25422172905715196,0.22423709825785654,0.1305173884203544,0.2883771533726166,0,0,0,0,0,1
8,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.5867833514862204,0.4583464257619693,0.5068302705135457,0.6832320555681496,0.4573488767080986,0.38077917027014585,0.4781707377990908,0.240066689519773,0.3769021072031834,0.3784925163637697,0.2417539195617785,0.17726355406897634,0.04187908651568275,0.12565156322049137,1,1,0,0,0,0
9,0.028333719702238365,0.030532712814025142,0.372588954073257,0.5749349566431486,0.3234637643350814,0.24603770327819074,0.004051844238391937,0.1344306338300008,0.14640274700250244,0.029529759228732688,0.11938670572470306,0.15344733457667237,0.22810269907979897,0.24501603424466795,0.23822955892284914,0.25704775893110965,0.6365483139573184,0,0,1,1,1,0
