,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_10,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM1,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.2292269112597145,0.6026286917415518,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.30128534205231683,0.4594759515170231,0.5832736775134382,0.4161983615565211,0.34275801970378694,0.4552071725565372,0.02755864986010126,0.5713540485187081,0.5246449355041527,0.24024365559548128,0.2397882202003958,0.13163165962634835,0.24565315641440805,0.14460729523229277,0.2582031178274361,0.47005092223213024,0.45831376607260116,0.4489412071236212,0.37060930771691875,0.2856471055197467,0.2970804878776131,0.19702610433538126,0.031926147286293116,0.008472739978717466,0.1367350963273928,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.16719004156876938,0.853088987372979,0.26057713749388434,0.3327572888959274,0.15393026519662506,0.13350195768205975,0.319751717748784,0.34901167294514557,0.19135727309056394,0.28925261246545286,0.27373586950543005,0.028513142996172663,0.011350872701583373,0.192754014303063,0.12867071623682574,0.11672644808051971,0.06270139079724613,0.07567233140705834,0.041256200283007124,0.20778171535594278,0.3007345003989299,0.29467338434633306,0.13203614327850233,0.16747439145280318,0.2059960480788313,0.08663107983180751,0.09352608699763891,0.1845635967477681,0.15676355740498302,0.1913774393803673,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.15224561720585583,0.7911424375162845,0.22827642557836897,0.4712781464016883,0.3781660199491516,0.23307529507912667,0.27048498417355055,0.44835923581131765,0.2727846046256056,0.4576919150301537,0.42916978187751975,0.17347444859305838,0.13416466287729034,0.35130857810557625,0.241480170667137,0.3514035832708414,0.18289749831591695,0.13148779513911746,0.09250718075686669,0.5399643781788803,0.29185830947575914,0.3456860299320653,0.25416525026105957,0.3929869557692005,0.243409869448543,0.27258968777025616,0.19808213046178286,0.10107642444666454,0.0,0.10511395287689791,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.2543263148382433,0.43898731455852125,0.48034618930495887,0.47286197234081745,0.4731279197285571,0.37169695393556024,0.5186048019763763,0.521326758076766,0.5164140941105947,0.6682861643246241,0.44857610247906265,0.09521536921104592,0.23401259632771843,0.352152636822205,0.49152175525017894,0.24303358299979222,0.2523052279936349,0.2038464069925099,0.11236272662108296,0.4400580231725455,0.6089665368188859,0.3785494656809726,0.3937736505810485,0.28408047876050957,0.622807244613566,0.44493484030656383,0.23579329628310325,0.026907170511963157,0.11716851546387075,0.057287836856201896,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.10004744261702525,0.1260260812770264,0.45695016258566123,0.539992210957018,0.30153746386339303,0.22723203555688398,0.30923307341928513,0.18833824328386095,0.275625655627154,0.47846766960060094,0.7374035133466839,0.34099735174943624,0.5354545955370047,0.3675717808777636,0.48521492716184733,0.45688600572817384,0.38590833886588044,0.5230323693182566,0.3402285116449043,0.5038284276821946,0.4227659923968649,0.4748448254246184,0.21839447795190803,0.3707535442858717,0.4815131198605611,0.6957735663376377,0.715683091287942,0.018334310270729477,0.0817034875674155,0.10873653577906423,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.2918624615940719,0.6846461407958984,0.5447459203812859,0.571374620647751,0.6975353214842092,0.27571765249959335,0.4465516868679071,0.4432438480232038,0.5063392901743343,0.5205515164331918,0.42985631662901236,0.06613140188839917,0.2213248018354927,0.34572027779292996,0.38129655719733946,0.44578653969516,0.24895813827557997,0.23364092303236927,0.17289111545688532,0.5203723765630451,0.3487351574599896,0.3598435185795125,0.4572767965281609,0.31422067670553183,0.4099729923291312,0.3477842722094654,0.14145075923550016,0.13680293118753256,0.03055677195243422,0.22487755747779545,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.08123983372492327,0.7102249074910352,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.15797695498287379,0.3358993283409249,0.1618880379572204,0.17368187721664408,0.28079901699834475,0.39295660163260815,0.08699924202015666,0.13039038245911944,0.18472756138804594,0.14272029307611686,0.15565905620657566,0.13664459322200143,0.18975958859329273,0.08297131582548156,0.2813756633187051,0.21184352560191488,0.19782447476513976,0.21691870205000535,0.17709628184350074,0.21498710016998437,0.11392136104732653,0.12902747874550402,0.10503255172085905,0.2032215357458076,0.4209326577269142,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.30471715163564084,0.7170481957976917,0.3744972658317164,0.5132720767657049,0.4504364265420007,0.30727297492654837,0.45487593607658455,0.6252919184458325,0.5894556421399669,0.5950222779677827,0.578031702830275,0.10168159231913759,0.09518790791426592,0.25422172905715196,0.22423709825785654,0.20875037269269342,0.06475876878330167,0.13611875331832685,0.06975117783557544,0.4931969666366758,0.3107488149434458,0.2883771533726166,0.37686634762766474,0.5919468789828961,0.28367977358425445,0.41866966868457933,0.1369650124358897,0.023697978083655452,0.033895497768510474,0.1320630060920447,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.29717151635640704,0.5347055311422504,0.19699923782770914,0.5867833514862204,0.4583464257619693,0.35644758298562623,0.4573488767080986,0.36232969646170676,0.4781707377990908,0.25909531761600235,0.3784925163637697,0.07315909154712108,0.11198133721344732,0.2417539195617785,0.17726355406897634,0.05257632294612445,0.08002373523539466,0.11551419256607036,0.06297556149548938,0.20583536842878383,0.08648566198901769,0.12565156322049137,0.2624275597587462,0.22106221054343095,0.3243077666468208,0.16138579906360903,0.06966304885775802,0.48849163576854526,0.6557845154820222,0.6300793035371294,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.030532712814025142,0.372588954073257,0.9296861946967454,0.5749349566431486,0.3234637643350814,0.12014731230213939,0.1344306338300008,0.05248985218947133,0.029529759228732688,0.1701967461770133,0.22810269907979897,0.03988284064643516,0.33257991392887465,0.24501603424466795,0.23822955892284914,0.32561415238387803,0.2327147418671556,0.2348589957920325,0.14333922509202238,0.35601623179890196,0.26977049795841745,0.6365483139573184,0.26230339102768957,0.26620301165955973,0.3834916690395451,0.37705767452956795,0.4654774026170534,0.016166697841083044,0.0,0.047225601739820225,0.07265829345242146,0,0,1,1,1,0
