,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_0,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,BH_HighPeakAmp,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.6026286917415518,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.1358240288331135,0.2456306769286976,0.15751488013378373,0.30128534205231683,0.5832736775134382,0.43005327178846864,0.5819163211154492,0.309345362377554,0.3235212456008769,0.2613899879107593,0.5713540485187081,0.3264036946410648,0.5246449355041527,0.35479816207253545,0.24024365559548128,0.2397882202003958,0.12868852459016394,0.14460729523229277,0.2582031178274361,0.45831376607260116,0.4489412071236212,0.6630820082680392,0.2970804878776131,0.273670615951024,0.28641072750495755,0.19702610433538126,0.19624448220411178,0.008472739978717466,0.058442009940120096,0,1,1,0,0,0
1,0.35524878369553525,0.853088987372979,0.26057713749388434,0.3327572888959274,0.15393026519662506,0.3676593531127501,0.5390779578352896,0.10056880067772,0.13350195768205975,0.34901167294514557,0.17118206055891894,0.39056872181361424,0.20864107118742664,0.2656691715225292,0.18179058138256943,0.011350872701583373,0.2362473240311298,0.192754014303063,0.15425845648739725,0.12867071623682574,0.11672644808051971,0.05970419154110996,0.041256200283007124,0.20778171535594278,0.29467338434633306,0.13203614327850233,0.15551371408052594,0.08663107983180751,0.07146215078413456,0.06749183968578476,0.09352608699763891,0.08564940300751193,0.15676355740498302,0.15372754503508523,1,0,0,0,0,1
2,0.3564912248803393,0.7911424375162845,0.22827642557836897,0.4712781464016883,0.3781660199491516,0.4695598863024133,0.43564258376049003,0.11742378400976977,0.23307529507912667,0.44835923581131765,0.4468474461780947,0.6260500216915361,0.2575350327734322,0.43373730744822003,0.2504368611935377,0.13416466287729034,0.1498159895563413,0.35130857810557625,0.5509843388451909,0.241480170667137,0.3514035832708414,0.32488076060519916,0.09250718075686669,0.5399643781788803,0.3456860299320653,0.25416525026105957,0.5299325114399095,0.27258968777025616,0.153845138048881,0.3146870313333052,0.19808213046178286,0.10806680120446253,0.0,0.025554507958492907,0,1,0,0,0,1
3,0.24393514457015325,0.43898731455852125,0.48034618930495887,0.47286197234081745,0.4731279197285571,0.266415243898663,0.5814363468695597,0.21376783690713258,0.37169695393556024,0.521326758076766,0.3755963011672714,0.7681184862334411,0.4825095827230515,0.42557909767495516,0.305121441916694,0.23401259632771843,0.17306603165023365,0.352152636822205,0.33350587963554923,0.49152175525017894,0.24303358299979222,0.18949903660886322,0.11236272662108296,0.4400580231725455,0.3785494656809726,0.3937736505810485,0.46122860483744743,0.44493484030656383,0.35579213699773404,0.2989148987584048,0.23579329628310325,0.22019479129179065,0.11716851546387075,0.1345748749141295,0,0,1,0,0,0
4,0.1554475742851039,0.1260260812770264,0.45695016258566123,0.539992210957018,0.30153746386339303,0.178553514035707,0.15000847343852133,0.045284015270702915,0.22723203555688398,0.18833824328386095,0.30262776785577217,0.3999899109133649,0.4780947780651729,0.7054174118733053,0.41872595889658193,0.5354545955370047,0.5142681894815562,0.3675717808777636,0.5260582725296663,0.48521492716184733,0.45688600572817384,0.4246241195236741,0.3402285116449043,0.5038284276821946,0.4748448254246184,0.21839447795190803,0.5426798390586589,0.6957735663376377,0.7838413877253496,0.8278260002378095,0.715683091287942,0.5733587831466356,0.0817034875674155,0.17288188389472484,0,0,0,1,0,0
5,0.10964846490330929,0.6846461407958984,0.5447459203812859,0.571374620647751,0.6975353214842092,0.3355317343836117,0.3632265973532059,0.2337473732850715,0.27571765249959335,0.4432438480232038,0.40884997415729774,0.5679631142992623,0.314015966011198,0.3176022615819535,0.26692905813825685,0.2213248018354927,0.21439312269622496,0.34572027779292996,0.3519284627155626,0.38129655719733946,0.44578653969516,0.34710192994093303,0.17289111545688532,0.5203723765630451,0.3598435185795125,0.4572767965281609,0.3399885831085249,0.3477842722094654,0.2401738882403588,0.445213702423738,0.14145075923550016,0.1777106101122009,0.03055677195243422,0.13678650991647961,0,1,1,0,0,0
6,0.16528861757205782,0.7102249074910352,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.18478334912466482,0.22731264347072044,0.05032290715456639,0.15797695498287379,0.1618880379572204,0.223291183288727,0.25055237749326553,0.14615989903082044,0.2505895546068194,0.25081464996153413,0.13039038245911944,0.08870185351617026,0.18472756138804594,0.2231467083527534,0.14272029307611686,0.15565905620657566,0.10515335291702202,0.08297131582548156,0.2813756633187051,0.19782447476513976,0.21691870205000535,0.28214453416320634,0.11392136104732653,0.12142596808527498,0.121324981876623,0.12902747874550402,0.14121457563651107,0.2032215357458076,0.23767344452695432,1,1,0,0,0,0
7,0.08151474792838084,0.7170481957976917,0.3744972658317164,0.5132720767657049,0.4504364265420007,0.1883255615211697,0.2470964717482354,0.20139064614436758,0.30727297492654837,0.6252919184458325,0.6827519151745278,1.0,0.4295851641787944,0.33475343275832226,0.26288465765468727,0.09518790791426592,0.1467039571174394,0.25422172905715196,0.3608149409974139,0.22423709825785654,0.20875037269269342,0.1305173884203544,0.06975117783557544,0.4931969666366758,0.2883771533726166,0.37686634762766474,0.4234101518262423,0.41866966868457933,0.19407131953284706,0.29483378274194233,0.1369650124358897,0.11077729743026736,0.033895497768510474,0.048697688518799735,0,0,0,0,0,1
8,0.3996599953635731,0.5347055311422504,0.19699923782770914,0.5867833514862204,0.4583464257619693,0.49750125401750056,0.6832320555681496,0.22733323798312305,0.35644758298562623,0.36232969646170676,0.38077917027014585,0.4234995005902116,0.240066689519773,0.32364023827381294,0.2482443125618199,0.11198133721344732,0.07699282690918581,0.2417539195617785,0.14354477473427182,0.17726355406897634,0.05257632294612445,0.04187908651568275,0.06297556149548938,0.20583536842878383,0.12565156322049137,0.2624275597587462,0.17376692968483853,0.16138579906360903,0.09429950823222427,0.20684430772535317,0.06966304885775802,0.09946154511951237,0.6557845154820222,0.6698233640103128,1,1,0,0,0,0
9,0.028333719702238365,0.372588954073257,0.9296861946967454,0.5749349566431486,0.3234637643350814,0.01992184839083236,0.004051844238391937,0.02983728119877216,0.12014731230213939,0.05248985218947133,0.14640274700250244,0.2467124711199894,0.11938670572470306,0.23203210638666127,0.13066545774260896,0.33257991392887465,0.36718301841270673,0.24501603424466795,0.4331059984243979,0.23822955892284914,0.32561415238387803,0.25704775893110965,0.14333922509202238,0.35601623179890196,0.6365483139573184,0.26230339102768957,0.5619136183259523,0.37705767452956795,0.3361584009888177,0.42740101184060636,0.4654774026170534,0.18684429907478695,0.0,0.07664405525750029,0,0,1,1,1,0
