,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_4,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.1358240288331135,0.2456306769286976,0.4594759515170231,0.4161983615565211,0.34275801970378694,0.2613899879107593,0.20486316283662914,0.14460729523229277,0.37060930771691875,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.26057713749388434,0.3327572888959274,0.15393026519662506,0.3676593531127501,0.5390779578352896,0.319751717748784,0.19135727309056394,0.28925261246545286,0.18179058138256943,0.08034129919981581,0.041256200283007124,0.16747439145280318,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.22827642557836897,0.4712781464016883,0.3781660199491516,0.4695598863024133,0.43564258376049003,0.27048498417355055,0.2727846046256056,0.4576919150301537,0.2504368611935377,0.21460801587237344,0.09250718075686669,0.3929869557692005,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.48034618930495887,0.47286197234081745,0.4731279197285571,0.266415243898663,0.5814363468695597,0.5186048019763763,0.5164140941105947,0.6682861643246241,0.305121441916694,0.18512612546981705,0.11236272662108296,0.28408047876050957,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.45695016258566123,0.539992210957018,0.30153746386339303,0.178553514035707,0.15000847343852133,0.30923307341928513,0.275625655627154,0.47846766960060094,0.41872595889658193,0.485055343750028,0.3402285116449043,0.3707535442858717,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.5447459203812859,0.571374620647751,0.6975353214842092,0.3355317343836117,0.3632265973532059,0.4465516868679071,0.5063392901743343,0.5205515164331918,0.26692905813825685,0.36160105192248365,0.17289111545688532,0.31422067670553183,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.18478334912466482,0.22731264347072044,0.3358993283409249,0.17368187721664408,0.28079901699834475,0.25081464996153413,0.11210673199810409,0.08297131582548156,0.17709628184350074,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.3744972658317164,0.5132720767657049,0.4504364265420007,0.1883255615211697,0.2470964717482354,0.45487593607658455,0.5894556421399669,0.5950222779677827,0.26288465765468727,0.12249914333433165,0.06975117783557544,0.5919468789828961,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.19699923782770914,0.5867833514862204,0.4583464257619693,0.49750125401750056,0.6832320555681496,0.4573488767080986,0.4781707377990908,0.25909531761600235,0.2482443125618199,0.08768119265848767,0.06297556149548938,0.22106221054343095,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.9296861946967454,0.5749349566431486,0.3234637643350814,0.01992184839083236,0.004051844238391937,0.1344306338300008,0.029529759228732688,0.1701967461770133,0.13066545774260896,0.1706235176985778,0.14333922509202238,0.26620301165955973,0.07265829345242146,0,0,1,1,1,0
10,0.32707560566057087,0.3204028539783118,0.31036279733872074,0.5210210433439233,0.5240044122904869,0.34461020181940916,0.4749835483239098,0.5136644792712113,0.36203887556821024,0.43959425658676765,0.18250906693043178,0.20219558239324953,0.08174941875426185,0.550781762203725,0.24421345765679908,0,1,1,0,0,0
11,0.3585586169288001,0.2053967402585793,0.3424227926125869,0.4095249330174623,0.5362368680517804,0.26089137421740016,0.25563813795638274,0.46466702694356526,0.40364466257055787,0.508296811078458,0.26040636333663025,0.18016061244625042,0.09272284277450593,0.2890605741139941,0.3921009647085701,0,0,1,0,0,0
12,0.553228479949895,0.4665427255826216,0.2238388521485604,0.6439276168437246,0.37340582344541656,0.46546033279457033,0.589480611232038,0.4171580328881341,0.397361569009441,0.1903945861985985,0.1803618529508737,0.04126295453870915,0.02318338535311418,0.09167151826034964,0.7868677983194946,1,0,0,0,0,0
13,0.11762800265642971,0.03858234430469506,0.6204661565548482,0.512225403915206,0.603206470289929,0.08482112446665555,0.09748195817862887,0.47694155794024556,0.29335256506318985,0.44677899235038043,0.31385866578744903,0.16401302671447804,0.1179389693382667,0.4703475839063459,0.09524996209353533,0,0,1,0,1,0
14,0.2493534401304458,0.11570612326531726,0.39524782248374984,0.3420055654489688,0.5354939333011027,0.27739486379202505,0.22137023204016187,0.4315009650274068,0.4401662170937607,0.2465817357125668,0.2593664138916363,0.23177100899476466,0.14166516979583058,0.5991403500490404,0.10592191005343714,0,0,0,0,1,0
15,0.384383216979553,0.685300254094374,0.16335798467001938,0.749325649867974,0.46154214806198307,0.6341055604064875,0.8487150085504699,0.6153620010808307,0.1800617538338577,0.045219534605596134,0.13202000219804377,0.007940683659675735,0.02205158207516412,0.09516204322901095,0.764931130015814,1,0,0,0,0,1
16,0.14232955925943924,0.05432498321946814,0.6837245429462453,0.23408740534373593,0.5355581004050749,0.06413757655699431,0.07576574573962114,0.2120052497490929,0.2489463135021729,0.36648168539571657,0.18793273986152315,0.21334797534601646,0.07322541973853655,0.2088230820470054,0.3402747203467002,0,0,1,1,1,0
17,0.3433219409214356,0.32139377658180185,0.26900762837943537,0.4208057942723062,0.5893578055973366,0.36573342993912594,0.5212089065742879,0.3489594688489153,0.5037136595234525,0.5772837651588629,0.30484806022639843,0.17975948605456218,0.09924112871756553,0.22828977388950955,0.7818498296327177,0,1,1,0,0,0
18,0.3338084670996863,0.2322410457112294,0.4227003364874176,0.5638218345297001,0.49793732839059485,0.48993999294034596,0.5463254988874485,0.4364437582027329,0.5160519381587491,0.7643074870014805,0.3640949554896141,0.32008716854233726,0.10104919853124593,0.49590368144173635,0.2190377221180058,0,0,0,0,1,1
19,0.10942114669215112,0.00916982201272442,0.5565804757419531,0.649294622974768,0.5058593589425582,0.05121964813197838,0.04858691657074441,0.1698405002702077,0.158418252659973,0.3226312795793803,0.21253022310143965,0.2906790278351137,0.08270216061808847,0.2571344651970272,0.16945635848443086,0,0,1,1,1,0
20,0.4353953058943583,0.277947729590252,0.27802863637725206,0.3877834839969102,0.3863719899361919,0.2622537636006713,0.28711311050024096,0.26350775882035055,0.42870366901443624,0.45514508025173006,0.27305060995713815,0.23423083115007254,0.071435931769718,0.34458378571166326,0.4051165401024102,1,0,0,0,0,1
21,0.2582945937336335,0.2093861885995415,0.3168797864586281,0.3333907546322182,0.5593843487209391,0.18966937286739619,0.28384258332031137,0.20969844823592992,0.15108615565213046,0.21616921046298798,0.11809814265303875,0.11587426216577673,0.04488810632419013,0.23749468947177949,0.32521234193588533,0,1,0,0,0,0
22,0.4263947605703765,0.24787913774581777,0.28944532828324854,0.35376976752453865,0.5941853775602424,0.22479424823973101,0.1916735811392263,0.5321936230988962,0.16167141215844938,0.2098887195455441,0.3153437190900097,0.10633446925851875,0.14776226725535452,0.23136856901588698,0.15187214112949285,0,1,0,0,0,0
23,0.586417653379119,0.3703505047796107,0.2724037882292641,0.5042994870866716,0.5104858071389513,0.6369975415064312,0.5152114728156687,0.7939393190766619,0.9999999999999999,0.7244532600214395,0.2681723266292998,0.1447913378284672,0.05023573604095212,0.5384324894182808,0.1359257167681547,0,0,0,0,0,1
