,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_10,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BHSUM1,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.07784803126103235,0.6026286917415518,0.46740414790778545,0.1358240288331135,0.15751488013378373,0.43005327178846864,0.4161983615565211,0.309345362377554,0.3235212456008769,0.2613899879107593,0.5713540485187081,0.3264036946410648,0.24674511271627048,0.5246449355041527,0.12868852459016394,0.2582031178274361,0.6136395062838025,0.45831376607260116,0.4347157517853729,0.4489412071236212,0.37060930771691875,0.2856471055197467,0.19702610433538126,0.19624448220411178,0.1643231565242122,0.031926147286293116,0.1367350963273928,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.35524878369553525,0.853088987372979,0.3327572888959274,0.3676593531127501,0.10056880067772,0.17118206055891894,0.19135727309056394,0.20864107118742664,0.2656691715225292,0.18179058138256943,0.011350872701583373,0.2362473240311298,0.0692848342039925,0.192754014303063,0.05970419154110996,0.20778171535594278,0.44400018321634577,0.29467338434633306,0.2104294188091435,0.13203614327850233,0.16747439145280318,0.2059960480788313,0.09352608699763891,0.08564940300751193,0.02510065047735592,0.1845635967477681,0.1913774393803673,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.3564912248803393,0.7911424375162845,0.4712781464016883,0.4695598863024133,0.11742378400976977,0.4468474461780947,0.2727846046256056,0.2575350327734322,0.43373730744822003,0.2504368611935377,0.13416466287729034,0.1498159895563413,0.3122133042577883,0.35130857810557625,0.32488076060519916,0.5399643781788803,0.3161510394070704,0.3456860299320653,0.21827226039706898,0.25416525026105957,0.3929869557692005,0.243409869448543,0.19808213046178286,0.10806680120446253,0.1405740795340985,0.10107642444666454,0.10511395287689791,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.24393514457015325,0.43898731455852125,0.47286197234081745,0.266415243898663,0.21376783690713258,0.3755963011672714,0.5164140941105947,0.4825095827230515,0.42557909767495516,0.305121441916694,0.23401259632771843,0.17306603165023365,0.391381786952572,0.352152636822205,0.18949903660886322,0.4400580231725455,0.4789100269466306,0.3785494656809726,0.40744202030757676,0.3937736505810485,0.28408047876050957,0.622807244613566,0.23579329628310325,0.22019479129179065,0.23583391823241323,0.026907170511963157,0.057287836856201896,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.1554475742851039,0.1260260812770264,0.539992210957018,0.178553514035707,0.045284015270702915,0.30262776785577217,0.275625655627154,0.4780947780651729,0.7054174118733053,0.41872595889658193,0.5354545955370047,0.5142681894815562,0.4388800122972752,0.3675717808777636,0.4246241195236741,0.5038284276821946,0.6863839575076356,0.4748448254246184,0.3667830322498067,0.21839447795190803,0.3707535442858717,0.4815131198605611,0.715683091287942,0.5733587831466356,0.41236820201587965,0.018334310270729477,0.10873653577906423,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.10964846490330929,0.6846461407958984,0.571374620647751,0.3355317343836117,0.2337473732850715,0.40884997415729774,0.5063392901743343,0.314015966011198,0.3176022615819535,0.26692905813825685,0.2213248018354927,0.21439312269622496,0.33430400334546995,0.34572027779292996,0.34710192994093303,0.5203723765630451,0.6019032894247873,0.3598435185795125,0.5235995364079329,0.4572767965281609,0.31422067670553183,0.4099729923291312,0.14145075923550016,0.1777106101122009,0.1049713377707387,0.13680293118753256,0.22487755747779545,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.16528861757205782,0.7102249074910352,0.5537212880039042,0.18478334912466482,0.05032290715456639,0.223291183288727,0.17368187721664408,0.14615989903082044,0.2505895546068194,0.25081464996153413,0.13039038245911944,0.08870185351617026,0.24413194174261366,0.18472756138804594,0.10515335291702202,0.2813756633187051,0.4038092579565156,0.19782447476513976,0.23478728944170818,0.21691870205000535,0.17709628184350074,0.21498710016998437,0.12902747874550402,0.14121457563651107,0.2133868396402414,0.10503255172085905,0.4209326577269142,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.08151474792838084,0.7170481957976917,0.5132720767657049,0.1883255615211697,0.20139064614436758,0.6827519151745278,0.5894556421399669,0.4295851641787944,0.33475343275832226,0.26288465765468727,0.09518790791426592,0.1467039571174394,0.12886885595718486,0.25422172905715196,0.1305173884203544,0.4931969666366758,0.38899033965890656,0.2883771533726166,0.317930527818154,0.37686634762766474,0.5919468789828961,0.28367977358425445,0.1369650124358897,0.11077729743026736,0.1043633906230023,0.023697978083655452,0.1320630060920447,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.3996599953635731,0.5347055311422504,0.5867833514862204,0.49750125401750056,0.22733323798312305,0.38077917027014585,0.4781707377990908,0.240066689519773,0.32364023827381294,0.2482443125618199,0.11198133721344732,0.07699282690918581,0.15752924063848445,0.2417539195617785,0.04187908651568275,0.20583536842878383,0.4363377213071968,0.12565156322049137,0.20377010462382233,0.2624275597587462,0.22106221054343095,0.3243077666468208,0.06966304885775802,0.09946154511951237,0.18761301163449068,0.48849163576854526,0.6300793035371294,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.028333719702238365,0.372588954073257,0.5749349566431486,0.01992184839083236,0.02983728119877216,0.14640274700250244,0.029529759228732688,0.11938670572470306,0.23203210638666127,0.13066545774260896,0.33257991392887465,0.36718301841270673,0.44325996181925204,0.24501603424466795,0.25704775893110965,0.35601623179890196,0.612597031203818,0.6365483139573184,0.35951003718906094,0.26230339102768957,0.26620301165955973,0.3834916690395451,0.4654774026170534,0.18684429907478695,0.1358566184048824,0.016166697841083044,0.047225601739820225,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
