,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_Centroid,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Mean_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_6,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_HighPeakAmp,BHSUM1,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.6026286917415518,0.5128608253427279,0.5297333315420018,0.2456306769286976,0.4594759515170231,0.5832736775134382,0.5819163211154492,0.34275801970378694,0.3889293971515566,0.2613899879107593,0.02755864986010126,0.3264036946410648,0.24674511271627048,0.24024365559548128,0.17325195289171308,0.20486316283662914,0.24565315641440805,0.47005092223213024,0.6136395062838025,0.45831376607260116,0.4489412071236212,0.37060930771691875,0.6630820082680392,0.2970804878776131,0.273670615951024,0.28641072750495755,0.1643231565242122,0.031926147286293116,0.008472739978717466,0.1367350963273928,0.058442009940120096,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.853088987372979,0.26057713749388434,0.15393026519662506,0.5390779578352896,0.319751717748784,0.34901167294514557,0.39056872181361424,0.28925261246545286,0.34132771021650943,0.18179058138256943,0.028513142996172663,0.2362473240311298,0.0692848342039925,0.12867071623682574,0.07369747497670863,0.08034129919981581,0.07567233140705834,0.3007345003989299,0.44400018321634577,0.29467338434633306,0.13203614327850233,0.16747439145280318,0.15551371408052594,0.08663107983180751,0.07146215078413456,0.06749183968578476,0.02510065047735592,0.1845635967477681,0.15676355740498302,0.1913774393803673,0.15372754503508523,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.7911424375162845,0.22827642557836897,0.3781660199491516,0.43564258376049003,0.27048498417355055,0.44835923581131765,0.6260500216915361,0.4576919150301537,0.4868936432154358,0.2504368611935377,0.17347444859305838,0.1498159895563413,0.3122133042577883,0.241480170667137,0.10273225675449703,0.21460801587237344,0.13148779513911746,0.29185830947575914,0.3161510394070704,0.3456860299320653,0.25416525026105957,0.3929869557692005,0.5299325114399095,0.27258968777025616,0.153845138048881,0.3146870313333052,0.1405740795340985,0.10107642444666454,0.0,0.10511395287689791,0.025554507958492907,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.43898731455852125,0.48034618930495887,0.4731279197285571,0.5814363468695597,0.5186048019763763,0.521326758076766,0.7681184862334411,0.6682861643246241,0.515022662235592,0.305121441916694,0.09521536921104592,0.17306603165023365,0.391381786952572,0.49152175525017894,0.16102876185470966,0.18512612546981705,0.2038464069925099,0.6089665368188859,0.4789100269466306,0.3785494656809726,0.3937736505810485,0.28408047876050957,0.46122860483744743,0.44493484030656383,0.35579213699773404,0.2989148987584048,0.23583391823241323,0.026907170511963157,0.11716851546387075,0.057287836856201896,0.1345748749141295,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.1260260812770264,0.45695016258566123,0.30153746386339303,0.15000847343852133,0.30923307341928513,0.18833824328386095,0.3999899109133649,0.47846766960060094,0.6444282411393774,0.41872595889658193,0.34099735174943624,0.5142681894815562,0.4388800122972752,0.48521492716184733,0.3353115071307422,0.485055343750028,0.5230323693182566,0.4227659923968649,0.6863839575076356,0.4748448254246184,0.21839447795190803,0.3707535442858717,0.5426798390586589,0.6957735663376377,0.7838413877253496,0.8278260002378095,0.41236820201587965,0.018334310270729477,0.0817034875674155,0.10873653577906423,0.17288188389472484,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.6846461407958984,0.5447459203812859,0.6975353214842092,0.3632265973532059,0.4465516868679071,0.4432438480232038,0.5679631142992623,0.5205515164331918,0.4006580658871981,0.26692905813825685,0.06613140188839917,0.21439312269622496,0.33430400334546995,0.38129655719733946,0.2497390172236688,0.36160105192248365,0.23364092303236927,0.3487351574599896,0.6019032894247873,0.3598435185795125,0.4572767965281609,0.31422067670553183,0.3399885831085249,0.3477842722094654,0.2401738882403588,0.445213702423738,0.1049713377707387,0.13680293118753256,0.03055677195243422,0.22487755747779545,0.13678650991647961,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.7102249074910352,0.33287500374429624,0.5350082685329134,0.22731264347072044,0.3358993283409249,0.1618880379572204,0.25055237749326553,0.28079901699834475,0.24012076754811829,0.25081464996153413,0.08699924202015666,0.08870185351617026,0.24413194174261366,0.14272029307611686,0.07270789039917824,0.11210673199810409,0.18975958859329273,0.21184352560191488,0.4038092579565156,0.19782447476513976,0.21691870205000535,0.17709628184350074,0.28214453416320634,0.11392136104732653,0.12142596808527498,0.121324981876623,0.2133868396402414,0.10503255172085905,0.2032215357458076,0.4209326577269142,0.23767344452695432,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.7170481957976917,0.3744972658317164,0.4504364265420007,0.2470964717482354,0.45487593607658455,0.6252919184458325,1.0,0.5950222779677827,0.453096317249314,0.26288465765468727,0.10168159231913759,0.1467039571174394,0.12886885595718486,0.22423709825785654,0.11396825207233462,0.12249914333433165,0.13611875331832685,0.3107488149434458,0.38899033965890656,0.2883771533726166,0.37686634762766474,0.5919468789828961,0.4234101518262423,0.41866966868457933,0.19407131953284706,0.29483378274194233,0.1043633906230023,0.023697978083655452,0.033895497768510474,0.1320630060920447,0.048697688518799735,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.5347055311422504,0.19699923782770914,0.4583464257619693,0.6832320555681496,0.4573488767080986,0.36232969646170676,0.4234995005902116,0.25909531761600235,0.3769021072031834,0.2482443125618199,0.07315909154712108,0.07699282690918581,0.15752924063848445,0.17726355406897634,0.04831047992164546,0.08768119265848767,0.11551419256607036,0.08648566198901769,0.4363377213071968,0.12565156322049137,0.2624275597587462,0.22106221054343095,0.17376692968483853,0.16138579906360903,0.09429950823222427,0.20684430772535317,0.18761301163449068,0.48849163576854526,0.6557845154820222,0.6300793035371294,0.6698233640103128,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.372588954073257,0.9296861946967454,0.3234637643350814,0.004051844238391937,0.1344306338300008,0.05248985218947133,0.2467124711199894,0.1701967461770133,0.15344733457667237,0.13066545774260896,0.03988284064643516,0.36718301841270673,0.44325996181925204,0.23822955892284914,0.24774312606005588,0.1706235176985778,0.2348589957920325,0.26977049795841745,0.612597031203818,0.6365483139573184,0.26230339102768957,0.26620301165955973,0.5619136183259523,0.37705767452956795,0.3361584009888177,0.42740101184060636,0.1358566184048824,0.016166697841083044,0.0,0.047225601739820225,0.07664405525750029,0,0,1,1,1,0
