,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_11,Mean_Acc1298_Std_Mem40_MFCC_12,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_10,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_MFCC_0,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.2292269112597145,0.6026286917415518,0.5928313370930776,0.2456306769286976,0.15751488013378373,0.43005327178846864,0.4161983615565211,0.34275801970378694,0.309345362377554,0.4552071725565372,0.2613899879107593,0.24674511271627048,0.24024365559548128,0.2397882202003958,0.13163165962634835,0.14460729523229277,0.2582031178274361,0.6136395062838025,0.45831376607260116,0.2856471055197467,0.28641072750495755,0.19624448220411178,0.1643231565242122,0.031926147286293116,0.1184373246186931,0,1,1,0,0,0
1,0.16719004156876938,0.853088987372979,0.2680428419720624,0.5390779578352896,0.10056880067772,0.17118206055891894,0.19135727309056394,0.28925261246545286,0.20864107118742664,0.27373586950543005,0.18179058138256943,0.0692848342039925,0.12867071623682574,0.11672644808051971,0.06270139079724613,0.041256200283007124,0.20778171535594278,0.44400018321634577,0.29467338434633306,0.2059960480788313,0.06749183968578476,0.08564940300751193,0.02510065047735592,0.1845635967477681,0.20769645846985257,1,0,0,0,0,1
2,0.15224561720585583,0.7911424375162845,0.2799486130612836,0.43564258376049003,0.11742378400976977,0.4468474461780947,0.2727846046256056,0.4576919150301537,0.2575350327734322,0.42916978187751975,0.2504368611935377,0.3122133042577883,0.241480170667137,0.3514035832708414,0.18289749831591695,0.09250718075686669,0.5399643781788803,0.3161510394070704,0.3456860299320653,0.243409869448543,0.3146870313333052,0.10806680120446253,0.1405740795340985,0.10107642444666454,0.1336212374364537,0,1,0,0,0,1
3,0.2543263148382433,0.43898731455852125,0.37647136341847987,0.5814363468695597,0.21376783690713258,0.3755963011672714,0.5164140941105947,0.6682861643246241,0.4825095827230515,0.44857610247906265,0.305121441916694,0.391381786952572,0.49152175525017894,0.24303358299979222,0.2523052279936349,0.11236272662108296,0.4400580231725455,0.4789100269466306,0.3785494656809726,0.622807244613566,0.2989148987584048,0.22019479129179065,0.23583391823241323,0.026907170511963157,0.10254728521057734,0,0,1,0,0,0
4,0.10004744261702525,0.1260260812770264,0.3619904655188092,0.15000847343852133,0.045284015270702915,0.30262776785577217,0.275625655627154,0.47846766960060094,0.4780947780651729,0.7374035133466839,0.41872595889658193,0.4388800122972752,0.48521492716184733,0.45688600572817384,0.38590833886588044,0.3402285116449043,0.5038284276821946,0.6863839575076356,0.4748448254246184,0.4815131198605611,0.8278260002378095,0.5733587831466356,0.41236820201587965,0.018334310270729477,0.19977714796726398,0,0,0,1,0,0
5,0.2918624615940719,0.6846461407958984,0.39285461072159034,0.3632265973532059,0.2337473732850715,0.40884997415729774,0.5063392901743343,0.5205515164331918,0.314015966011198,0.42985631662901236,0.26692905813825685,0.33430400334546995,0.38129655719733946,0.44578653969516,0.24895813827557997,0.17289111545688532,0.5203723765630451,0.6019032894247873,0.3598435185795125,0.4099729923291312,0.445213702423738,0.1777106101122009,0.1049713377707387,0.13680293118753256,0.189778897945864,0,1,1,0,0,0
6,0.08123983372492327,0.7102249074910352,0.4294535475329183,0.22731264347072044,0.05032290715456639,0.223291183288727,0.17368187721664408,0.28079901699834475,0.14615989903082044,0.39295660163260815,0.25081464996153413,0.24413194174261366,0.14272029307611686,0.15565905620657566,0.13664459322200143,0.08297131582548156,0.2813756633187051,0.4038092579565156,0.19782447476513976,0.21498710016998437,0.121324981876623,0.14121457563651107,0.2133868396402414,0.10503255172085905,0.3455865919502737,1,1,0,0,0,0
7,0.30471715163564084,0.7170481957976917,0.5805718376764596,0.2470964717482354,0.20139064614436758,0.6827519151745278,0.5894556421399669,0.5950222779677827,0.4295851641787944,0.578031702830275,0.26288465765468727,0.12886885595718486,0.22423709825785654,0.20875037269269342,0.06475876878330167,0.06975117783557544,0.4931969666366758,0.38899033965890656,0.2883771533726166,0.28367977358425445,0.29483378274194233,0.11077729743026736,0.1043633906230023,0.023697978083655452,0.09634610895618011,0,0,0,0,0,1
8,0.29717151635640704,0.5347055311422504,0.5068302705135457,0.6832320555681496,0.22733323798312305,0.38077917027014585,0.4781707377990908,0.25909531761600235,0.240066689519773,0.3784925163637697,0.2482443125618199,0.15752924063848445,0.17726355406897634,0.05257632294612445,0.08002373523539466,0.06297556149548938,0.20583536842878383,0.4363377213071968,0.12565156322049137,0.3243077666468208,0.20684430772535317,0.09946154511951237,0.18761301163449068,0.48849163576854526,0.6822456636903396,1,1,0,0,0,0
9,0.030532712814025142,0.372588954073257,0.24603770327819074,0.004051844238391937,0.02983728119877216,0.14640274700250244,0.029529759228732688,0.1701967461770133,0.11938670572470306,0.22810269907979897,0.13066545774260896,0.44325996181925204,0.23822955892284914,0.32561415238387803,0.2327147418671556,0.14333922509202238,0.35601623179890196,0.612597031203818,0.6365483139573184,0.3834916690395451,0.42740101184060636,0.18684429907478695,0.1358566184048824,0.016166697841083044,0.07265829345242146,0,0,1,1,1,0
10,0.19532803180914515,0.6455731816891255,0.25752347014425025,0.4749835483239098,0.12974596503581132,0.495439914437627,0.36203887556821024,0.43959425658676765,0.2249511774543717,0.29878318336181997,0.18250906693043178,0.29365950391760826,0.44007110462681104,0.22040097216324395,0.1667084140923096,0.08174941875426185,0.49707129872752986,0.5743398161959792,0.5860169698618146,0.396111067967867,0.29552036147027577,0.1232136918780778,0.09041191680778173,0.050364302770102336,0.24421345765679908,0,1,1,0,0,0
11,0.16505512380263876,0.5996215282118751,0.22487681160537173,0.25563813795638274,0.11340807322896151,0.37569864850342616,0.40364466257055787,0.508296811078458,0.3754661514329936,0.34365851720716845,0.26040636333663025,0.3886454522757359,0.31698274289905676,0.1740370976048283,0.16371962266812254,0.09272284277450593,0.35564899652962667,0.5235752768554545,0.2366441492650856,0.4265615697237969,0.25750921511393754,0.11160866812137558,0.0876983329723919,0.20303365648378857,0.3921009647085701,0,0,1,0,0,0
12,0.26301283209831916,0.6043988815967041,0.377606916120918,0.589480611232038,0.14815222294346098,0.34739346921647996,0.397361569009441,0.1903945861985985,0.17511712217062952,0.2922132291375942,0.1803618529508737,0.11528981899232041,0.17524244312932508,0.09948139247025237,0.020148199307884418,0.02318338535311418,0.31945796074254973,0.42059170237368876,0.20756100204207834,0.08563071108695089,0.06287373471978763,0.029182250121858433,0.04620659244319085,0.738662886534091,0.7868677983194946,1,0,0,0,0,0
13,0.19580245797939644,0.5707035588639771,0.7882835776036794,0.09748195817862887,0.16977104947575722,0.3928827662438016,0.29335256506318985,0.44677899235038043,0.31177740035526186,0.31885770395888124,0.31385866578744903,0.26229429155330913,0.2749763017978569,0.2266224555253386,0.14392080472824045,0.1179389693382667,0.38640495033142985,0.45525437688293685,0.4684678462980159,0.378681197311313,0.49077337915639035,0.1492139560945166,0.33571206788134333,0.011122072550269528,0.09524996209353533,0,0,1,0,1,0
14,0.1503930959696368,0.6045707548988566,0.48719025651854264,0.22137023204016187,0.11611455227575285,0.39425422054827475,0.4401662170937607,0.2465817357125668,0.1652227658491487,0.34392335257124573,0.2593664138916363,0.3431374187083756,0.33380896743977256,0.18276849685131147,0.12689352947327717,0.14166516979583058,0.3653440076384936,0.5004893691308114,0.3659846281016322,0.7311011018784569,0.22195671101939685,0.15687623282023716,0.24236739315915956,0.04613417427103475,0.10592191005343714,0,0,0,0,1,0
15,0.29967919754202055,0.5524991733490057,0.5549712316373383,0.8487150085504699,0.24577250173280668,0.2567618326314012,0.1800617538338577,0.045219534605596134,0.1717436920232271,0.1892859834864964,0.13202000219804377,0.20254796104398903,0.014406302419120498,0.07658315338676015,0.011431498959556877,0.02205158207516412,0.11112539248269401,0.3654014512117341,0.07628363001196349,0.05618544692086666,0.045605704356898175,0.005033778705066105,0.05600419561808394,0.7474540719522212,0.764931130015814,1,0,0,0,0,1
16,0.0713333634556299,0.6735421206431402,0.7690427602831676,0.07576574573962114,0.05306239204339169,0.2191635152216076,0.2489463135021729,0.36648168539571657,0.26958744948944074,0.30911787414616065,0.18793273986152315,0.20553062312718373,0.18926997512941326,0.20060082579665892,0.172615472163384,0.07322541973853655,0.3612493343860744,0.47024441233357145,0.4675222429286931,0.30411672836150583,0.21840107704640738,0.12277181266143398,0.12966234145755984,0.15740244336526052,0.3402747203467002,0,0,1,1,1,0
17,0.26488794505693125,0.6389889970707929,0.3780727740161497,0.5212089065742879,0.27251823572772377,0.37783463740897494,0.5037136595234525,0.5772837651588629,0.3478138926111752,0.45289699330373967,0.30484806022639843,0.2455134756844775,0.17155093460097842,0.21363558334312122,0.09958584932502923,0.09924112871756553,0.237362516296065,0.320589714649184,0.4225582714795399,0.3166066975572295,0.1925297165849037,0.14870146731232659,0.10182723342300339,0.37437950921250923,0.7818498296327177,0,1,1,0,0,0
18,0.2701066329296946,0.6986583600412681,0.40596876093359613,0.5463254988874485,0.1563816795572816,0.6116215400203672,0.5160519381587491,0.7643074870014805,0.45130210767968254,0.6687011455148095,0.3640949554896141,0.20113157845742713,0.23712130473382864,0.25995789701936195,0.32624599852951786,0.10104919853124593,0.8096435981711683,0.38603122283083086,0.4411005973238363,0.34730743012951604,0.3795476251663707,0.13616029738015734,0.1115987444456331,0.05826654814132708,0.2190377221180058,0,0,0,0,1,1
19,0.1263893909271644,0.5446590867930965,0.3197018201210537,0.04858691657074441,0.09516684453148205,0.18045063532108918,0.158418252659973,0.3226312795793803,0.15778122305670678,0.26577247382713576,0.21253022310143965,0.11642168387696425,0.17554906680187504,0.4541899693714369,0.18525724115177497,0.08270216061808847,0.38267751234828595,0.5261943199475934,0.37379701189335296,0.28950411155117217,0.20904212678309103,0.1423648282365375,0.10671951197238407,0.04601969430721793,0.16945635848443086,0,0,1,1,1,0
20,0.14585215976866084,0.8658458655181962,0.3020504683239751,0.28711311050024096,0.06268909596998673,0.4727095945510279,0.42870366901443624,0.45514508025173006,0.29032015124601357,0.40148633755100627,0.27305060995713815,0.23504121926337607,0.2054118076166924,0.24063118331059535,0.07824197132154515,0.071435931769718,0.3058886175428288,0.4280804544456756,0.28064339278239014,0.46730604954570165,0.2799937095580197,0.13124723825489598,0.1131642735814349,0.16411860124251423,0.4051165401024102,1,0,0,0,0,1
21,0.10853063437556487,0.8963158355951828,0.399568513092572,0.28384258332031137,0.08251460508510006,0.20032444105561054,0.15108615565213046,0.21616921046298798,0.09272388253503266,0.13801996858645138,0.11809814265303875,0.10120857964084892,0.15039490323317634,0.11249446607818869,0.10433938144095897,0.04488810632419013,0.37406584528378106,0.3952186151264107,0.2743259122947563,0.15173047552483757,0.212333101916667,0.028965865969378224,0.05789848587240416,0.10743725653458515,0.32521234193588533,0,1,0,0,0,0
22,0.10637312488704154,0.6943359860164535,0.47130061050889094,0.1916735811392263,0.06244705312840376,0.24331748655411867,0.16167141215844938,0.2098887195455441,0.1343256256037894,0.33110124655968676,0.3153437190900097,0.3594857294799962,0.21621678494056917,0.1721108410657656,0.2219998394953344,0.14776226725535452,0.24944455665522117,0.3455090821725311,0.17318035099947088,0.20577601753341443,0.14415084786719495,0.15561209382416852,0.28547684712868915,0.010113647950965041,0.15187214112949285,0,1,0,0,0,0
23,0.3071457617928792,0.6086510574706463,0.2496208402242283,0.5152114728156687,0.20163268898595055,0.6507663256794585,0.9999999999999999,0.7244532600214395,0.3514509125660921,0.5026432606530025,0.2681723266292998,0.2765154028622672,0.36228588949924156,0.21705080366097163,0.09124041734455568,0.05023573604095212,0.879179596408439,0.39950259354836487,0.4250678390731812,0.469622841759209,0.22380548725993715,0.12504270739851586,0.0994919857954323,0.005378681578672445,0.1359257167681547,0,0,0,0,0,1
24,0.18229260798843305,0.7464178963221915,0.2862848969563951,0.6114675335251045,0.11333105959754874,0.5435513502172322,0.3628552874768969,0.761122576222736,0.3725017399524239,0.4931438198630598,0.28494065281899106,0.05974776264540359,0.17640781349264406,0.13191604701800672,0.09003176857496983,0.06488611299901403,0.32970382475532944,0.3822024765318875,0.23597372710099263,0.2910874686132898,0.272794221998903,0.12459399499810948,0.10662297100900962,0.018426895159499367,0.09876832474460974,0,0,0,0,0,1
25,0.14615714802096524,0.6716851178284375,0.35257427909550354,0.6872068685472565,0.07474723025975599,0.30109153434009006,0.3970368774664069,0.429709547804654,0.40136547311124265,0.3660472914472438,0.2357759094405978,0.25995513595029157,0.2069048444536187,0.21824161328502634,0.1358023490425248,0.05869948483242836,0.35228879381575806,0.37579833065710716,0.4126198738203864,0.4948918398867922,0.233133752440423,0.06633427023875142,0.0626655220909207,0.14146595659895667,0.4098093458206041,0,0,1,0,0,1
26,0.2379924995481657,0.5244338404627844,0.359827636432014,0.5209447993995964,0.1860209257038496,0.34665042755599684,0.420914194015685,0.4677680466123635,0.25650794145449635,0.3910090431090856,0.17497252445323652,0.22414314104678645,0.2812961563820812,0.28777206566619384,0.21639433564443836,0.0826931512387615,0.43170342079653334,0.4436430409765086,0.27829850892160846,0.4540049873590294,0.2097325411467783,0.15231166606686497,0.08651374925963516,0.17346216812539997,0.42181116065650776,0,0,1,0,0,0
27,1.0,0.4523193081135648,0.3732369455751592,0.8122814238017788,1.0,0.36842482332291104,0.3512381987112243,0.18885408842639528,0.07126143953795167,0.1412917039303605,0.09713017914056488,0.3430438524842549,0.1714848000833696,0.10571281430417145,0.06566586333270913,0.03203453745564992,0.5090615302693671,0.5766658859806655,0.42136936117586316,0.3497665950488813,0.04903476236321164,0.030273281795942908,0.06736732792877888,0.407967805481651,0.8429518370246974,1,1,0,0,0,1
28,0.6377982107355866,0.33748597614337794,0.4369030352818961,0.8789398738007884,0.5271693089676872,0.32571425647218966,0.22631000549477986,0.2269217026055379,0.11144654970031259,0.2433775880017357,0.17274563138806454,0.10879269496026539,0.10989452546479542,0.10556554422168213,0.03830387099964413,0.039247671779301746,0.7014560878426763,0.42966307205414916,0.44182308079702687,0.1532491177206561,0.1236762263485135,0.09443459959820878,0.06307516888145552,0.6016159816531782,0.7544601812673993,0,1,0,0,0,0
29,0.2062511295861198,0.5650835706181945,0.33507012143901926,0.4156628759950788,0.13236442850384517,0.6922978512176776,0.8116820270742794,0.5519284479803983,0.3646031350306958,0.42608750567868137,0.25248241565007135,0.3213517646064753,0.4346570925261984,0.2253674975831444,0.16451241844052691,0.09945791690762064,0.6446264299223297,0.4861010524569141,0.3455277210533809,0.7295177448163392,0.21105583534384553,0.13421739546367706,0.09413004850531105,0.015508594442529494,0.1573628085432845,0,0,1,0,0,0
30,0.1186630218687873,0.5465468421932014,0.5089341448791082,0.24100219869222927,0.054569658829612844,0.23557900446746127,0.15388662021079969,0.5851011076999366,0.35360767448866165,0.9536986295788505,0.6014342235410484,0.30415706140951787,0.18169156063433026,0.25578102836078465,0.5362217688100523,0.14675096442590263,0.26631901727841945,0.5347581717082852,0.16720711263729843,0.19916647252206773,1.0,0.4423142626766948,0.5054884842285985,0.07588645339195375,0.36673182585872377,0,0,0,0,0,1
31,0.00933038134827413,0.6358783824046603,0.4393043805284501,0.12147609499935072,0.022311949215011062,0.13205365047361234,0.12436622708426992,0.27637076955611795,0.1860463606427955,0.22066897412965925,0.16198345972084838,0.245807063581591,0.21755951605565726,0.2413142273741654,0.11017672536435774,0.09046261473585344,0.3200271754099263,0.5539889741785946,0.21879986995297485,0.2179596696953224,0.2130695439046001,0.08219181202367017,0.09163302953370715,0.019906376659099313,0.20468468394772965,0,0,1,1,0,0
32,0.18199891559732517,0.8159256329576112,0.4680642660406934,0.3260711196603582,0.08706941128579754,0.39708310091959087,0.270724062140966,0.4308799614966712,0.24182092513530068,0.30549166685340956,0.20133531157270024,0.11875558831434241,0.17562021151021182,0.11426532105781481,0.055646481178396066,0.04048083057468016,0.3071004939314371,0.36072079211685754,0.08012022974974449,0.19239298318276335,0.32684983104026266,0.0687577727465299,0.06001716863618929,0.18695203664860216,0.14940113628827492,1,0,0,0,0,1
