,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_MFCC_6,Mean_Acc1298_Std_Mem40_MFCC_8,Mean_Acc1298_Std_Mem40_MFCC_9,Mean_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_3,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_2,Std_Acc1298_Std_Mem40_MFCC_3,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,BH_HighPeakAmp,BHSUM1,BHSUM2,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.6026286917415518,0.5128608253427279,0.5297333315420018,0.4161983615565211,0.5819163211154492,0.309345362377554,0.3889293971515566,0.4552071725565372,0.3264036946410648,0.24674511271627048,0.5246449355041527,0.35479816207253545,0.24024365559548128,0.17325195289171308,0.14460729523229277,0.2582031178274361,0.47005092223213024,0.4347157517853729,0.4489412071236212,0.37060930771691875,0.2856471055197467,0.2970804878776131,0.273670615951024,0.28641072750495755,0.19702610433538126,0.008472739978717466,0.1367350963273928,0.058442009940120096,0,1,1,0,0,0
1,0.853088987372979,0.26057713749388434,0.15393026519662506,0.19135727309056394,0.39056872181361424,0.20864107118742664,0.34132771021650943,0.27373586950543005,0.2362473240311298,0.0692848342039925,0.192754014303063,0.15425845648739725,0.12867071623682574,0.07369747497670863,0.041256200283007124,0.20778171535594278,0.3007345003989299,0.2104294188091435,0.13203614327850233,0.16747439145280318,0.2059960480788313,0.08663107983180751,0.07146215078413456,0.06749183968578476,0.09352608699763891,0.15676355740498302,0.1913774393803673,0.15372754503508523,1,0,0,0,0,1
2,0.7911424375162845,0.22827642557836897,0.3781660199491516,0.2727846046256056,0.6260500216915361,0.2575350327734322,0.4868936432154358,0.42916978187751975,0.1498159895563413,0.3122133042577883,0.35130857810557625,0.5509843388451909,0.241480170667137,0.10273225675449703,0.09250718075686669,0.5399643781788803,0.29185830947575914,0.21827226039706898,0.25416525026105957,0.3929869557692005,0.243409869448543,0.27258968777025616,0.153845138048881,0.3146870313333052,0.19808213046178286,0.0,0.10511395287689791,0.025554507958492907,0,1,0,0,0,1
3,0.43898731455852125,0.48034618930495887,0.4731279197285571,0.5164140941105947,0.7681184862334411,0.4825095827230515,0.515022662235592,0.44857610247906265,0.17306603165023365,0.391381786952572,0.352152636822205,0.33350587963554923,0.49152175525017894,0.16102876185470966,0.11236272662108296,0.4400580231725455,0.6089665368188859,0.40744202030757676,0.3937736505810485,0.28408047876050957,0.622807244613566,0.44493484030656383,0.35579213699773404,0.2989148987584048,0.23579329628310325,0.11716851546387075,0.057287836856201896,0.1345748749141295,0,0,1,0,0,0
4,0.1260260812770264,0.45695016258566123,0.30153746386339303,0.275625655627154,0.3999899109133649,0.4780947780651729,0.6444282411393774,0.7374035133466839,0.5142681894815562,0.4388800122972752,0.3675717808777636,0.5260582725296663,0.48521492716184733,0.3353115071307422,0.3402285116449043,0.5038284276821946,0.4227659923968649,0.3667830322498067,0.21839447795190803,0.3707535442858717,0.4815131198605611,0.6957735663376377,0.7838413877253496,0.8278260002378095,0.715683091287942,0.0817034875674155,0.10873653577906423,0.17288188389472484,0,0,0,1,0,0
5,0.6846461407958984,0.5447459203812859,0.6975353214842092,0.5063392901743343,0.5679631142992623,0.314015966011198,0.4006580658871981,0.42985631662901236,0.21439312269622496,0.33430400334546995,0.34572027779292996,0.3519284627155626,0.38129655719733946,0.2497390172236688,0.17289111545688532,0.5203723765630451,0.3487351574599896,0.5235995364079329,0.4572767965281609,0.31422067670553183,0.4099729923291312,0.3477842722094654,0.2401738882403588,0.445213702423738,0.14145075923550016,0.03055677195243422,0.22487755747779545,0.13678650991647961,0,1,1,0,0,0
6,0.7102249074910352,0.33287500374429624,0.5350082685329134,0.17368187721664408,0.25055237749326553,0.14615989903082044,0.24012076754811829,0.39295660163260815,0.08870185351617026,0.24413194174261366,0.18472756138804594,0.2231467083527534,0.14272029307611686,0.07270789039917824,0.08297131582548156,0.2813756633187051,0.21184352560191488,0.23478728944170818,0.21691870205000535,0.17709628184350074,0.21498710016998437,0.11392136104732653,0.12142596808527498,0.121324981876623,0.12902747874550402,0.2032215357458076,0.4209326577269142,0.23767344452695432,1,1,0,0,0,0
7,0.7170481957976917,0.3744972658317164,0.4504364265420007,0.5894556421399669,1.0,0.4295851641787944,0.453096317249314,0.578031702830275,0.1467039571174394,0.12886885595718486,0.25422172905715196,0.3608149409974139,0.22423709825785654,0.11396825207233462,0.06975117783557544,0.4931969666366758,0.3107488149434458,0.317930527818154,0.37686634762766474,0.5919468789828961,0.28367977358425445,0.41866966868457933,0.19407131953284706,0.29483378274194233,0.1369650124358897,0.033895497768510474,0.1320630060920447,0.048697688518799735,0,0,0,0,0,1
8,0.5347055311422504,0.19699923782770914,0.4583464257619693,0.4781707377990908,0.4234995005902116,0.240066689519773,0.3769021072031834,0.3784925163637697,0.07699282690918581,0.15752924063848445,0.2417539195617785,0.14354477473427182,0.17726355406897634,0.04831047992164546,0.06297556149548938,0.20583536842878383,0.08648566198901769,0.20377010462382233,0.2624275597587462,0.22106221054343095,0.3243077666468208,0.16138579906360903,0.09429950823222427,0.20684430772535317,0.06966304885775802,0.6557845154820222,0.6300793035371294,0.6698233640103128,1,1,0,0,0,0
9,0.372588954073257,0.9296861946967454,0.3234637643350814,0.029529759228732688,0.2467124711199894,0.11938670572470306,0.15344733457667237,0.22810269907979897,0.36718301841270673,0.44325996181925204,0.24501603424466795,0.4331059984243979,0.23822955892284914,0.24774312606005588,0.14333922509202238,0.35601623179890196,0.26977049795841745,0.35951003718906094,0.26230339102768957,0.26620301165955973,0.3834916690395451,0.37705767452956795,0.3361584009888177,0.42740101184060636,0.4654774026170534,0.0,0.047225601739820225,0.07664405525750029,0,0,1,1,1,0
