,Mean_Acc1298_Mean_Mem40_MFCC_0,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_5,Std_Acc1298_Mean_Mem40_MFCC_4,Std_Acc1298_Mean_Mem40_MFCC_7,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.6026286917415518,0.5128608253427279,0.1358240288331135,0.2456306769286976,0.43005327178846864,0.4161983615565211,0.35479816207253545,0.12868852459016394,0,1,1,0,0,0
1,0.853088987372979,0.26057713749388434,0.3676593531127501,0.5390779578352896,0.17118206055891894,0.19135727309056394,0.15425845648739725,0.05970419154110996,1,0,0,0,0,1
2,0.7911424375162845,0.22827642557836897,0.4695598863024133,0.43564258376049003,0.4468474461780947,0.2727846046256056,0.5509843388451909,0.32488076060519916,0,1,0,0,0,1
3,0.43898731455852125,0.48034618930495887,0.266415243898663,0.5814363468695597,0.3755963011672714,0.5164140941105947,0.33350587963554923,0.18949903660886322,0,0,1,0,0,0
4,0.1260260812770264,0.45695016258566123,0.178553514035707,0.15000847343852133,0.30262776785577217,0.275625655627154,0.5260582725296663,0.4246241195236741,0,0,0,1,0,0
5,0.6846461407958984,0.5447459203812859,0.3355317343836117,0.3632265973532059,0.40884997415729774,0.5063392901743343,0.3519284627155626,0.34710192994093303,0,1,1,0,0,0
6,0.7102249074910352,0.33287500374429624,0.18478334912466482,0.22731264347072044,0.223291183288727,0.17368187721664408,0.2231467083527534,0.10515335291702202,1,1,0,0,0,0
7,0.7170481957976917,0.3744972658317164,0.1883255615211697,0.2470964717482354,0.6827519151745278,0.5894556421399669,0.3608149409974139,0.1305173884203544,0,0,0,0,0,1
8,0.5347055311422504,0.19699923782770914,0.49750125401750056,0.6832320555681496,0.38077917027014585,0.4781707377990908,0.14354477473427182,0.04187908651568275,1,1,0,0,0,0
9,0.372588954073257,0.9296861946967454,0.01992184839083236,0.004051844238391937,0.14640274700250244,0.029529759228732688,0.4331059984243979,0.25704775893110965,0,0,1,1,1,0
10,0.6455731816891255,0.31036279733872074,0.34461020181940916,0.4749835483239098,0.495439914437627,0.36203887556821024,0.36741122802096954,0.23577497709971892,0,1,1,0,0,0
11,0.5996215282118751,0.3424227926125869,0.26089137421740016,0.25563813795638274,0.37569864850342616,0.40364466257055787,0.31618972393966516,0.17563410088758333,0,0,1,0,0,0
12,0.6043988815967041,0.2238388521485604,0.46546033279457033,0.589480611232038,0.34739346921647996,0.397361569009441,0.2562271341777791,0.05000868631352854,1,0,0,0,0,0
13,0.5707035588639771,0.6204661565548482,0.08482112446665555,0.09748195817862887,0.3928827662438016,0.29335256506318985,0.6428549332431419,0.19568921949524623,0,0,1,0,1,0
14,0.6045707548988566,0.39524782248374984,0.27739486379202505,0.22137023204016187,0.39425422054827475,0.4401662170937607,0.3661552834227687,0.10822199058719481,0,0,0,0,1,0
15,0.5524991733490057,0.16335798467001938,0.6341055604064875,0.8487150085504699,0.2567618326314012,0.1800617538338577,0.06894393413818278,0.02964796740263432,1,0,0,0,0,1
16,0.6735421206431402,0.6837245429462453,0.06413757655699431,0.07576574573962114,0.2191635152216076,0.2489463135021729,0.30245888792189635,0.18742616633500742,0,0,1,1,1,0
17,0.6389889970707929,0.26900762837943537,0.36573342993912594,0.5212089065742879,0.37783463740897494,0.5037136595234525,0.2546319401766159,0.15482564199753626,0,1,1,0,0,0
18,0.6986583600412681,0.4227003364874176,0.48993999294034596,0.5463254988874485,0.6116215400203672,0.5160519381587491,0.33126930834367924,0.15443159922928712,0,0,0,0,1,1
19,0.5446590867930965,0.5565804757419531,0.05121964813197838,0.04858691657074441,0.18045063532108918,0.158418252659973,0.42324817382768193,0.12814602482706342,0,0,1,1,1,0
20,0.8658458655181962,0.27802863637725206,0.2622537636006713,0.28711311050024096,0.4727095945510279,0.42870366901443624,0.4368068072609684,0.14299093464733567,1,0,0,0,0,1
21,0.8963158355951828,0.3168797864586281,0.18966937286739619,0.28384258332031137,0.20032444105561054,0.15108615565213046,0.20046133794190074,0.1505535550712278,0,1,0,0,0,0
22,0.6943359860164535,0.28944532828324854,0.22479424823973101,0.1916735811392263,0.24331748655411867,0.16167141215844938,0.24741799238596474,0.13520641839603273,0,1,0,0,0,0
23,0.6086510574706463,0.2724037882292641,0.6369975415064312,0.5152114728156687,0.6507663256794585,0.9999999999999999,0.49069693582514945,0.1180146245933226,0,0,0,0,0,1
24,0.7464178963221915,0.1688975460714845,0.3129036852632817,0.6114675335251045,0.5435513502172322,0.3628552874768969,0.3360023015339435,0.12302820682902177,0,0,0,0,0,1
25,0.6716851178284375,0.1654311598664701,0.20444510499687274,0.6872068685472565,0.30109153434009006,0.3970368774664069,0.236992002375777,0.11687197953188669,0,0,1,0,0,1
26,0.5244338404627844,0.40613498770206724,0.24043695543128915,0.5209447993995964,0.34665042755599684,0.420914194015685,0.4898658263455518,0.19534887393790076,0,0,1,0,0,0
27,0.4523193081135648,0.5415816572754172,0.39370576104928756,0.8122814238017788,0.36842482332291104,0.3512381987112243,0.1350996300222317,0.06705123345652106,1,1,0,0,0,1
28,0.33748597614337794,0.3917917538949002,0.8752360958874419,0.8789398738007884,0.32571425647218966,0.22631000549477986,0.09679538208350691,0.05534445181464986,0,1,0,0,0,0
29,0.5650835706181945,0.5209079002985453,0.34192877180597103,0.4156628759950788,0.6922978512176776,0.8116820270742794,0.48277046117295735,0.17046337534350423,0,0,1,0,0,0
30,0.5465468421932014,0.26795581397670887,0.2206389606207542,0.24100219869222927,0.23557900446746127,0.15388662021079969,0.25395137906429033,0.28764253450835464,0,0,0,0,0,1
31,0.6358783824046603,0.4638687898767545,0.07735275357472396,0.12147609499935072,0.13205365047361234,0.12436622708426992,0.35800195506646815,0.24106810069806375,0,0,1,1,0,0
32,0.8159256329576112,0.27373176527756055,0.27511595791455346,0.3260711196603582,0.39708310091959087,0.270724062140966,0.22188045222254765,0.09614959411225876,1,0,0,0,0,1
33,0.7033264903378227,0.20903706686813758,0.19801710417943907,0.9553372758665467,0.3623853070164217,0.34426669663819354,0.19818661398161247,0.060583878202091025,0,0,0,0,0,1
34,0.6610815749716952,0.2243195365726211,0.30791857865631256,0.2816240830529029,0.24345667893128908,0.2759456641190867,0.14191555267749242,0.06538188192930919,1,1,0,0,0,0
35,0.4812766996587068,0.6734370475642105,0.05721416141837121,0.045481456374996974,0.21389979172317097,0.22905895649133323,0.2782577223063185,0.11718863514324523,0,1,1,0,0,0
36,0.6596484250399888,0.652486462289113,0.08770072020856945,0.08746569357845413,0.19451213583538463,0.2920100904141065,0.2479871889526371,0.12051549322467547,0,0,1,1,1,0
37,0.6179340618767255,0.36881325780394536,0.2147249521615546,0.22199528568693178,0.4221530809106866,0.3414428168240171,0.44040553193069,0.2414597744717142,0,1,1,0,0,0
38,0.904198008326099,0.3161038018751436,0.20973365287557053,0.22264675005117074,0.19593271686121194,0.12395255757030821,0.1938433967011347,0.0880563188982596,1,1,0,0,0,0
39,0.6602535452519853,0.21739724819192102,0.1747016676884587,0.46325939066073013,0.34312558529882864,0.4437768494929816,0.17615293239347157,0.09199121892668752,1,0,0,0,0,1
40,0.6976621024626606,0.1633659725018888,0.45084561031948034,0.6106466003904385,0.28382553873079075,0.3255173210450071,0.09251506514825922,0.09145582614738307,0,1,0,0,0,0
41,0.9301572564767959,0.30143015473095985,0.15293440095119554,0.19281144288352212,0.11439464109347897,0.13390716319496476,0.15258283253659563,0.10488881518683471,1,0,0,0,1,0
42,0.6042275457637494,0.5178803456068589,0.14905159120887287,0.1283604886863089,0.2947112014042055,0.4404222238873069,0.20093463726092714,0.18533671309896083,0,0,1,1,1,0
43,0.7819423669442422,0.33491622761326917,0.356537301602046,0.4162395099931552,0.6911587253662757,0.7782309930565962,0.4484474957413373,0.15970656053570864,0,1,1,0,0,0
44,0.6117137439052744,0.14880823212639416,0.9473684210526315,0.7165139613655223,0.2769109527001786,0.39899595384384834,0.120957363877466,0.09567737452225275,1,1,0,0,0,0
45,0.6089808065075832,0.3164051761150515,0.3580916640347781,0.5848191195987332,0.5638304514029262,0.49654390828712713,0.38778990872231867,0.17773697842635586,0,1,1,0,0,0
46,0.36733523940163315,0.7421695949836417,0.04588155882116163,0.0220309401555151,0.20055983992876625,0.23671262300814222,0.6481911510556946,0.26738447203007043,0,0,1,1,1,0
47,0.5162063320881962,0.4689549586130462,0.22215616697939697,0.26180944227167385,0.5960135712567741,0.5239241470602926,0.6777842167566519,0.35235635996083264,0,1,1,0,0,0
48,0.7202553679736126,0.2839132554741611,0.725528080702993,0.5702470062351302,0.7961292237466289,0.7456182251860731,0.30732902448782623,0.13572206955368143,0,0,0,0,0,1
49,0.6438735872446872,0.375934243502398,0.374780933979849,0.41751602800416404,0.7944630091140303,0.5532915605175083,0.3562768357620429,0.11177390315550081,1,0,0,0,0,1
50,0.7613959243477049,0.3462909834019511,0.5306382794260625,0.5164703836816981,0.5058435211577531,0.5664509341125928,0.24579289494198736,0.1704349474083199,0,0,0,0,0,1
51,0.6344670350278021,0.5221758854012388,0.16295415559725293,0.28226234205840733,0.6011544779518251,0.504344310405115,0.3304072642680669,0.10551817808522063,0,0,1,0,1,1
