,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_0,Std_Acc1298_Mean_Mem40_MFCC_12,Std_Acc1298_Std_Mem40_MFCC_4,BHSUM2,BHSUM3,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.5128608253427279,0.34275801970378694,0.309345362377554,0.5713540485187081,0.14460729523229277,0.37060930771691875,0.058442009940120096,0.1184373246186931,0,1,1,0,0,0
1,0.38428063127999956,0.26057713749388434,0.28925261246545286,0.20864107118742664,0.011350872701583373,0.041256200283007124,0.16747439145280318,0.15372754503508523,0.20769645846985257,1,0,0,0,0,1
2,0.5417820755786644,0.22827642557836897,0.4576919150301537,0.2575350327734322,0.13416466287729034,0.09250718075686669,0.3929869557692005,0.025554507958492907,0.1336212374364537,0,1,0,0,0,1
3,0.1742877042940214,0.48034618930495887,0.6682861643246241,0.4825095827230515,0.23401259632771843,0.11236272662108296,0.28408047876050957,0.1345748749141295,0.10254728521057734,0,0,1,0,0,0
4,0.3474361673982647,0.45695016258566123,0.47846766960060094,0.4780947780651729,0.5354545955370047,0.3402285116449043,0.3707535442858717,0.17288188389472484,0.19977714796726398,0,0,0,1,0,0
5,0.22802641311801136,0.5447459203812859,0.5205515164331918,0.314015966011198,0.2213248018354927,0.17289111545688532,0.31422067670553183,0.13678650991647961,0.189778897945864,0,1,1,0,0,0
6,0.29083585748146706,0.33287500374429624,0.28079901699834475,0.14615989903082044,0.13039038245911944,0.08297131582548156,0.17709628184350074,0.23767344452695432,0.3455865919502737,1,1,0,0,0,0
7,0.18761304674128426,0.3744972658317164,0.5950222779677827,0.4295851641787944,0.09518790791426592,0.06975117783557544,0.5919468789828961,0.048697688518799735,0.09634610895618011,0,0,0,0,0,1
8,0.3841726463331011,0.19699923782770914,0.25909531761600235,0.240066689519773,0.11198133721344732,0.06297556149548938,0.22106221054343095,0.6698233640103128,0.6822456636903396,1,1,0,0,0,0
9,0.15991490786184404,0.9296861946967454,0.1701967461770133,0.11938670572470306,0.33257991392887465,0.14333922509202238,0.26620301165955973,0.07664405525750029,0.07265829345242146,0,0,1,1,1,0
10,0.32707560566057087,0.31036279733872074,0.43959425658676765,0.2249511774543717,0.21577254992190087,0.08174941875426185,0.550781762203725,0.0,0.24421345765679908,0,1,1,0,0,0
11,0.3585586169288001,0.3424227926125869,0.508296811078458,0.3754661514329936,0.18226929957029253,0.09272284277450593,0.2890605741139941,0.321139303524098,0.3921009647085701,0,0,1,0,0,0
12,0.553228479949895,0.2238388521485604,0.1903945861985985,0.17511712217062952,0.12885189349994491,0.02318338535311418,0.09167151826034964,0.7871607245663366,0.7868677983194946,1,0,0,0,0,0
13,0.11762800265642971,0.6204661565548482,0.44677899235038043,0.31177740035526186,0.2632231465218321,0.1179389693382667,0.4703475839063459,0.06187126793546431,0.09524996209353533,0,0,1,0,1,0
14,0.2493534401304458,0.39524782248374984,0.2465817357125668,0.1652227658491487,0.12050330220168383,0.14166516979583058,0.5991403500490404,0.09428818560824134,0.10592191005343714,0,0,0,0,1,0
15,0.384383216979553,0.16335798467001938,0.045219534605596134,0.1717436920232271,0.10101050936217924,0.02205158207516412,0.09516204322901095,0.7304631027970842,0.764931130015814,1,0,0,0,0,1
16,0.14232955925943924,0.6837245429462453,0.36648168539571657,0.26958744948944074,0.13000450447530965,0.07322541973853655,0.2088230820470054,0.09857573153332054,0.3402747203467002,0,0,1,1,1,0
17,0.3433219409214356,0.26900762837943537,0.5772837651588629,0.3478138926111752,0.17580367617035342,0.09924112871756553,0.22828977388950955,0.05716041863091116,0.7818498296327177,0,1,1,0,0,0
18,0.3338084670996863,0.4227003364874176,0.7643074870014805,0.45130210767968254,0.17042512200970894,0.10104919853124593,0.49590368144173635,0.1867657897444883,0.2190377221180058,0,0,0,0,1,1
19,0.10942114669215112,0.5565804757419531,0.3226312795793803,0.15778122305670678,0.192919467110849,0.08270216061808847,0.2571344651970272,0.1021473885630213,0.16945635848443086,0,0,1,1,1,0
20,0.4353953058943583,0.27802863637725206,0.45514508025173006,0.29032015124601357,0.03886017330887738,0.071435931769718,0.34458378571166326,0.10876226870586535,0.4051165401024102,1,0,0,0,0,1
21,0.2582945937336335,0.3168797864586281,0.21616921046298798,0.09272388253503266,0.0684710222890512,0.04488810632419013,0.23749468947177949,0.17478702722547163,0.32521234193588533,0,1,0,0,0,0
22,0.4263947605703765,0.28944532828324854,0.2098887195455441,0.1343256256037894,0.28277483780648255,0.14776226725535452,0.23136856901588698,0.1727628472019424,0.15187214112949285,0,1,0,0,0,0
23,0.586417653379119,0.2724037882292641,0.7244532600214395,0.3514509125660921,0.19667276445158827,0.05023573604095212,0.5384324894182808,0.045719546214327236,0.1359257167681547,0,0,0,0,0,1
24,0.33535265184033347,0.1688975460714845,0.761122576222736,0.3725017399524239,0.08186106124142041,0.06488611299901403,0.455478104888833,0.05522746298876661,0.09876832474460974,0,0,0,0,0,1
25,0.2095231924669701,0.1654311598664701,0.429709547804654,0.40136547311124265,0.1871243299998056,0.05869948483242836,0.34738197514935043,0.030630254788584714,0.4098093458206041,0,0,1,0,0,1
26,0.1573556646203519,0.40613498770206724,0.4677680466123635,0.25650794145449635,0.22603367986467132,0.0826931512387615,0.3551812398050971,0.021411029806454124,0.42181116065650776,0,0,1,0,0,0
27,0.26404479215597343,0.5415816572754172,0.18885408842639528,0.07126143953795167,0.49941012437536864,0.03203453745564992,0.2321422015220892,0.9024911487318977,0.8429518370246974,1,1,0,0,0,1
28,0.42346836850942976,0.3917917538949002,0.2269217026055379,0.11144654970031259,0.2768034104387165,0.039247671779301746,0.20531157721376908,0.6607482068012226,0.7544601812673993,0,1,0,0,0,0
29,0.2921316768442479,0.5209079002985453,0.5519284479803983,0.3646031350306958,0.2000108561095592,0.09945791690762064,0.39125611694176515,0.2622756589431878,0.1573628085432845,0,0,1,0,0,0
30,0.3599408242490997,0.26795581397670887,0.5851011076999366,0.35360767448866165,0.1978968313122606,0.14675096442590263,0.20631336574722414,0.31301922108840696,0.36673182585872377,0,0,0,0,0,1
31,0.29638628375204495,0.4638687898767545,0.27637076955611795,0.1860463606427955,0.05296063931143101,0.09046261473585344,0.16871220346272664,0.1672059473846693,0.20468468394772965,0,0,1,1,0,0
32,0.3308172840706005,0.27373176527756055,0.4308799614966712,0.24182092513530068,0.04283002573059998,0.04048083057468016,0.17832884888728046,0.013906155698881668,0.14940113628827492,1,0,0,0,0,1
33,0.11011225035230089,0.20903706686813758,0.3005028038882529,0.18522702483717163,0.1033469223739557,0.06843918697108609,0.2514489218972092,0.36628146615380763,0.3902688919538671,0,0,0,0,0,1
34,0.5395845819092819,0.2243195365726211,0.4538525205825088,0.27564352270248366,0.09785559429908418,0.07114819471746305,0.13912272696279745,0.49734420238462757,0.49283516691552975,1,1,0,0,0,0
35,0.11869165438337893,0.6734370475642105,0.2308030277617753,0.19284256287201224,0.21552909761424838,0.2776566829605046,0.2339359799432495,0.10925009664778211,0.19655239608296943,0,1,1,0,0,0
36,0.17008169061232864,0.652486462289113,0.3869639250060163,0.1892367062440919,0.15639449157760338,0.1599226770019263,0.2763153063846973,0.23563313336281438,0.2610483102189109,0,0,1,1,1,0
37,0.3167468454897387,0.36881325780394536,0.4347011252014499,0.20235776538169875,0.11839154584518864,0.13917689184296428,0.3089757105617883,0.3157470525902996,0.29272642867931536,0,1,1,0,0,0
38,0.34495251361960144,0.3161038018751436,0.24548059884344176,0.14598590378842174,0.047014650886960344,0.05463625475596688,0.22398627916856795,0.1420964364085406,0.3117757783679857,1,1,0,0,0,0
39,0.17293249321044646,0.21739724819192102,0.4024163026595009,0.3196980793002793,0.13727064443162595,0.06842454672967976,0.24465144577491754,0.06018584186475986,0.10235651124967461,1,0,0,0,0,1
40,0.49342641635755974,0.1633659725018888,0.4866386885532812,0.2826513758608869,0.06479209740036683,0.07570130979482827,0.0761962456532343,0.47653892472041676,0.4767908722985983,0,1,0,0,0,0
41,0.3681044862346189,0.30143015473095985,0.22075241921957844,0.13115735402578238,0.013322228775495645,0.052956568597695736,0.1502971273320431,0.06007014264934516,0.31898019777971826,1,0,0,0,1,0
42,0.16016327323971036,0.5178803456068589,0.37481495795990705,0.4023289393042268,0.18440795315345676,0.16232818128222612,0.39994964832502006,0.04373152219561511,0.266215275414203,0,0,1,1,1,0
43,0.4233387865731517,0.33491622761326917,0.7720573757939491,0.47383189462640357,0.07556014284695801,0.16852550808676256,0.6170492869468528,0.2160460349378256,0.27860039107201234,0,1,1,0,0,0
44,0.8746348758982999,0.14880823212639416,0.3134265775061803,0.10549175730000931,0.13802530607747698,0.09120251001308048,0.19966274867695732,0.9158833329161488,0.9732326311702447,1,1,0,0,0,0
45,0.27876314041822564,0.3164051761150515,0.5529347849866186,0.262882140297298,0.2355775774348472,0.10019555984001595,0.4719184512663971,0.03788370560112139,0.07865788619529818,0,1,1,0,0,0
46,0.11794115900243506,0.7421695949836417,0.47966360633263094,0.207193274954034,0.3547944306537647,0.2029176874950378,0.4794003954704472,0.03226228122140547,0.11680683537551063,0,0,1,1,1,0
47,0.2993180750603366,0.4689549586130462,0.5263944695218443,0.28955535126263415,0.390242950010046,0.21434946368854124,0.6598770579935906,0.0501094414453502,0.15934533855658609,0,1,1,0,0,0
48,0.6677573146303406,0.2839132554741611,1.0000000000000002,0.3295833463180528,0.10389718130027024,0.08698724666047647,0.48659648901966335,0.14166868305924302,0.14701339420181544,0,0,0,0,0,1
49,0.2728077705967788,0.375934243502398,0.5708628975213483,0.3449468665274705,0.16784096285590216,0.07713886888368722,0.6064806801672095,0.0,0.22392305469720253,1,0,0,0,0,1
50,0.4930538682907602,0.3462909834019511,0.5989510030554726,0.33369041312183817,0.07483788749829869,0.11239594870735115,0.2751089641716363,0.12353171855053358,0.10686146450713269,0,0,0,0,0,1
51,0.17984892905928912,0.5221758854012388,0.5166082067512088,0.3671117828539375,0.13317764808057503,0.07189259468435358,0.4945950623888723,0.08433582809766571,0.15353651977461208,0,0,1,0,1,1
