,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Rolloff,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Std_Mem40_Centroid,Mean_Acc1298_Std_Mem40_Rolloff,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_7,Std_Acc1298_Std_Mem40_MFCC_1,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.07784803126103235,0.5128608253427279,0.5297333315420018,0.1358240288331135,0.2456306769286976,0.4594759515170231,0.34275801970378694,0.45831376607260116,0,1,1,0,0,0
1,0.38428063127999956,0.35524878369553525,0.26057713749388434,0.15393026519662506,0.3676593531127501,0.5390779578352896,0.319751717748784,0.28925261246545286,0.29467338434633306,1,0,0,0,0,1
2,0.5417820755786644,0.3564912248803393,0.22827642557836897,0.3781660199491516,0.4695598863024133,0.43564258376049003,0.27048498417355055,0.4576919150301537,0.3456860299320653,0,1,0,0,0,1
3,0.1742877042940214,0.24393514457015325,0.48034618930495887,0.4731279197285571,0.266415243898663,0.5814363468695597,0.5186048019763763,0.6682861643246241,0.3785494656809726,0,0,1,0,0,0
4,0.3474361673982647,0.1554475742851039,0.45695016258566123,0.30153746386339303,0.178553514035707,0.15000847343852133,0.30923307341928513,0.47846766960060094,0.4748448254246184,0,0,0,1,0,0
5,0.22802641311801136,0.10964846490330929,0.5447459203812859,0.6975353214842092,0.3355317343836117,0.3632265973532059,0.4465516868679071,0.5205515164331918,0.3598435185795125,0,1,1,0,0,0
6,0.29083585748146706,0.16528861757205782,0.33287500374429624,0.5350082685329134,0.18478334912466482,0.22731264347072044,0.3358993283409249,0.28079901699834475,0.19782447476513976,1,1,0,0,0,0
7,0.18761304674128426,0.08151474792838084,0.3744972658317164,0.4504364265420007,0.1883255615211697,0.2470964717482354,0.45487593607658455,0.5950222779677827,0.2883771533726166,0,0,0,0,0,1
8,0.3841726463331011,0.3996599953635731,0.19699923782770914,0.4583464257619693,0.49750125401750056,0.6832320555681496,0.4573488767080986,0.25909531761600235,0.12565156322049137,1,1,0,0,0,0
9,0.15991490786184404,0.028333719702238365,0.9296861946967454,0.3234637643350814,0.01992184839083236,0.004051844238391937,0.1344306338300008,0.1701967461770133,0.6365483139573184,0,0,1,1,1,0
10,0.32707560566057087,0.3204028539783118,0.31036279733872074,0.5240044122904869,0.34461020181940916,0.4749835483239098,0.5136644792712113,0.43959425658676765,0.5860169698618146,0,1,1,0,0,0
11,0.3585586169288001,0.2053967402585793,0.3424227926125869,0.5362368680517804,0.26089137421740016,0.25563813795638274,0.46466702694356526,0.508296811078458,0.2366441492650856,0,0,1,0,0,0
12,0.553228479949895,0.4665427255826216,0.2238388521485604,0.37340582344541656,0.46546033279457033,0.589480611232038,0.4171580328881341,0.1903945861985985,0.20756100204207834,1,0,0,0,0,0
13,0.11762800265642971,0.03858234430469506,0.6204661565548482,0.603206470289929,0.08482112446665555,0.09748195817862887,0.47694155794024556,0.44677899235038043,0.4684678462980159,0,0,1,0,1,0
14,0.2493534401304458,0.11570612326531726,0.39524782248374984,0.5354939333011027,0.27739486379202505,0.22137023204016187,0.4315009650274068,0.2465817357125668,0.3659846281016322,0,0,0,0,1,0
15,0.384383216979553,0.685300254094374,0.16335798467001938,0.46154214806198307,0.6341055604064875,0.8487150085504699,0.6153620010808307,0.045219534605596134,0.07628363001196349,1,0,0,0,0,1
16,0.14232955925943924,0.05432498321946814,0.6837245429462453,0.5355581004050749,0.06413757655699431,0.07576574573962114,0.2120052497490929,0.36648168539571657,0.4675222429286931,0,0,1,1,1,0
17,0.3433219409214356,0.32139377658180185,0.26900762837943537,0.5893578055973366,0.36573342993912594,0.5212089065742879,0.3489594688489153,0.5772837651588629,0.4225582714795399,0,1,1,0,0,0
18,0.3338084670996863,0.2322410457112294,0.4227003364874176,0.49793732839059485,0.48993999294034596,0.5463254988874485,0.4364437582027329,0.7643074870014805,0.4411005973238363,0,0,0,0,1,1
19,0.10942114669215112,0.00916982201272442,0.5565804757419531,0.5058593589425582,0.05121964813197838,0.04858691657074441,0.1698405002702077,0.3226312795793803,0.37379701189335296,0,0,1,1,1,0
20,0.4353953058943583,0.277947729590252,0.27802863637725206,0.3863719899361919,0.2622537636006713,0.28711311050024096,0.26350775882035055,0.45514508025173006,0.28064339278239014,1,0,0,0,0,1
21,0.2582945937336335,0.2093861885995415,0.3168797864586281,0.5593843487209391,0.18966937286739619,0.28384258332031137,0.20969844823592992,0.21616921046298798,0.2743259122947563,0,1,0,0,0,0
22,0.4263947605703765,0.24787913774581777,0.28944532828324854,0.5941853775602424,0.22479424823973101,0.1916735811392263,0.5321936230988962,0.2098887195455441,0.17318035099947088,0,1,0,0,0,0
23,0.586417653379119,0.3703505047796107,0.2724037882292641,0.5104858071389513,0.6369975415064312,0.5152114728156687,0.7939393190766619,0.7244532600214395,0.4250678390731812,0,0,0,0,0,1
24,0.33535265184033347,0.39743572260833865,0.1688975460714845,0.39469326018818207,0.3129036852632817,0.6114675335251045,0.2954138809542191,0.761122576222736,0.23597372710099263,0,0,0,0,0,1
25,0.2095231924669701,0.3691717008262234,0.1654311598664701,0.5825175923139039,0.20444510499687274,0.6872068685472565,0.4078079209449548,0.429709547804654,0.4126198738203864,0,0,1,0,0,1
26,0.1573556646203519,0.18744952582686736,0.40613498770206724,0.5556907297985413,0.24043695543128915,0.5209447993995964,0.4440670115031267,0.4677680466123635,0.27829850892160846,0,0,1,0,0,0
27,0.26404479215597343,0.49385976475436794,0.5415816572754172,0.2736588624094868,0.39370576104928756,0.8122814238017788,1.0,0.18885408842639528,0.42136936117586316,1,1,0,0,0,1
28,0.42346836850942976,0.6129053274968901,0.3917917538949002,0.3446613671322859,0.8752360958874419,0.8789398738007884,0.6541181193545897,0.2269217026055379,0.44182308079702687,0,1,0,0,0,0
29,0.2921316768442479,0.18586162538580073,0.5209079002985453,0.358969628707079,0.34192877180597103,0.4156628759950788,0.516958851231375,0.5519284479803983,0.3455277210533809,0,0,1,0,0,0
30,0.3599408242490997,0.21489232428927063,0.26795581397670887,0.4864064998067969,0.2206389606207542,0.24100219869222927,0.3756633984405157,0.5851011076999366,0.16720711263729843,0,0,0,0,0,1
31,0.29638628375204495,0.12780931861192046,0.4638687898767545,0.3169532095483057,0.07735275357472396,0.12147609499935072,0.08451478421987185,0.27637076955611795,0.21879986995297485,0,0,1,1,0,0
32,0.3308172840706005,0.2159680965346497,0.27373176527756055,0.32851171019569164,0.27511595791455346,0.3260711196603582,0.2658769397050877,0.4308799614966712,0.08012022974974449,1,0,0,0,0,1
33,0.11011225035230089,0.7516860078395008,0.20903706686813758,0.4775051188304583,0.19801710417943907,0.9553372758665467,0.3939924341851309,0.3005028038882529,0.1845010295389493,0,0,0,0,0,1
34,0.5395845819092819,0.3914810959543387,0.2243195365726211,0.4263079912708676,0.30791857865631256,0.2816240830529029,0.15798409634833627,0.4538525205825088,0.11570572823146673,1,1,0,0,0,0
35,0.11869165438337893,0.03601564263755112,0.6734370475642105,0.4358793169171156,0.05721416141837121,0.045481456374996974,0.33155562417972667,0.2308030277617753,0.3980852063009059,0,1,1,0,0,0
36,0.17008169061232864,0.07406464633608639,0.652486462289113,0.5924468500869966,0.08770072020856945,0.08746569357845413,0.2071458349417124,0.3869639250060163,0.5050223226143703,0,0,1,1,1,0
37,0.3167468454897387,0.17681604749155672,0.36881325780394536,0.597427621010636,0.2147249521615546,0.22199528568693178,0.5189333745078359,0.4347011252014499,0.343160525202986,0,1,1,0,0,0
38,0.34495251361960144,0.22391820494521897,0.3161038018751436,0.3738596051838197,0.20973365287557053,0.22264675005117074,0.17630201497722536,0.24548059884344176,0.2029636697060555,1,1,0,0,0,0
39,0.17293249321044646,0.18820862708733907,0.21739724819192102,0.42898015010690843,0.1747016676884587,0.46325939066073013,0.5218164131861345,0.4024163026595009,0.07051119955631018,1,0,0,0,0,1
40,0.49342641635755974,0.5095008871333093,0.1633659725018888,0.345585573951685,0.45084561031948034,0.6106466003904385,0.3244913147533391,0.4866386885532812,0.14109464745993938,0,1,0,0,0,0
41,0.3681044862346189,0.24193360212487747,0.30143015473095985,0.43433509545558546,0.15293440095119554,0.19281144288352212,0.1704760287192157,0.22075241921957844,0.18610218041262305,1,0,0,0,1,0
42,0.16016327323971036,0.05047947623528199,0.5178803456068589,0.509227931378897,0.14905159120887287,0.1283604886863089,0.2778716899559948,0.37481495795990705,0.37393194630672827,0,0,1,1,1,0
43,0.4233387865731517,0.2802250333716672,0.33491622761326917,0.4378219759898729,0.356537301602046,0.4162395099931552,0.5031693044082453,0.7720573757939491,0.21052530923355128,0,1,1,0,0,0
44,0.8746348758982999,0.7231462247212461,0.14880823212639416,0.317833100961524,0.9473684210526315,0.7165139613655223,0.2924591986412414,0.3134265775061803,0.21202977481890106,1,1,0,0,0,0
45,0.27876314041822564,0.33250301898056184,0.3164051761150515,0.5884191611795437,0.3580916640347781,0.5848191195987332,0.4586650196865591,0.5529347849866186,0.29846323515349593,0,1,1,0,0,0
46,0.11794115900243506,0.014353226028839795,0.7421695949836417,0.4872777687654189,0.04588155882116163,0.0220309401555151,0.21923816876399288,0.47966360633263094,0.46528785654028176,0,0,1,1,1,0
47,0.2993180750603366,0.18139641298138914,0.4689549586130462,0.7060091891303332,0.22215616697939697,0.26180944227167385,0.4558103914151162,0.5263944695218443,0.5091808524879995,0,1,1,0,0,0
48,0.6677573146303406,0.4350074470712479,0.2839132554741611,0.5323032240560869,0.725528080702993,0.5702470062351302,0.8635207287886977,1.0000000000000002,0.4597799825328996,0,0,0,0,0,1
49,0.2728077705967788,0.1718402220636342,0.375934243502398,0.4561240382203334,0.374780933979849,0.41751602800416404,0.5979544507064001,0.5708628975213483,0.29433126717226343,1,0,0,0,0,1
