,Att1,Att2,Att3,Att5,Att7,Att9,Att11,Att14,Att19,Att21,Att24,Att26,Att27,Att30,Att31,Att33,Att34,Att46,Att49,Att50,Att51,Att52,Att57,Att58,Att62,Att64,Att66,Att67,Att70,Att73,Att75,Att80,Att81,Att82,Att83,Att84,Att85,Att86,Att91,Att94,Att95,Att96,Att97,Att98,Att102,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.4210303135005127,0.2775782013460367,0.2634857228682506,0.6311389031752218,0.771077966243079,0.55302673374166,0.3451703750190419,0.4534048441050045,0.08830300493479026,0.4882604432841327,0.643045030283524,0.69425995835064,0.7749131429539869,0.7774714684367421,0.6585375669041008,0.6956348480753024,0.49690517112745713,0.42437141684430735,0.42125524254908514,0.49604140736893243,0.5501908138469506,0.5961712318297291,0.35602399805354595,0.3689468990474346,0.40443621534076546,0.4130812093601535,0.34841853363026,0.5798419623831549,0.25166179891066665,0.866499488256769,0.6374643382964542,0.44618303958867933,0.31498922538864815,0.2424010508563255,0.279674421257493,0.1593587358473338,0.2660939179320418,0.318556215989317,0.24093010079903734,0.4334571002831732,0.32744194825890155,0.32079313573901874,0.34522199794887876,0.2802405639621501,0.250671106047613,0.903512860714437,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.2997359263555369,0.44583646960743356,0.34690426263221436,0.5322035355339391,0.4310077473191237,0.36625656691541153,0.10029542693684318,0.34331464395601224,0.40261912892139584,0.5629683638775226,0.47683237264827216,0.4140992581650749,0.4982082249943136,0.3303978830355647,0.5497427994498536,0.7381793283831267,0.7218453469800548,0.43503553128587885,0.45117767138032144,0.47227165115663705,0.4745998486236705,0.5379652208092822,0.5121622578866807,0.5396527407925706,0.38459839597298656,0.8214920977761242,0.7633074175097317,0.5624196953238103,0.5477415747487233,0.5355063840303877,0.3951582694977995,0.34897873498243165,0.27281651557039716,0.18285623639814544,0.3728241076285086,0.239963305788897,0.47335707921110404,0.8378165189039477,0.27436258285675674,0.43487954331498746,0.3766820212932008,0.2342252420324678,0.5512274066380555,0.36026490239166853,0.1278159341427228,0.6354032947557599,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.9884195742064891,0.8045495451559057,0.9141552432282549,0.5613367857677491,0.46724184416284714,0.4167439244950378,0.32779369851349077,0.5505902940429932,0.3358493787451533,0.5159547121634613,0.44546624923193956,0.43875715361072165,0.60142204719493,0.42314408535433495,0.5813383424116961,0.5914817626762914,0.45634357021669325,0.4948599271027012,0.36120550792413614,0.49051687809494743,0.608290642552683,0.5320080651618492,0.5009162501193435,0.5729495791625734,0.5150999113812579,0.3841733180265086,0.5493399236169362,0.6160299552577594,0.4207267547845178,0.4072294140875794,0.3729888836203433,0.34169219438280785,0.20037420973364825,0.493430756471839,0.2903874698647688,0.41311661112125636,0.2245799689512314,0.3409330419928501,0.14321338026979366,0.5181187674164713,0.2887758769016324,0.22979836475339427,0.3547949858577149,0.27859145256291235,0.1425662916373646,0.2876492772624961,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.5499529962374554,0.4389654988378149,0.48659081850163766,0.609990025092894,0.5878101497179475,0.5688582559488529,0.3636628773724319,0.3943682171902375,0.40996899233345085,0.605195410822371,0.7470638148462416,0.5859064122719598,0.639372666901556,0.5005644112231059,0.55760440117131,0.882218609384192,0.7514838599147815,0.5058408629648053,0.27535315295252943,0.48949625421234855,0.3639150699119627,0.41102627000822534,0.17566593674640352,0.3733013052285673,0.31592442682564337,0.43441358374814526,0.6320633274683606,0.4847046277338343,0.5136577924034536,0.674183427040996,0.3203957218404098,0.794833393536523,0.8114296182249651,0.1569827955672565,0.22022611335159417,0.21159947954711467,0.21669261719072946,0.2518569151303867,0.13968404953018057,0.3489232087458637,0.5855666510579447,0.2464387774607945,0.690824498487788,0.4937306346924466,0.16118396411525246,0.4832183816363106,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.4635120672905416,0.44139660969536576,0.3895118104777914,0.47256604114760337,0.4691902182089557,0.2993107588491877,0.19916124269407492,0.4266698171027407,0.5173653947832217,0.5858750723867662,0.4986043245457471,0.32503228605086665,0.5416345180381681,0.4196716124959876,0.4725932869827878,0.5091057430874659,0.4077658098780305,0.3699206906139526,0.4427910774598226,0.4909144873990051,0.5597179619965741,0.5884350819982385,0.5735048183976864,0.6441631746557317,0.5723798438198845,0.5704382410461881,0.59110264255977,0.5046251521692937,0.5162621011781472,0.47318116247646125,0.4176298108642439,0.4584011596541679,0.45809368388227223,0.5330243288824077,0.21401752538454155,0.39387640385317746,0.20626303267469526,0.23657422143990345,0.16819028238544292,0.3708536349338479,0.39680638287832093,0.2688296541494564,0.41555945312142767,0.33300168305985245,0.1776784706049402,0.7617122360618471,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4200408786899075,0.4131885463576585,0.456491285837247,0.5177540007084703,0.4241080006971247,0.4374110268451956,0.39781469999648456,0.43682894163920355,0.4069632314064152,0.648791833817186,0.5238186499692775,0.6257738374540872,0.791266574197548,0.7781011517060576,0.8100112917314699,0.5950215047779561,0.28113480742979985,0.5464110280334942,0.3913714137252719,0.37525358093379385,0.3226690037047365,0.37068299109775005,0.4341008275509481,0.43796923490209616,0.43434017929321694,0.29336240419999904,0.8723555715856901,0.9044704508580065,0.3070403331743701,0.5979887550804955,0.4947281223016779,0.41302007346352865,0.29536139346978846,0.2886028286291557,0.07427352008714003,0.36354090577063547,0.45803478748128346,0.5372835078543992,0.4183673336789895,0.2397399015000479,0.2801559904218106,0.3528265956236949,0.30713581166264936,0.2336058349556777,0.33531711647449347,0.5890379203505632,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.502291854102116,0.4114613718384976,0.5944433853814648,0.7271203347300179,0.6288660254510083,0.5874875247605008,0.5881027184746648,0.5186632383318648,0.11691900555163906,0.5537105026269469,0.5186675249436755,0.5789246866729136,0.5915511174342941,0.5145787034975065,0.5998584390897492,0.7018428123956559,0.5900111634898616,0.41119448295689903,0.39509631444159893,0.6189208827486563,0.568865872604868,0.5286029363594675,0.44432895073192213,0.6425747847395868,0.2747125446913484,0.33054346790331285,0.44817922850495395,0.6344709870499712,0.4130459024250204,0.710826122813003,0.5372845161721087,0.4580164847279363,0.35791287178002734,0.11536181628938624,0.17038769244466456,0.5103091901022644,0.1464309991640716,0.1695616830619665,0.5298362291777933,0.3243855966838474,0.3471379774726212,0.36717190415006135,0.43461887684780554,0.3334769614045259,0.11145112078343594,0.22292569725038197,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.296544382096839,0.3711584859755637,0.2988593891709847,0.2647589348044221,0.24549512980967603,0.23714227092420628,0.2104353804028691,0.3379348272453564,0.44708869404300317,0.5881369796514351,0.37888784855312047,0.5438728801425549,0.573827374129757,0.5032705134683106,0.6582120715000959,0.7883130873070133,0.6878022293820841,0.472109311901704,0.4056875626322236,0.5343463037035067,0.7173325897303111,0.7308244953814576,0.46631741367999924,0.48533043039587925,0.40806291652892335,0.3273161025678257,0.5826172173927487,0.6321881994078058,0.3846389279706559,0.5989021025796696,0.4649539241171005,0.3503403434865622,0.30546897177625165,0.5192387970812021,0.4523769446179486,0.3335734911431702,0.2833131240756561,0.11197163361609255,0.4983477378367386,0.6016774305079267,0.24123340363308132,0.18821185130338206,0.3781934455571015,0.4898435368020818,0.03720292167317554,0.47814837617745515,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.6156438393660437,0.5601962188036579,0.7111213166270962,0.778998744614217,0.5955976875719655,0.6302769629821016,0.6595338009298982,0.6263699753811993,0.43423813667606626,0.5835290722453372,0.41153992451063576,0.4497535486303768,0.6036419750333379,0.4833325910237881,0.6022884102331021,0.6932985387881003,0.500703244596484,0.6109357297012044,0.3503292135248488,0.39767930569575327,0.35617894275584594,0.4116187828011152,0.3647537828040641,0.46217929595436935,0.38634437965491475,0.2979873491816445,0.513130934428972,0.23032225137076484,0.19660909981707364,0.5924294237583176,0.4297861938706571,0.42858650729240455,0.29702268331872017,0.22729777416607763,0.2583262270064534,0.1455541796018992,0.24600293034236317,0.28932747777852463,0.21696937564891733,0.41112549630484246,0.31102738060235147,0.4278850923486042,0.33207914453872633,0.29850613748862403,0.22469893864061474,0.7872716441125371,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.5532993500243433,0.3835339628579263,0.4396362985171192,0.6552180028546316,0.6077348066298343,0.5845757911961539,0.4350002148322811,0.46452870370561444,0.24472511676066266,0.49127536403615235,0.5016941217778037,0.44803115338106897,0.5355801693879645,0.285529110564703,0.5392145026548589,0.8421972636064425,0.6555206773254045,0.48414285146844366,0.5008588501651635,0.6803725207169847,0.56325857467235,0.5065867914777153,0.4028559285232512,0.6649981023660294,0.34089741061035816,0.4635857900635717,0.48704465882112863,0.43637784454802,0.5272701102382631,0.7213108148402853,0.39983771873737484,0.36712061435400417,0.24271752339160435,0.31325036317995364,0.5537384380177591,0.049594252191380556,0.5113263703254609,0.3689608250194347,0.4262810392033797,0.3311586427976842,0.5384404103762912,0.22969915624372386,0.4970425313710505,0.17207426354706495,0.1266397516152944,0.6699461343077847,0,0,1,1,0,0,0,0,0,0,0,1,1,0
