,Mean_Acc1298_Mean_Mem40_Centroid,Mean_Acc1298_Mean_Mem40_Flux,Mean_Acc1298_Mean_Mem40_MFCC_1,Mean_Acc1298_Mean_Mem40_MFCC_2,Mean_Acc1298_Mean_Mem40_MFCC_3,Mean_Acc1298_Mean_Mem40_MFCC_5,Mean_Acc1298_Std_Mem40_Flux,Mean_Acc1298_Std_Mem40_MFCC_2,Mean_Acc1298_Std_Mem40_MFCC_4,Mean_Acc1298_Std_Mem40_MFCC_7,Mean_Acc1298_Std_Mem40_MFCC_8,Std_Acc1298_Mean_Mem40_MFCC_1,Std_Acc1298_Mean_Mem40_MFCC_2,Std_Acc1298_Mean_Mem40_MFCC_6,Std_Acc1298_Mean_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_Centroid,Std_Acc1298_Std_Mem40_Rolloff,Std_Acc1298_Std_Mem40_MFCC_1,Std_Acc1298_Std_Mem40_MFCC_4,Std_Acc1298_Std_Mem40_MFCC_9,Std_Acc1298_Std_Mem40_MFCC_10,Std_Acc1298_Std_Mem40_MFCC_11,Std_Acc1298_Std_Mem40_MFCC_12,BH_LowPeakAmp,BH_HighPeakAmp,amazed-suprised,happy-pleased,relaxing-calm,quiet-still,sad-lonely,angry-aggresive
0,0.1324975298443397,0.2292269112597145,0.5128608253427279,0.46740414790778545,0.5297333315420018,0.5928313370930776,0.15751488013378373,0.4594759515170231,0.43005327178846864,0.34275801970378694,0.309345362377554,0.3264036946410648,0.24674511271627048,0.2397882202003958,0.20486316283662914,0.2582031178274361,0.47005092223213024,0.45831376607260116,0.37060930771691875,0.28641072750495755,0.19702610433538126,0.19624448220411178,0.1643231565242122,0.031926147286293116,0.008472739978717466,0,1,1,0,0,0
1,0.38428063127999956,0.16719004156876938,0.26057713749388434,0.3327572888959274,0.15393026519662506,0.2680428419720624,0.10056880067772,0.319751717748784,0.17118206055891894,0.28925261246545286,0.20864107118742664,0.2362473240311298,0.0692848342039925,0.11672644808051971,0.08034129919981581,0.20778171535594278,0.3007345003989299,0.29467338434633306,0.16747439145280318,0.06749183968578476,0.09352608699763891,0.08564940300751193,0.02510065047735592,0.1845635967477681,0.15676355740498302,1,0,0,0,0,1
2,0.5417820755786644,0.15224561720585583,0.22827642557836897,0.4712781464016883,0.3781660199491516,0.2799486130612836,0.11742378400976977,0.27048498417355055,0.4468474461780947,0.4576919150301537,0.2575350327734322,0.1498159895563413,0.3122133042577883,0.3514035832708414,0.21460801587237344,0.5399643781788803,0.29185830947575914,0.3456860299320653,0.3929869557692005,0.3146870313333052,0.19808213046178286,0.10806680120446253,0.1405740795340985,0.10107642444666454,0.0,0,1,0,0,0,1
3,0.1742877042940214,0.2543263148382433,0.48034618930495887,0.47286197234081745,0.4731279197285571,0.37647136341847987,0.21376783690713258,0.5186048019763763,0.3755963011672714,0.6682861643246241,0.4825095827230515,0.17306603165023365,0.391381786952572,0.24303358299979222,0.18512612546981705,0.4400580231725455,0.6089665368188859,0.3785494656809726,0.28408047876050957,0.2989148987584048,0.23579329628310325,0.22019479129179065,0.23583391823241323,0.026907170511963157,0.11716851546387075,0,0,1,0,0,0
4,0.3474361673982647,0.10004744261702525,0.45695016258566123,0.539992210957018,0.30153746386339303,0.3619904655188092,0.045284015270702915,0.30923307341928513,0.30262776785577217,0.47846766960060094,0.4780947780651729,0.5142681894815562,0.4388800122972752,0.45688600572817384,0.485055343750028,0.5038284276821946,0.4227659923968649,0.4748448254246184,0.3707535442858717,0.8278260002378095,0.715683091287942,0.5733587831466356,0.41236820201587965,0.018334310270729477,0.0817034875674155,0,0,0,1,0,0
5,0.22802641311801136,0.2918624615940719,0.5447459203812859,0.571374620647751,0.6975353214842092,0.39285461072159034,0.2337473732850715,0.4465516868679071,0.40884997415729774,0.5205515164331918,0.314015966011198,0.21439312269622496,0.33430400334546995,0.44578653969516,0.36160105192248365,0.5203723765630451,0.3487351574599896,0.3598435185795125,0.31422067670553183,0.445213702423738,0.14145075923550016,0.1777106101122009,0.1049713377707387,0.13680293118753256,0.03055677195243422,0,1,1,0,0,0
6,0.29083585748146706,0.08123983372492327,0.33287500374429624,0.5537212880039042,0.5350082685329134,0.4294535475329183,0.05032290715456639,0.3358993283409249,0.223291183288727,0.28079901699834475,0.14615989903082044,0.08870185351617026,0.24413194174261366,0.15565905620657566,0.11210673199810409,0.2813756633187051,0.21184352560191488,0.19782447476513976,0.17709628184350074,0.121324981876623,0.12902747874550402,0.14121457563651107,0.2133868396402414,0.10503255172085905,0.2032215357458076,1,1,0,0,0,0
7,0.18761304674128426,0.30471715163564084,0.3744972658317164,0.5132720767657049,0.4504364265420007,0.5805718376764596,0.20139064614436758,0.45487593607658455,0.6827519151745278,0.5950222779677827,0.4295851641787944,0.1467039571174394,0.12886885595718486,0.20875037269269342,0.12249914333433165,0.4931969666366758,0.3107488149434458,0.2883771533726166,0.5919468789828961,0.29483378274194233,0.1369650124358897,0.11077729743026736,0.1043633906230023,0.023697978083655452,0.033895497768510474,0,0,0,0,0,1
8,0.3841726463331011,0.29717151635640704,0.19699923782770914,0.5867833514862204,0.4583464257619693,0.5068302705135457,0.22733323798312305,0.4573488767080986,0.38077917027014585,0.25909531761600235,0.240066689519773,0.07699282690918581,0.15752924063848445,0.05257632294612445,0.08768119265848767,0.20583536842878383,0.08648566198901769,0.12565156322049137,0.22106221054343095,0.20684430772535317,0.06966304885775802,0.09946154511951237,0.18761301163449068,0.48849163576854526,0.6557845154820222,1,1,0,0,0,0
9,0.15991490786184404,0.030532712814025142,0.9296861946967454,0.5749349566431486,0.3234637643350814,0.24603770327819074,0.02983728119877216,0.1344306338300008,0.14640274700250244,0.1701967461770133,0.11938670572470306,0.36718301841270673,0.44325996181925204,0.32561415238387803,0.1706235176985778,0.35601623179890196,0.26977049795841745,0.6365483139573184,0.26620301165955973,0.42740101184060636,0.4654774026170534,0.18684429907478695,0.1358566184048824,0.016166697841083044,0.0,0,0,1,1,1,0
10,0.32707560566057087,0.19532803180914515,0.31036279733872074,0.5210210433439233,0.5240044122904869,0.25752347014425025,0.12974596503581132,0.5136644792712113,0.495439914437627,0.43959425658676765,0.2249511774543717,0.23867346291692088,0.29365950391760826,0.22040097216324395,0.20219558239324953,0.49707129872752986,0.5656239733420942,0.5860169698618146,0.550781762203725,0.29552036147027577,0.22390275733150078,0.1232136918780778,0.09041191680778173,0.050364302770102336,0.2303238666143301,0,1,1,0,0,0
11,0.3585586169288001,0.16505512380263876,0.3424227926125869,0.4095249330174623,0.5362368680517804,0.22487681160537173,0.11340807322896151,0.46466702694356526,0.37569864850342616,0.508296811078458,0.3754661514329936,0.20548780443359843,0.3886454522757359,0.1740370976048283,0.18016061244625042,0.35564899652962667,0.29252123715210965,0.2366441492650856,0.2890605741139941,0.25750921511393754,0.11816774738594131,0.11160866812137558,0.0876983329723919,0.20303365648378857,0.3028421711814529,0,0,1,0,0,0
12,0.553228479949895,0.26301283209831916,0.2238388521485604,0.6439276168437246,0.37340582344541656,0.377606916120918,0.14815222294346098,0.4171580328881341,0.34739346921647996,0.1903945861985985,0.17511712217062952,0.20424539682331422,0.11528981899232041,0.09948139247025237,0.04126295453870915,0.31945796074254973,0.11892218519735298,0.20756100204207834,0.09167151826034964,0.06287373471978763,0.015849848846409678,0.029182250121858433,0.04620659244319085,0.738662886534091,0.7760784776408607,1,0,0,0,0,0
13,0.11762800265642971,0.19580245797939644,0.6204661565548482,0.512225403915206,0.603206470289929,0.7882835776036794,0.16977104947575722,0.47694155794024556,0.3928827662438016,0.44677899235038043,0.31177740035526186,0.3599818650036116,0.26229429155330913,0.2266224555253386,0.16401302671447804,0.38640495033142985,0.2986342516543859,0.4684678462980159,0.4703475839063459,0.49077337915639035,0.17755109117445866,0.1492139560945166,0.33571206788134333,0.011122072550269528,0.008084753492445609,0,0,1,0,1,0
14,0.2493534401304458,0.1503930959696368,0.39524782248374984,0.3420055654489688,0.5354939333011027,0.48719025651854264,0.11611455227575285,0.4315009650274068,0.39425422054827475,0.2465817357125668,0.1652227658491487,0.23985354969958445,0.3431374187083756,0.18276849685131147,0.23177100899476466,0.3653440076384936,0.2443093818932745,0.3659846281016322,0.5991403500490404,0.22195671101939685,0.23136744350260224,0.15687623282023716,0.24236739315915956,0.04613417427103475,0.03173547943558176,0,0,0,0,1,0
15,0.384383216979553,0.29967919754202055,0.16335798467001938,0.749325649867974,0.46154214806198307,0.5549712316373383,0.24577250173280668,0.6153620010808307,0.2567618326314012,0.045219534605596134,0.1717436920232271,0.08272998754312345,0.20254796104398903,0.07658315338676015,0.007940683659675735,0.11112539248269401,0.06479678040080725,0.07628363001196349,0.09516204322901095,0.045605704356898175,0.016987835209487198,0.005033778705066105,0.05600419561808394,0.7474540719522212,0.7448892423372669,1,0,0,0,0,1
16,0.14232955925943924,0.0713333634556299,0.6837245429462453,0.23408740534373593,0.5355581004050749,0.7690427602831676,0.05306239204339169,0.2120052497490929,0.2191635152216076,0.36648168539571657,0.26958744948944074,0.3905099593055929,0.20553062312718373,0.20060082579665892,0.21334797534601646,0.3612493343860744,0.2674414511662834,0.4675222429286931,0.2088230820470054,0.21840107704640738,0.21096880152067765,0.12277181266143398,0.12966234145755984,0.15740244336526052,0.12513925538359613,0,0,1,1,1,0
17,0.3433219409214356,0.26488794505693125,0.26900762837943537,0.4208057942723062,0.5893578055973366,0.3780727740161497,0.27251823572772377,0.3489594688489153,0.37783463740897494,0.5772837651588629,0.3478138926111752,0.18013889891124418,0.2455134756844775,0.21363558334312122,0.17975948605456218,0.237362516296065,0.31623410146900083,0.4225582714795399,0.22828977388950955,0.1925297165849037,0.11719683381301087,0.14870146731232659,0.10182723342300339,0.37437950921250923,0.5749409511795016,0,1,1,0,0,0
18,0.3338084670996863,0.2701066329296946,0.4227003364874176,0.5638218345297001,0.49793732839059485,0.40596876093359613,0.1563816795572816,0.4364437582027329,0.6116215400203672,0.7643074870014805,0.45130210767968254,0.25896891466274224,0.20113157845742713,0.25995789701936195,0.32008716854233726,0.8096435981711683,0.3201002018116112,0.4411005973238363,0.49590368144173635,0.3795476251663707,0.31111160147150146,0.13616029738015734,0.1115987444456331,0.05826654814132708,0.03898413339474562,0,0,0,0,1,1
19,0.10942114669215112,0.1263893909271644,0.5565804757419531,0.649294622974768,0.5058593589425582,0.3197018201210537,0.09516684453148205,0.1698405002702077,0.18045063532108918,0.3226312795793803,0.15778122305670678,0.28368950961890993,0.11642168387696425,0.4541899693714369,0.2906790278351137,0.38267751234828595,0.3114938752522645,0.37379701189335296,0.2571344651970272,0.20904212678309103,0.16728714768919417,0.1423648282365375,0.10671951197238407,0.04601969430721793,0.04280897678207185,0,0,1,1,1,0
20,0.4353953058943583,0.14585215976866084,0.27802863637725206,0.3877834839969102,0.3863719899361919,0.3020504683239751,0.06268909596998673,0.26350775882035055,0.4727095945510279,0.45514508025173006,0.29032015124601357,0.13186722675232682,0.23504121926337607,0.24063118331059535,0.23423083115007254,0.3058886175428288,0.27485685455484116,0.28064339278239014,0.34458378571166326,0.2799937095580197,0.06994360505253337,0.13124723825489598,0.1131642735814349,0.16411860124251423,0.23640515772444792,1,0,0,0,0,1
