,Att2,Att3,Att5,Att9,Att11,Att14,Att17,Att18,Att20,Att21,Att22,Att23,Att26,Att27,Att29,Att30,Att31,Att33,Att35,Att37,Att44,Att45,Att46,Att48,Att49,Att50,Att51,Att52,Att53,Att54,Att57,Att60,Att62,Att66,Att67,Att70,Att71,Att78,Att79,Att83,Att84,Att85,Att88,Att89,Att91,Att93,Att95,Att98,Att100,Att103,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14
0,0.2775782013460367,0.2634857228682506,0.6311389031752218,0.55302673374166,0.3451703750190419,0.4534048441050045,0.7401755517048606,0.34765270754138433,0.22859534303703388,0.4882604432841327,0.3222251795927026,0.6261409498243746,0.69425995835064,0.7749131429539869,0.5464024367278156,0.7774714684367421,0.6585375669041008,0.6956348480753024,0.5542133223481829,0.7306255676719928,0.39162663469737524,0.5572007141923965,0.42437141684430735,0.4499102425775728,0.42125524254908514,0.49604140736893243,0.5501908138469506,0.5961712318297291,0.547062558541064,0.5132312355842212,0.35602399805354595,0.2849430371949334,0.40443621534076546,0.34841853363026,0.5798419623831549,0.25166179891066665,0.5312225813752991,0.21548236841982182,0.2581716205834775,0.279674421257493,0.1593587358473338,0.2660939179320418,0.2379759505771385,0.3033989399056713,0.24093010079903734,0.30127581247070084,0.32744194825890155,0.2802405639621501,0.2739701989948456,0.903512860714437,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,0.44583646960743356,0.34690426263221436,0.5322035355339391,0.36625656691541153,0.10029542693684318,0.34331464395601224,0.6051800176065765,0.2946138620871323,0.3398143901827408,0.5629683638775226,0.5631705593618566,0.5642348979032691,0.4140992581650749,0.4982082249943136,0.5237786290611623,0.3303978830355647,0.5497427994498536,0.7381793283831267,0.6026340286434231,0.41199011111269745,0.5559147008487221,0.6566109287443608,0.43503553128587885,0.32322205893295636,0.45117767138032144,0.47227165115663705,0.4745998486236705,0.5379652208092822,0.5344087746798154,0.5539578026398729,0.5121622578866807,0.5139623378344138,0.38459839597298656,0.7633074175097317,0.5624196953238103,0.5477415747487233,0.4307645552365281,0.4868439307800108,0.3998588461610527,0.3728241076285086,0.239963305788897,0.47335707921110404,0.15435376113166277,0.28146202420752897,0.27436258285675674,0.2688212792084032,0.3766820212932008,0.36026490239166853,0.23175880581660752,0.6354032947557599,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0.8045495451559057,0.9141552432282549,0.5613367857677491,0.4167439244950378,0.32779369851349077,0.5505902940429932,0.6377232683118034,0.3726358664246959,0.2865046571888788,0.5159547121634613,0.34676489940511823,0.3877982631395861,0.43875715361072165,0.60142204719493,0.4149022380815264,0.42314408535433495,0.5813383424116961,0.5914817626762914,0.39224343164686304,0.46090298149293196,0.5347527344960796,0.5559648835788713,0.4948599271027012,0.32124553538209694,0.36120550792413614,0.49051687809494743,0.608290642552683,0.5320080651618492,0.5307595150228541,0.41276166778018847,0.5009162501193435,0.45542930731090464,0.5150999113812579,0.5493399236169362,0.6160299552577594,0.4207267547845178,0.4536518747027662,0.4849997895527762,0.4272401926187784,0.2903874698647688,0.41311661112125636,0.2245799689512314,0.15237303350554365,0.18449800787164913,0.14321338026979366,0.46813544849071714,0.2887758769016324,0.27859145256291235,0.27933218315669905,0.2876492772624961,0,1,1,0,0,0,0,0,0,0,0,1,1,0
3,0.4389654988378149,0.48659081850163766,0.609990025092894,0.5688582559488529,0.3636628773724319,0.3943682171902375,0.7265325967986873,0.35195278864945173,0.36374305601051854,0.605195410822371,0.5491841485542737,0.8298018402962699,0.5859064122719598,0.639372666901556,0.5459395362004007,0.5005644112231059,0.55760440117131,0.882218609384192,0.6877551238771874,0.6288460292339406,0.3450729621084295,0.6836614954021216,0.5058408629648053,0.3334581256045837,0.27535315295252943,0.48949625421234855,0.3639150699119627,0.41102627000822534,0.36008771388487754,0.457133346396557,0.17566593674640352,0.3453612680820004,0.31592442682564337,0.6320633274683606,0.4847046277338343,0.5136577924034536,0.6610428550719846,0.31450012548889994,0.23181957291595096,0.22022611335159417,0.21159947954711467,0.21669261719072946,0.2631415187520357,0.29978362224061383,0.13968404953018057,0.2231139962866216,0.5855666510579447,0.4937306346924466,0.21750929607046793,0.4832183816363106,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0.44139660969536576,0.3895118104777914,0.47256604114760337,0.2993107588491877,0.19916124269407492,0.4266698171027407,0.7337658582349299,0.3633985009063488,0.3269215563572944,0.5858750723867662,0.45702002440055833,0.5437355120536635,0.32503228605086665,0.5416345180381681,0.8417876465092318,0.4196716124959876,0.4725932869827878,0.5091057430874659,0.31668262723425655,0.34977271154739553,0.41465079619697304,0.4466068210787978,0.3699206906139526,0.2808907377781085,0.4427910774598226,0.4909144873990051,0.5597179619965741,0.5884350819982385,0.5300518795538605,0.45480557437656555,0.5735048183976864,0.569263098190812,0.5723798438198845,0.59110264255977,0.5046251521692937,0.5162621011781472,0.6672787245459793,0.6577535772130862,0.5444166161802272,0.21401752538454155,0.39387640385317746,0.20626303267469526,0.1864810043454198,0.23488738812529114,0.16819028238544292,0.36181323109443764,0.39680638287832093,0.33300168305985245,0.34804943259143367,0.7617122360618471,0,0,1,1,1,1,0,0,0,0,0,0,0,0
5,0.4131885463576585,0.456491285837247,0.5177540007084703,0.4374110268451956,0.39781469999648456,0.43682894163920355,0.7259007306086691,0.3543714541250063,0.36013523130064684,0.648791833817186,0.45199264470436284,0.4765160587244759,0.6257738374540872,0.791266574197548,0.4984381663307296,0.7781011517060576,0.8100112917314699,0.5950215047779561,0.2396626346171336,0.5142188448980084,0.3782161762524288,0.6542016475387551,0.5464110280334942,0.36839724867921725,0.3913714137252719,0.37525358093379385,0.3226690037047365,0.37068299109775005,0.42485830148288023,0.6312747738921246,0.4341008275509481,0.561203924750054,0.43434017929321694,0.8723555715856901,0.9044704508580065,0.3070403331743701,0.29317869123036344,0.530395594014569,0.46046131073206376,0.07427352008714003,0.36354090577063547,0.45803478748128346,0.24949621199081662,0.13743192789877112,0.4183673336789895,0.2872983511271174,0.2801559904218106,0.2336058349556777,0.4845315530599341,0.5890379203505632,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6,0.4114613718384976,0.5944433853814648,0.7271203347300179,0.5874875247605008,0.5881027184746648,0.5186632383318648,0.7472867237416759,0.22149270079452585,0.29676786799473176,0.5537105026269469,0.47567848008571273,0.6309125443681332,0.5789246866729136,0.5915511174342941,0.39629752475788843,0.5145787034975065,0.5998584390897492,0.7018428123956559,0.5858995072732038,0.5945797826948864,0.2822130211342264,0.5769916587318495,0.41119448295689903,0.38726723528536355,0.39509631444159893,0.6189208827486563,0.568865872604868,0.5286029363594675,0.5090477228811734,0.32935731300506865,0.44432895073192213,0.45859067906730233,0.2747125446913484,0.44817922850495395,0.6344709870499712,0.4130459024250204,0.316107973113535,0.16251046390362445,0.19901067397835223,0.17038769244466456,0.5103091901022644,0.1464309991640716,0.5178212525719007,0.6788264604786521,0.5298362291777933,0.3900363832334445,0.3471379774726212,0.3334769614045259,0.17631189789860582,0.22292569725038197,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7,0.3711584859755637,0.2988593891709847,0.2647589348044221,0.23714227092420628,0.2104353804028691,0.3379348272453564,0.6531986351690295,0.2955800788591145,0.41275141251872255,0.5881369796514351,0.47719844841632814,0.47423492868774997,0.5438728801425549,0.573827374129757,0.4629454810095362,0.5032705134683106,0.6582120715000959,0.7883130873070133,0.5658627533851561,0.5150623217358928,0.5697677924665523,0.6728332652645679,0.472109311901704,0.39040176910484414,0.4056875626322236,0.5343463037035067,0.7173325897303111,0.7308244953814576,0.8075437232322483,0.38271900769864564,0.46631741367999924,0.4482476469863526,0.40806291652892335,0.5826172173927487,0.6321881994078058,0.3846389279706559,0.34348145642648054,0.5483911699462657,0.42625836149123403,0.4523769446179486,0.3335734911431702,0.2833131240756561,0.15554140329785854,0.29364555927027,0.4983477378367386,0.3515159270465107,0.24123340363308132,0.4898435368020818,0.12235316495033166,0.47814837617745515,1,0,1,1,0,0,0,0,0,0,0,1,1,0
8,0.5601962188036579,0.7111213166270962,0.778998744614217,0.6302769629821016,0.6595338009298982,0.6263699753811993,0.7408009921370142,0.5184502632628348,0.28856385081633534,0.5835290722453372,0.4323978885275493,0.42725319312028426,0.4497535486303768,0.6036419750333379,0.3328327689834777,0.4833325910237881,0.6022884102331021,0.6932985387881003,0.46528442801427355,0.48777452809777294,0.6130457383591698,0.764947371270587,0.6109357297012044,0.3455788656150012,0.3503292135248488,0.39767930569575327,0.35617894275584594,0.4116187828011152,0.3923536970524788,0.48238707590755964,0.3647537828040641,0.46308052432280394,0.38634437965491475,0.513130934428972,0.23032225137076484,0.19660909981707364,0.36538075171219375,0.5111778653168945,0.45886614743705845,0.2583262270064534,0.1455541796018992,0.24600293034236317,0.2265099738109676,0.30106992320655035,0.21696937564891733,0.30344502588168126,0.31102738060235147,0.29850613748862403,0.27744617923466813,0.7872716441125371,1,1,0,0,0,0,0,0,0,0,0,1,1,0
9,0.3835339628579263,0.4396362985171192,0.6552180028546316,0.5845757911961539,0.4350002148322811,0.46452870370561444,0.6138140942573002,0.35979705283060903,0.23040490320773346,0.49127536403615235,0.5921094052938133,0.6368431746188112,0.44803115338106897,0.5355801693879645,0.37122313870856827,0.285529110564703,0.5392145026548589,0.8421972636064425,0.6712452987657755,0.6188198572898693,0.5002936816828263,0.6850444487077332,0.48414285146844366,0.3886135966217725,0.5008588501651635,0.6803725207169847,0.56325857467235,0.5065867914777153,0.40713175870727614,0.31489136670436113,0.4028559285232512,0.32969969292852275,0.34089741061035816,0.48704465882112863,0.43637784454802,0.5272701102382631,0.3989519568473763,0.4826084855438345,0.23393063475507306,0.5537384380177591,0.049594252191380556,0.5113263703254609,0.14800775343648298,0.36800030768660985,0.4262810392033797,0.2874742998042417,0.5384404103762912,0.17207426354706495,0.22321954800201455,0.6699461343077847,0,0,1,1,0,0,0,0,0,0,0,1,1,0
