0,0,0,4.761904762,0,0,4.761904762,0,4.761904762,4.761904762,0,28.57142857,4.761904762,0,0,23.80952381,23.80952381,0,0,0,1,0,0,0
5.555555556,0,0,0,5.555555556,5.555555556,0,0,5.555555556,5.555555556,0,11.11111111,16.66666667,11.11111111,16.66666667,5.555555556,5.555555556,0,5.555555556,0,1,0,0,0
0,0,10,0,5,15,0,10,0,0,0,10,15,10,10,5,5,5,0,0,1,0,0,0
5.555555556,0,5.555555556,0,0,22.22222222,0,5.555555556,5.555555556,0,0,0,0,5.555555556,27.77777778,0,5.555555556,5.555555556,0,11.11111111,1,0,0,0
17.64705882,0,0,11.76470588,0,11.76470588,0,5.882352941,5.882352941,5.882352941,0,5.882352941,5.882352941,0,0,5.882352941,0,11.76470588,5.882352941,5.882352941,1,0,0,0
11.11111111,0,0,0,0,11.11111111,0,0,0,0,5.555555556,11.11111111,11.11111111,0,16.66666667,27.77777778,5.555555556,0,0,0,1,0,0,0
0,0,5.555555556,5.555555556,0,11.11111111,0,0,11.11111111,11.11111111,0,5.555555556,0,27.77777778,5.555555556,11.11111111,0,5.555555556,0,0,1,0,0,0
5.263157895,0,0,5.263157895,10.52631579,15.78947368,0,0,0,0,0,10.52631579,5.263157895,15.78947368,10.52631579,0,10.52631579,5.263157895,0,5.263157895,1,0,0,0
11.76470588,0,5.882352941,0,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,0,0,0,5.882352941,17.64705882,5.882352941,0,5.882352941,0,5.882352941,5.882352941,1,0,0,0
17.64705882,0,0,0,17.64705882,11.76470588,0,5.882352941,0,0,11.76470588,0,5.882352941,5.882352941,5.882352941,17.64705882,0,0,0,0,1,0,0,0
5.882352941,0,0,5.882352941,0,11.76470588,5.882352941,5.882352941,5.882352941,5.882352941,5.882352941,0,5.882352941,0,0,5.882352941,17.64705882,5.882352941,5.882352941,5.882352941,1,0,0,0
0,0,11.76470588,0,17.64705882,5.882352941,0,5.882352941,0,29.41176471,5.882352941,0,0,0,0,11.76470588,11.76470588,0,0,0,1,0,0,0
3.333333333,3.333333333,10,3.333333333,6.666666667,3.333333333,3.333333333,3.333333333,0,0,3.333333333,3.333333333,6.666666667,6.666666667,6.666666667,6.666666667,13.33333333,6.666666667,0,10,1,0,0,0
0,0,19.35483871,0,3.225806452,3.225806452,3.225806452,0,6.451612903,6.451612903,3.225806452,12.90322581,6.451612903,0,0,6.451612903,16.12903226,3.225806452,0,9.677419355,1,0,0,0
2.857142857,5.714285714,5.714285714,5.714285714,5.714285714,5.714285714,0,5.714285714,8.571428571,5.714285714,0,5.714285714,5.714285714,5.714285714,2.857142857,14.28571429,2.857142857,8.571428571,0,2.857142857,1,0,0,0
0,0,5.882352941,0,11.76470588,11.76470588,11.76470588,11.76470588,5.882352941,0,0,11.76470588,11.76470588,0,0,0,11.76470588,5.882352941,0,0,1,0,0,0
11.76470588,0,5.882352941,5.882352941,5.882352941,11.76470588,0,5.882352941,5.882352941,0,0,5.882352941,0,0,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,5.882352941,1,0,0,0
0,0,0,0,5.882352941,11.76470588,0,11.76470588,5.882352941,0,5.882352941,11.76470588,0,5.882352941,0,17.64705882,5.882352941,11.76470588,5.882352941,0,1,0,0,0
5.882352941,5.882352941,0,5.882352941,5.882352941,0,0,17.64705882,0,5.882352941,0,23.52941176,0,0,5.882352941,5.882352941,5.882352941,11.76470588,0,0,1,0,0,0
5.882352941,5.882352941,5.882352941,0,11.76470588,5.882352941,5.882352941,5.882352941,0,0,11.76470588,11.76470588,5.882352941,5.882352941,0,0,17.64705882,0,0,0,1,0,0,0
11.76470588,5.882352941,11.76470588,5.882352941,17.64705882,0,0,5.882352941,0,5.882352941,0,11.76470588,0,0,0,11.76470588,5.882352941,0,0,5.882352941,1,0,0,0
11.76470588,0,0,0,11.76470588,5.882352941,0,17.64705882,0,11.76470588,0,11.76470588,5.882352941,0,5.882352941,5.882352941,11.76470588,0,0,0,1,0,0,0
0,0,11.76470588,5.882352941,5.882352941,5.882352941,0,5.882352941,11.76470588,5.882352941,5.882352941,5.882352941,5.882352941,0,0,0,23.52941176,0,0,5.882352941,1,0,0,0
5.882352941,5.882352941,0,5.882352941,17.64705882,5.882352941,0,0,5.882352941,5.882352941,0,5.882352941,11.76470588,0,0,5.882352941,5.882352941,11.76470588,0,5.882352941,1,0,0,0
5.882352941,5.882352941,5.882352941,0,17.64705882,5.882352941,0,0,11.76470588,5.882352941,0,5.882352941,0,0,0,11.76470588,11.76470588,5.882352941,0,5.882352941,1,0,0,0
5.882352941,5.882352941,17.64705882,0,5.882352941,5.882352941,0,5.882352941,5.882352941,11.76470588,5.882352941,5.882352941,5.882352941,0,0,0,0,5.882352941,0,11.76470588,1,0,0,0
11.76470588,5.882352941,5.882352941,0,0,5.882352941,0,5.882352941,0,5.882352941,0,17.64705882,0,0,5.882352941,5.882352941,17.64705882,5.882352941,5.882352941,0,1,0,0,0
0,0,11.76470588,5.882352941,11.76470588,5.882352941,0,5.882352941,5.882352941,0,0,5.882352941,17.64705882,0,11.76470588,11.76470588,0,5.882352941,0,0,1,0,0,0
5.882352941,11.76470588,5.882352941,0,5.882352941,5.882352941,0,0,0,11.76470588,0,11.76470588,17.64705882,0,0,0,5.882352941,0,5.882352941,11.76470588,1,0,0,0
11.76470588,5.882352941,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,5.882352941,0,5.882352941,0,5.882352941,0,11.76470588,0,0,5.882352941,11.76470588,0,0,1,0,0,0
5.882352941,11.76470588,11.76470588,5.882352941,0,11.76470588,5.882352941,17.64705882,0,0,0,0,5.882352941,0,0,5.882352941,5.882352941,5.882352941,0,5.882352941,1,0,0,0
5.882352941,5.882352941,0,0,0,0,5.882352941,0,5.882352941,11.76470588,0,0,0,5.882352941,5.882352941,29.41176471,11.76470588,5.882352941,0,5.882352941,1,0,0,0
17.64705882,0,5.882352941,0,0,5.882352941,0,17.64705882,0,5.882352941,0,11.76470588,0,0,0,23.52941176,5.882352941,0,0,5.882352941,1,0,0,0
5.882352941,0,0,5.882352941,5.882352941,0,0,17.64705882,0,0,5.882352941,5.882352941,11.76470588,0,0,11.76470588,17.64705882,11.76470588,0,0,1,0,0,0
5.263157895,10.52631579,10.52631579,0,0,5.263157895,0,5.263157895,5.263157895,0,10.52631579,5.263157895,5.263157895,0,0,15.78947368,5.263157895,10.52631579,0,5.263157895,1,0,0,0
0,0,5.882352941,0,17.64705882,11.76470588,0,5.882352941,5.882352941,11.76470588,0,5.882352941,11.76470588,5.882352941,0,5.882352941,5.882352941,0,0,5.882352941,1,0,0,0
35.29411765,0,5.882352941,0,0,5.882352941,0,5.882352941,0,5.882352941,5.882352941,0,0,0,0,5.882352941,17.64705882,5.882352941,0,5.882352941,1,0,0,0
29.41176471,0,0,0,11.76470588,17.64705882,0,5.882352941,0,5.882352941,0,0,5.882352941,5.882352941,0,0,11.76470588,0,5.882352941,0,1,0,0,0
5.882352941,0,0,5.882352941,0,11.76470588,0,11.76470588,5.882352941,5.882352941,0,11.76470588,0,17.64705882,0,0,5.882352941,11.76470588,0,5.882352941,1,0,0,0
11.76470588,0,0,5.882352941,5.882352941,0,0,17.64705882,5.882352941,5.882352941,0,11.76470588,0,23.52941176,0,11.76470588,0,0,0,0,1,0,0,0
5.882352941,0,5.882352941,5.882352941,0,5.882352941,0,0,5.882352941,17.64705882,0,0,0,5.882352941,0,11.76470588,23.52941176,11.76470588,0,0,1,0,0,0
11.76470588,0,0,0,5.882352941,5.882352941,0,5.882352941,5.882352941,17.64705882,0,11.76470588,0,11.76470588,0,11.76470588,5.882352941,5.882352941,0,0,1,0,0,0
5.882352941,0,11.76470588,11.76470588,0,0,0,11.76470588,5.882352941,17.64705882,0,0,0,5.882352941,11.76470588,5.882352941,0,11.76470588,0,0,1,0,0,0
11.76470588,0,0,5.882352941,0,0,0,11.76470588,0,11.76470588,0,0,0,17.64705882,11.76470588,5.882352941,11.76470588,5.882352941,0,5.882352941,1,0,0,0
23.52941176,5.882352941,0,5.882352941,0,5.882352941,0,0,5.882352941,11.76470588,5.882352941,5.882352941,0,0,5.882352941,11.76470588,5.882352941,5.882352941,0,0,1,0,0,0
0,5.882352941,5.882352941,0,5.882352941,17.64705882,5.882352941,0,11.76470588,11.76470588,0,0,0,5.882352941,5.882352941,5.882352941,0,11.76470588,0,5.882352941,1,0,0,0
11.76470588,0,0,0,11.76470588,5.882352941,11.76470588,0,0,11.76470588,5.882352941,0,11.76470588,5.882352941,0,5.882352941,0,17.64705882,0,0,1,0,0,0
11.76470588,0,0,5.882352941,5.882352941,0,0,5.882352941,0,0,0,5.882352941,11.76470588,5.882352941,5.882352941,5.882352941,17.64705882,11.76470588,0,5.882352941,1,0,0,0
5.882352941,0,0,5.882352941,23.52941176,11.76470588,0,0,0,0,0,5.882352941,5.882352941,0,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,5.882352941,1,0,0,0
11.76470588,0,0,0,5.882352941,11.76470588,0,17.64705882,0,11.76470588,5.882352941,0,5.882352941,0,0,0,0,11.76470588,11.76470588,5.882352941,1,0,0,0
0,29.41176471,0,0,0,0,0,5.882352941,5.882352941,17.64705882,11.76470588,0,0,0,0,11.76470588,11.76470588,5.882352941,0,0,1,0,0,0
5.882352941,23.52941176,17.64705882,5.882352941,5.882352941,11.76470588,0,0,11.76470588,5.882352941,0,0,0,0,0,11.76470588,0,0,0,0,1,0,0,0
14.28571429,0,0,14.28571429,7.142857143,7.142857143,0,0,0,7.142857143,0,7.142857143,14.28571429,0,7.142857143,0,14.28571429,0,7.142857143,0,1,0,0,0
11.11111111,0,3.703703704,11.11111111,3.703703704,18.51851852,0,3.703703704,7.407407407,7.407407407,0,14.81481481,3.703703704,3.703703704,0,0,3.703703704,0,3.703703704,3.703703704,1,0,0,0
6.060606061,0,9.090909091,15.15151515,0,3.03030303,0,9.090909091,9.090909091,6.060606061,0,12.12121212,9.090909091,6.060606061,3.03030303,3.03030303,3.03030303,0,3.03030303,3.03030303,1,0,0,0
2.380952381,0,4.761904762,26.19047619,0,0,0,7.142857143,19.04761905,2.380952381,0,11.9047619,4.761904762,4.761904762,0,9.523809524,2.380952381,2.380952381,0,2.380952381,1,0,0,0
10,0,10,0,5,0,5,5,5,15,0,0,15,10,0,5,0,15,0,0,1,0,0,0
25,0,10,0,5,5,5,5,0,10,0,5,0,10,0,0,15,0,5,0,1,0,0,0
7.142857143,3.571428571,0,0,0,10.71428571,0,3.571428571,17.85714286,10.71428571,3.571428571,3.571428571,3.571428571,21.42857143,7.142857143,3.571428571,0,3.571428571,0,0,1,0,0,0
8.333333333,0,0,0,0,0,0,0,0,25,8.333333333,8.333333333,8.333333333,16.66666667,0,0,8.333333333,8.333333333,8.333333333,0,1,0,0,0
7.692307692,0,7.692307692,7.692307692,0,23.07692308,0,7.692307692,0,7.692307692,15.38461538,0,0,0,7.692307692,7.692307692,0,7.692307692,0,0,1,0,0,0
0,0,7.692307692,15.38461538,0,0,7.692307692,7.692307692,7.692307692,7.692307692,0,0,0,23.07692308,15.38461538,0,0,0,0,7.692307692,1,0,0,0
7.692307692,0,0,7.692307692,15.38461538,7.692307692,0,0,7.692307692,7.692307692,0,7.692307692,7.692307692,0,0,7.692307692,0,15.38461538,0,7.692307692,1,0,0,0
